VEHICULO;FECHA_ENTRADA;FECHA_SALIDA;dif_minutos;DISTANCIA_TOTAL;consumo_TOTAL;SOC_ENTRADA;SOC_SALIDA;DIF_SOC;N_Ordenes
34;2018-06-21 11:42:32.967;2018-06-20 13:06:41.097;1356;0;-272824;33;89;56;50
38;2018-06-21 12:05:04.093;2018-06-07 17:16:52.083;19849;-90;1758377;34;89;55;52
31;2018-06-21 12:35:34.100;2018-06-20 19:30:59.680;1025;11265045;-576396692;34;89;55;75
37;2018-06-21 17:35:51.457;2018-06-20 22:00:31.743;1175;4853027;-207051944;33;89;56;59
41;2018-06-21 18:05:26.643;2018-06-20 23:21:49.487;1124;1615400;-94269391;34;89;55;68
40;2018-06-21 18:08:59.573;2018-06-20 22:50:07.430;1158;506747;-27880442;34;89;55;56
42;2018-06-22 03:18:56.753;2018-06-21 07:24:45.820;1194;-26;-2511306;34;89;55;65
42;2018-06-22 06:22:33.333;2018-06-21 07:24:45.820;1378;195;-19424389;34;89;55;65
38;2018-06-22 07:28:29.967;2018-06-21 13:08:07.283;1100;0;2065637;32;73;41;43
35;2018-06-22 08:37:23.617;2018-06-21 14:11:25.730;1106;4173917;-279450247;32;89;57;44
43;2018-06-22 12:25:26.443;2018-06-21 12:13:43.240;1452;5669951;-252272295;34;100;66;60
36;2018-06-22 13:21:22.040;2018-06-21 19:26:03.550;1075;11579185;-600858206;34;89;55;68
31;2018-06-24 22:09:25.660;2018-06-22 10:37:06.943;3572;96918;-3665128;15;89;74;54
36;2018-06-25 13:05:52.477;2018-06-22 15:39:03.703;4166;1;1959097;34;89;55;36
40;2018-06-25 13:11:41.577;2018-06-23 14:31:22.307;2800;994096;-54299147;34;99;65;28
38;2018-06-25 14:51:14.897;2018-06-22 10:59:46.770;4552;6808760;-402931114;34;100;66;43
35;2018-06-25 15:06:18.203;2018-06-25 00:03:26.777;903;4916395;-210055003;33;89;56;54
39;2018-06-25 17:28:37.867;2018-06-22 19:02:34.970;4226;51;2144103;33;89;56;56
31;2018-06-25 22:57:36.980;2018-06-25 02:45:23.603;1212;13749695;-717061611;34;97;63;87
34;2018-06-26 03:10:08.297;2018-06-25 11:56:12.897;914;767878;-55697253;33;89;56;75
34;2018-06-26 03:29:32.783;2018-06-25 11:56:12.897;933;-381;2278280;33;89;56;75
39;2018-06-26 12:51:23.630;2018-06-25 19:09:36.623;1062;-42;-637010;34;89;55;59
37;2018-06-26 13:41:03.713;2018-06-25 20:51:09.300;1010;11255872;-547276345;33;89;56;53
42;2018-06-26 23:59:06.590;2018-06-26 08:44:15.047;915;64843;-271295;82;89;7;78
44;2018-06-27 03:47:54.873;2018-06-26 11:04:17.747;1003;8598487;-472664204;34;89;55;57
41;2018-06-27 04:52:19.933;2018-06-26 12:55:37.137;957;6880705;-382241751;34;91;57;70
40;2018-06-27 08:09:10.777;2018-06-26 13:19:36.177;1130;346;-642165;34;86;52;71
37;2018-06-27 08:37:36.660;2018-06-26 15:04:05.387;1053;1723752;-72500451;33;89;56;57
37;2018-06-27 08:43:14.837;2018-06-26 15:04:05.387;1059;-12;-537926;33;89;56;57
31;2018-06-27 14:25:47.610;2018-06-26 17:21:44.583;1264;0;-4259166;33;89;56;60
34;2018-06-27 19:49:15.473;2018-06-26 21:46:01.190;1323;10072049;-560022158;33;89;56;55
44;2018-06-27 22:31:50.373;2018-06-27 06:04:31.467;987;8774220;-469597155;34;89;55;69
38;2018-06-28 07:01:02.240;2018-06-27 12:43:17.767;1098;65458;-848240;33;89;56;68
31;2018-06-28 08:07:27.443;2018-06-27 15:57:58.187;970;-4;-407799;34;89;55;72
31;2018-06-28 08:09:44.410;2018-06-27 15:57:58.187;972;0;-494087;34;89;55;72
39;2018-06-28 08:11:57.807;2018-06-27 17:15:57.523;896;-21;-734903;34;89;55;60
31;2018-06-28 08:12:33.833;2018-06-27 15:57:58.187;975;-129;-616732;34;89;55;72
35;2018-06-28 08:50:14.327;2018-06-27 08:56:36.500;1434;5986106;-406617090;34;89;55;33
42;2018-06-28 16:05:43.960;2018-06-27 19:42:12.140;1223;-94;1611980;40;89;49;68
37;2018-06-29 02:05:52.677;2018-06-28 01:34:58.950;1471;10996069;-599958425;32;89;57;65
41;2018-07-02 10:31:24.893;2018-06-28 08:47:23.537;5864;2579117;-199640421;33;99;66;73
41;2018-07-02 10:33:47.937;2018-06-28 08:47:23.537;5866;-42;-628027;33;99;66;73
40;2018-07-02 13:09:42.370;2018-06-28 11:15:39.673;5874;7298516;-307710187;34;89;55;56
32;2018-07-02 15:42:53.963;2018-06-28 17:07:24.593;5675;3404839;-144953423;34;89;55;62
42;2018-07-02 18:19:30.140;2018-06-28 23:38:10.790;5441;-168;1229603;34;89;55;64
42;2018-07-02 18:27:40.477;2018-06-28 23:38:10.790;5449;-71;-1574276;34;89;55;64
44;2018-07-02 19:47:17.300;2018-07-02 04:41:36.750;906;4501946;-221770770;34;89;55;82
33;2018-07-02 22:08:43.900;2018-07-02 08:57:06.483;791;1695328;-76694006;33;89;56;71
40;2018-07-03 14:15:12.313;2018-07-02 17:38:29.060;1237;12443540;-651137404;33;91;58;64
35;2018-07-03 23:11:29.613;2018-07-03 09:30:36.540;821;10575070;-504435289;31;89;58;56
38;2018-07-04 02:16:13.040;2018-07-03 10:23:24.583;953;3438238;-197704222;34;89;55;62
42;2018-07-04 09:32:38.147;2018-07-03 13:38:41.647;1194;326334;-12876914;33;93;60;82
32;2018-06-25 14:40:48.527;2018-06-22 18:29:20.883;4091;8124210;-452185222;34;89;55;53
38;2018-06-25 14:52:55.833;2018-06-22 10:59:46.770;4553;0;-376376;34;100;66;43
33;2018-06-25 17:05:37.543;2018-06-25 10:40:28.960;385;39;2068686;33;34;1;33
37;2018-06-25 19:29:35.600;2018-06-25 08:03:02.287;686;5914312;-252641012;34;89;55;62
42;2018-06-26 07:05:57.700;2018-06-25 06:35:40.843;1470;13681031;-737324717;32;92;60;80
44;2018-06-26 09:04:34.600;2018-06-25 15:25:40.010;1059;10886885;-592349276;34;89;55;64
41;2018-06-26 11:13:00.990;2018-06-25 13:16:47.253;1317;7491624;-452293618;33;99;66;80
41;2018-06-26 11:18:19.317;2018-06-25 13:16:47.253;1322;-1;-919497;33;99;66;80
40;2018-06-26 11:51:25.080;2018-06-25 14:33:11.510;1278;68;-819693;33;89;56;54
40;2018-06-26 11:54:18.250;2018-06-25 14:33:11.510;1281;810;-1017972;33;89;56;54
33;2018-06-26 12:41:44.537;2018-06-25 19:04:08.200;1057;-678;-680498;34;89;55;58
31;2018-06-26 15:53:41.677;2018-06-26 00:26:54.063;927;2903686;-138134981;34;89;55;65
32;2018-06-27 07:49:57.053;2018-06-26 16:07:08.067;942;34;-914827;34;89;55;66
32;2018-06-27 07:51:00.430;2018-06-26 16:07:08.067;944;-234;-306248;34;89;55;66
37;2018-06-27 08:41:06.277;2018-06-26 15:04:05.387;1057;137;-678426;33;89;56;57
37;2018-06-27 08:43:55.820;2018-06-26 15:04:05.387;1059;-119;-335463;33;89;56;57
36;2018-06-27 12:57:09.560;2018-06-25 21:34:45.647;2363;909651;-35409758;34;91;57;62
38;2018-06-28 07:05:30.957;2018-06-27 12:43:17.767;1102;-90;-889150;33;89;56;68
34;2018-06-28 09:12:20.010;2018-06-26 21:46:01.190;2126;4112752;-157636154;34;89;55;112
42;2018-06-28 21:53:24.890;2018-06-27 19:42:12.140;1571;2403358;-161876976;33;89;56;83
37;2018-06-29 02:38:43.217;2018-06-28 01:34:58.950;1504;0;-1479015;31;89;58;65
44;2018-07-02 00:08:48.830;2018-06-28 01:13:07.100;5695;60713;-3754220;32;89;57;64
33;2018-07-02 07:41:53.923;2018-06-28 07:02:15.230;5799;1189757;-56717688;34;89;55;37
36;2018-07-02 08:54:01.507;2018-06-28 09:01:25.113;5753;-90;-854275;34;89;55;58
32;2018-07-02 11:24:22.100;2018-06-28 17:07:24.593;5417;6637927;-342784151;33;89;56;41
31;2018-07-02 17:26:38.563;2018-06-27 15:57:58.187;7289;5887240;-381631954;33;89;56;107
42;2018-07-02 18:58:33.500;2018-06-28 23:38:10.790;5480;-8;-2085047;34;89;55;64
34;2018-07-03 06:29:59.583;2018-07-02 11:50:35.120;1119;1310514;-89741788;34;89;55;71
37;2018-07-03 09:01:10.727;2018-07-02 15:19:11.523;1062;10617222;-522468172;34;89;55;66
37;2018-07-03 09:22:37.720;2018-07-02 15:19:11.523;1083;282;1993632;34;89;55;66
42;2018-07-03 12:09:06.773;2018-06-28 23:38:10.790;6511;287;-287109;34;89;55;121
31;2018-07-03 13:14:29.210;2018-07-02 19:19:07.007;1075;10068820;-517745784;34;89;55;65
33;2018-07-04 12:44:59.260;2018-07-03 20:09:40.490;995;700226;-29584378;34;89;55;59
35;2018-07-04 14:31:49.683;2018-07-04 00:31:16.920;840;1837950;-92626597;33;89;56;53
39;2018-07-05 00:17:46.810;2018-07-04 10:13:19.113;844;2870556;-143023151;33;89;56;63
44;2018-07-05 11:48:34.887;2018-07-04 18:05:56.403;1063;991034;-49644581;33;89;56;75
39;2018-07-05 14:46:50.403;2018-07-05 01:38:58.063;788;9533372;-420442998;34;89;55;66
38;2018-07-05 19:55:08.400;2018-07-05 05:43:40.230;852;2183936;-106866290;33;89;56;82
33;2018-07-06 03:20:53.730;2018-07-05 09:10:29.080;1090;5685450;-294914147;31;89;58;69
33;2018-07-06 17:58:09.810;2018-07-06 04:48:19.560;790;12494804;-533306973;33;89;56;75
35;2018-07-06 20:05:41.063;2018-07-06 06:41:41.703;804;11111102;-493606916;32;89;57;56
38;2018-07-07 01:23:58.990;2018-07-06 14:05:49.880;678;0;-105146848;77;89;12;0
35;2018-07-07 20:01:27.987;2018-07-06 21:24:35.153;1357;2521850;-287575589;54;89;35;17
37;2018-07-08 22:02:00.997;2018-07-06 14:39:24.187;3323;3112048;-606465612;35;89;54;14
31;2018-07-09 03:17:33.150;2018-07-06 08:49:00.160;3988;68180;-51693490;30;89;59;73
32;2018-07-09 12:37:30.880;2018-07-06 23:45:01.897;3652;6443856;-359731280;34;89;55;42
35;2018-07-09 13:24:27.790;2018-07-08 01:30:14.447;2154;4;-719576;34;100;66;48
39;2018-07-09 13:39:03.247;2018-07-06 11:11:28.283;4468;1359856;-56658813;33;89;56;34
39;2018-07-09 13:45:33.723;2018-07-06 11:11:28.283;4474;44;-1184019;33;89;56;34
39;2018-07-09 13:47:57.143;2018-07-06 11:11:28.283;4476;145;-580396;33;89;56;34
38;2018-07-10 07:46:32.247;2018-07-09 14:04:21.823;1062;0;-641340;33;89;56;63
38;2018-07-10 07:50:55.813;2018-07-09 14:04:21.823;1066;9;-541061;33;89;56;63
35;2018-07-10 12:23:28.820;2018-07-09 21:07:07.960;916;10870926;-505143969;34;89;55;55
34;2018-07-10 12:47:25.643;2018-07-09 17:07:20.137;1180;307589;-12269989;34;100;66;65
34;2018-07-10 13:17:38.610;2018-07-09 17:07:20.137;1210;77511;-3965546;34;100;66;65
42;2018-07-10 13:36:20.247;2018-07-09 16:15:52.430;1281;3969836;-207167171;33;89;56;87
32;2018-07-10 18:29:09.557;2018-07-10 08:21:50.087;608;11455035;-497993260;34;89;55;71
33;2018-07-10 22:55:04.450;2018-07-10 10:23:30.187;752;12649836;-541044488;34;89;55;77
43;2018-07-10 23:58:48.647;2018-07-10 11:09:00.877;769;0;-498115;34;89;55;76
38;2018-07-11 06:17:37.513;2018-07-10 10:58:34.883;1159;10807395;-558392008;33;89;56;61
31;2018-07-11 07:10:52.550;2018-07-10 13:44:35.493;1046;11316156;-579009129;34;89;55;65
43;2018-07-11 17:00:59.500;2018-07-11 01:25:04.090;935;319443;-13299858;34;93;59;63
42;2018-07-12 04:53:33.697;2018-07-11 11:09:43.997;1064;10954278;-601181320;34;89;55;62
31;2018-07-12 05:46:43.330;2018-07-11 09:19:50.957;1227;4545;-4128568;33;89;56;68
31;2018-07-12 05:59:49.007;2018-07-11 09:19:50.957;1240;-44;-714167;33;89;56;68
31;2018-07-12 06:16:01.110;2018-07-11 09:19:50.957;1257;-75;-2006345;33;89;56;68
31;2018-07-12 06:26:05.470;2018-07-11 09:19:50.957;1267;15065;-3034757;33;89;56;68
42;2018-07-12 08:14:01.770;2018-07-12 04:55:21.357;199;2327462;-129035205;33;34;1;16
42;2018-07-12 08:17:33.843;2018-07-12 04:55:21.357;202;262;-518667;33;34;1;16
35;2018-07-12 08:42:47.970;2018-07-11 14:39:29.370;1083;4077369;-203678779;34;89;55;63
42;2018-07-12 08:50:39.713;2018-07-12 04:55:21.357;235;678;-35535;33;34;1;16
39;2018-07-12 08:55:24.560;2018-07-11 08:43:25.127;1452;9042549;-545626695;34;89;55;51
32;2018-07-12 09:37:02.907;2018-07-11 10:58:17.250;1359;8732471;-537459221;32;89;57;57
34;2018-07-12 10:01:34.883;2018-07-11 16:24:32.317;1057;9138444;-549165008;34;89;55;49
43;2018-07-13 01:44:05.833;2018-07-12 10:59:19.353;885;11263173;-515370196;33;89;56;59
42;2018-07-13 03:16:20.210;2018-07-12 10:56:54.463;980;809;1023631;34;89;55;69
39;2018-07-13 03:55:09.620;2018-07-12 10:19:58.780;1056;-1056;-411385;33;89;56;62
36;2018-07-13 04:53:13.897;2018-07-07 00:24:24.973;8909;374;-439706;34;89;55;83
33;2018-07-13 07:42:15.627;2018-07-12 15:09:37.490;993;3100752;-156087663;33;89;56;49
32;2018-07-13 08:49:57.920;2018-07-12 11:42:43.620;1267;1284118;-83066857;33;89;56;71
31;2018-07-13 09:02:50.590;2018-07-12 10:57:24.310;1325;4;-1584604;33;89;56;58
34;2018-07-13 15:06:25.233;2018-07-13 11:43:47.047;203;64514;-2656573;31;34;3;0
42;2018-07-16 00:13:08.670;2018-07-13 05:15:26.340;4018;52163;-22699493;32;89;57;51
38;2018-07-16 01:45:07.207;2018-07-12 16:56:57.650;4849;65590;-15935135;30;89;59;41
44;2018-07-16 06:17:35.853;2018-07-12 18:00:06.613;5057;65269;-96476;17;89;72;46
40;2018-07-16 09:00:58.260;2018-07-13 16:29:59.307;3871;1758781;-609339357;33;100;67;10
31;2018-07-16 09:50:51.223;2018-07-13 12:36:24.390;4154;2852763;-135329643;33;89;56;50
37;2018-07-16 14:28:48.977;2018-07-13 22:08:32.227;3860;8086662;-355103123;34;89;55;59
37;2018-07-16 14:36:37.257;2018-07-13 22:08:32.227;3868;-1;-1299212;34;89;55;59
42;2018-07-16 20:30:27.440;2018-07-16 04:12:03.750;978;4885307;-229730619;33;89;56;88
38;2018-07-16 21:00:38.620;2018-07-16 08:05:07.507;775;78352;-9415853;34;89;55;73
33;2018-07-17 03:42:32.227;2018-07-13 23:44:55.423;4558;971215;-96345158;33;89;56;76
33;2018-07-17 04:59:16.560;2018-07-13 23:44:55.423;4635;257;-6074305;33;89;56;76
41;2018-07-17 05:11:13.927;2018-07-16 12:19:07.400;1012;-959;-1135112;34;89;55;55
36;2018-07-17 10:11:55.250;2018-07-16 15:58:22.820;1093;14149686;-691197664;34;89;55;97
38;2018-07-17 12:12:37.530;2018-07-16 22:22:20.640;830;11362774;-544360759;34;89;55;71
32;2018-07-17 16:57:48.160;2018-07-17 04:13:08.480;764;12392572;-547306060;33;89;56;69
38;2018-07-17 17:42:08.640;2018-07-17 13:46:06.210;236;58968;-37420775;84;89;5;0
39;2018-07-17 19:16:26.627;2018-07-17 04:30:30.360;886;13121968;-603286085;33;92;59;80
36;2018-07-18 06:35:56.737;2018-07-16 15:58:22.820;2317;-36;1414999;34;89;55;151
35;2018-07-18 06:37:30.157;2018-07-17 11:03:39.777;1174;65323;-11016359;33;89;56;60
43;2018-07-17 13:17:53.080;2018-07-16 16:24:49.497;1253;9528870;-545177485;33;89;56;51
36;2018-07-17 18:43:22.093;2018-07-16 15:58:22.820;1605;-24;1508322;33;89;56;129
39;2018-07-17 19:26:27.970;2018-07-17 04:30:30.360;896;14;678357;34;92;58;80
41;2018-07-17 19:49:13.637;2018-07-17 06:26:36.957;803;8754522;-412520022;33;89;56;63
35;2018-07-18 05:40:05.810;2018-07-17 11:03:39.777;1117;11246410;-567171783;33;89;56;60
36;2018-07-18 06:32:36.800;2018-07-16 15:58:22.820;2314;4544564;-271713012;34;89;55;151
31;2018-07-18 07:58:55.473;2018-07-17 08:44:39.320;1394;2554323;-247647051;34;89;55;55
41;2018-07-18 12:17:02.567;2018-07-17 21:04:17.430;913;-1533;-549186;33;89;56;59
42;2018-07-18 12:19:00.033;2018-07-17 16:45:31.857;1174;0;-262206;34;89;55;57
39;2018-07-18 12:44:08.390;2018-07-17 20:38:33.857;966;6060914;-296767866;34;89;55;53
32;2018-07-18 17:03:22.557;2018-07-17 18:20:33.773;1363;9873270;-581134800;30;89;59;56
33;2018-07-18 19:38:20.300;2018-07-17 20:40:31.037;1378;11501440;-615190884;33;100;67;68
40;2018-07-18 21:59:52.043;2018-07-18 08:04:53.390;835;12357449;-575893973;34;89;55;70
35;2018-07-19 04:27:34.323;2018-07-18 08:19:46.353;1208;71;-5261030;34;89;55;62
36;2018-07-19 06:20:26.493;2018-07-18 08:03:44.963;1337;6869528;-414241687;33;89;56;59
37;2018-07-19 06:43:02.270;2018-07-18 13:15:31.260;1048;11384578;-562238948;33;89;56;57
42;2018-07-19 07:00:20.253;2018-07-18 15:13:55.850;947;10782798;-594208222;34;89;55;58
38;2018-07-19 07:47:50.337;2018-07-18 12:08:10.700;1179;5201772;-309344029;34;89;55;60
32;2018-07-19 11:13:30.353;2018-07-18 18:44:49.017;989;8657796;-444703331;34;89;55;63
36;2018-07-19 20:08:47.783;2018-07-19 07:28:03.423;760;-26;-4285004;34;71;37;52
36;2018-07-19 20:13:18.440;2018-07-19 07:28:03.423;765;3;-279613;34;71;37;52
37;2018-07-19 22:01:33.923;2018-07-19 08:05:35.420;836;3671846;-154768609;33;89;56;71
40;2018-07-20 06:21:51.280;2018-07-19 08:14:33.597;1327;10970101;-629906469;34;91;57;65
38;2018-07-20 17:31:06.947;2018-07-20 07:19:48.897;612;340821;-14514847;33;75;42;55
40;2018-07-20 18:24:59.477;2018-07-20 07:19:42.383;665;1127;-197854;34;74;40;46
34;2018-07-21 01:21:09.817;2018-07-20 06:31:41.307;1130;1395396;-226358178;32;80;48;32
42;2018-07-21 07:36:44.697;2018-07-20 08:04:08.850;1412;67592;-595907;35;89;54;58
42;2018-07-21 07:37:23.823;2018-07-20 08:04:08.850;1413;2565;-324245;35;89;54;58
36;2018-07-22 21:59:42.667;2018-07-20 10:05:16.453;3594;65574;-943827;6;89;83;55
42;2018-07-22 22:23:52.860;2018-07-20 08:04:08.850;3739;50573;-3265251;32;89;57;58
38;2018-07-22 22:26:58.903;2018-07-20 19:35:15.900;3051;-206;-961841;31;89;58;12
41;2018-07-23 07:28:36.050;2018-07-20 09:40:54.250;4188;0;-52098;34;89;55;34
41;2018-07-23 15:43:29.857;2018-07-23 08:19:24.440;444;382;-1062705;31;33;2;0
31;2018-07-23 21:20:25.687;2018-07-23 03:22:11.130;1078;119;-663126;34;100;66;92
31;2018-07-23 21:32:25.207;2018-07-23 03:22:11.130;1090;0;-1361815;34;100;66;92
43;2018-07-23 21:33:57.283;2018-07-23 09:28:26.710;725;10481952;-507827884;33;82;49;75
37;2018-07-23 22:06:43.173;2018-07-23 22:03:06.173;3;85044;-2499994;33;34;1;0
34;2018-07-23 23:38:23.513;2018-07-23 10:59:50.580;759;708097;-33311695;33;89;56;58
37;2018-07-24 02:16:22.463;2018-07-23 22:03:06.173;253;83354;-40647720;33;34;1;0
33;2018-07-24 08:05:32.533;2018-07-23 18:22:22.803;823;210161;-11848490;34;89;55;70
33;2018-07-24 08:15:24.407;2018-07-23 18:22:22.803;833;0;-1656671;34;89;55;70
33;2018-07-24 08:16:53.903;2018-07-23 18:22:22.803;834;0;-216166;34;89;55;70
32;2018-07-24 08:19:33.140;2018-07-24 03:32:50.817;287;34;-333386;29;31;2;0
38;2018-07-24 08:28:41.457;2018-07-22 23:11:26.300;1997;111872;-3527637;28;31;3;0
42;2018-07-24 08:38:15.710;2018-07-22 22:32:55.420;2046;4;-491872;29;31;2;0
42;2018-07-24 08:41:48.133;2018-07-22 22:32:55.420;2049;0;-266250;29;31;2;0
42;2018-07-24 09:01:31.500;2018-07-22 22:32:55.420;2069;83920;-1826961;29;31;2;0
42;2018-07-24 09:05:09.203;2018-07-22 22:32:55.420;2073;-169;-280518;29;31;2;0
33;2018-07-24 15:08:18.633;2018-07-24 08:59:40.280;369;5980117;-262435852;34;60;26;34
36;2018-07-25 06:37:47.150;2018-07-24 09:27:12.457;1270;-39;-615875;33;72;39;27
40;2018-07-25 08:03:29.293;2018-07-24 11:02:40.307;1261;11299002;-600372756;33;89;56;66
39;2018-07-25 14:36:01.147;2018-07-25 01:27:50.283;789;13950;-1965563;34;89;55;69
38;2018-07-25 21:01:38.383;2018-07-25 01:34:37.360;1167;14083058;-669586034;34;100;66;78
35;2018-07-26 04:08:27.463;2018-07-25 04:50:02.727;1398;976342;-62945466;33;89;56;40
39;2018-07-26 09:53:21.620;2018-07-25 15:57:04.663;1076;6456958;-312129182;34;89;55;63
40;2018-07-26 11:39:44.803;2018-07-25 09:32:30.140;1567;8291954;-538186014;34;84;50;46
37;2018-07-27 04:16:42.953;2018-07-26 10:03:54.147;1093;11132586;-557461676;31;89;58;60
36;2018-07-27 07:58:45.280;2018-07-26 13:40:57.430;1098;11696638;-608786901;33;89;56;69
40;2018-07-27 08:25:44.763;2018-07-26 13:51:44.650;1114;9335686;-497880289;34;89;55;63
35;2018-07-27 11:36:40.850;2018-07-26 18:50:51.320;1006;4393272;-194479552;33;89;56;52
38;2018-07-27 17:12:51.460;2018-07-26 16:12:23.920;1500;557834;-26988620;34;89;55;54
36;2018-07-28 22:01:30.720;2018-07-27 14:25:11.293;1896;565193;-310511627;54;89;35;1
36;2018-07-29 23:53:38.943;2018-07-27 14:25:11.293;3448;380304;-14081981;33;89;56;9
36;2018-07-30 03:38:16.510;2018-07-27 14:25:11.293;3673;-18;-2202612;33;89;56;9
35;2018-07-30 09:10:34.953;2018-07-27 12:55:05.100;4095;1384899;-146476614;34;89;55;29
32;2018-07-30 14:40:00.213;2018-07-28 04:16:06.120;3504;8782884;-453431235;34;89;55;45
35;2018-07-31 00:03:30.133;2018-07-30 10:27:39.980;816;10284165;-486259834;34;89;55;63
33;2018-07-31 09:04:52.667;2018-07-30 13:33:24.860;1171;92;-724236;32;89;57;73
40;2018-07-31 09:05:18.323;2018-07-30 13:42:42.537;1163;7;-1046237;34;89;55;62
40;2018-07-31 09:05:57.650;2018-07-30 13:42:42.537;1163;25;-736375;34;89;55;62
38;2018-07-31 11:27:42.487;2018-07-30 18:25:38.527;1022;11089292;-561721057;34;89;55;72
38;2018-07-31 11:34:44.100;2018-07-30 18:25:38.527;1029;-2815;-892188;34;89;55;72
36;2018-07-31 14:49:44.023;2018-07-30 23:00:21.837;949;5599273;-270228765;34;89;55;73
35;2018-07-31 15:53:20.750;2018-07-31 01:20:32.417;873;1208822;-59549751;34;89;55;50
32;2018-07-31 23:09:33.797;2018-07-31 10:18:38.457;771;73;-1045117;33;79;46;30
40;2018-08-01 07:07:52.667;2018-07-31 10:49:14.627;1218;862584;-67471222;33;89;56;69
38;2018-08-01 09:03:27.547;2018-07-31 13:01:15.113;1202;11228068;-586157070;34;89;55;62
31;2018-08-01 14:33:03.937;2018-07-31 14:03:00.873;1470;-6;-1181060;34;89;55;46
32;2018-08-01 15:09:56.067;2018-07-31 10:18:38.457;1731;299;1786687;28;79;51;41
39;2018-08-01 17:18:28.953;2018-07-31 01:52:50.877;2366;5490478;-250389487;34;100;66;75
35;2018-08-02 01:36:31.597;2018-08-01 11:08:13.653;868;604685;-23973203;34;89;55;60
39;2018-08-02 06:32:02.860;2018-08-01 18:42:07.963;710;-70;-102818901;77;89;12;0
41;2018-08-02 13:10:18.143;2018-08-01 17:05:38.280;1205;5724381;-312582017;33;89;56;56
36;2018-08-02 20:20:38.610;2018-08-01 18:50:08.387;1530;4169859;-205820836;34;89;55;42
39;2018-08-02 21:09:35.863;2018-08-02 06:51:08.780;858;11672988;-560512051;34;89;55;65
41;2018-08-03 08:25:43.983;2018-08-02 14:50:15.040;1055;-21;-1520197;34;89;55;47
33;2018-08-03 15:01:17.667;2018-08-03 04:56:55.970;605;1475919;-81597026;33;88;55;41
33;2018-08-03 15:05:44.040;2018-08-03 04:56:55.970;609;188;-1294634;33;88;55;41
39;2018-08-03 15:27:36.983;2018-08-02 22:34:06.367;1013;10147236;-570300768;33;89;56;50
40;2018-08-04 03:56:15.220;2018-08-03 08:39:06.987;1157;170;-4282117;32;89;57;37
41;2018-08-04 06:27:56.647;2018-08-03 10:05:30.603;1222;8257;-14508845;34;89;55;38
31;2018-08-04 06:43:58.180;2018-08-03 06:45:34.860;1438;301;404003;33;89;56;61
35;2018-08-04 07:57:48.840;2018-08-03 13:22:02.010;1115;7116687;-461917417;39;89;50;29
35;2018-08-05 23:57:12.293;2018-08-03 13:22:02.010;3515;225143;-19142627;33;89;56;31
38;2018-08-06 04:58:45.050;2018-08-03 09:02:11.160;4076;1506555;-147266828;33;91;58;29
33;2018-08-06 07:52:27.840;2018-08-03 16:23:05.480;3809;357651;-132155695;33;89;56;29
43;2018-08-06 08:27:01.577;2018-08-03 06:26:46.283;4441;4513724;-269418639;33;93;60;12
44;2018-08-06 12:09:33.823;2018-08-03 17:52:18.930;3977;4045338;-338356849;33;89;56;35
32;2018-08-06 13:24:12.843;2018-08-04 07:53:44.923;3211;0;-373692;34;89;55;33
35;2018-08-06 13:32:47.397;2018-08-06 01:16:05.947;736;0;-506630;34;89;55;41
32;2018-08-06 13:34:44.210;2018-08-04 07:53:44.923;3221;9;-459679;34;89;55;33
38;2018-07-18 10:37:41.923;2018-07-17 13:46:06.210;1251;-114;-1020110;32;89;57;53
37;2018-07-18 11:56:29.967;2018-07-17 12:14:02.570;1422;1115566;-49235783;34;89;55;69
41;2018-07-18 12:14:48.687;2018-07-17 21:04:17.430;910;10380816;-516032955;33;89;56;59
32;2018-07-18 17:16:13.693;2018-07-17 18:20:33.773;1376;26;-533123;30;89;59;56
40;2018-07-18 22:08:59.453;2018-07-18 08:04:53.390;844;-103;-2054931;34;89;55;70
44;2018-07-19 03:49:44.507;2018-07-18 10:10:15.147;1059;171950;-8115720;34;89;55;63
35;2018-07-19 04:06:59.060;2018-07-18 08:19:46.353;1187;97045;-3510883;34;89;55;62
41;2018-07-19 06:31:32.760;2018-07-17 21:04:17.430;2007;65281;-55168920;32;89;57;99
32;2018-07-19 11:19:15.587;2018-07-18 18:44:49.017;995;-226;-1155788;34;89;55;63
41;2018-07-19 21:10:07.420;2018-07-19 07:44:24.617;806;10263;-625916;33;81;48;49
38;2018-07-19 21:49:32.240;2018-07-18 12:08:10.700;2021;7053649;-372398464;34;89;55;99
37;2018-07-19 22:12:21.963;2018-07-19 08:05:35.420;847;703;-1951651;33;89;56;71
34;2018-07-20 05:22:29.560;2018-07-19 14:44:46.620;878;214665;-13880086;33;89;56;41
44;2018-07-20 14:42:56.540;2018-07-19 22:15:42.680;987;7029981;-332260639;34;89;55;60
35;2018-07-20 16:29:34.530;2018-07-19 23:10:33.533;1039;172708;-7693057;33;93;60;54
40;2018-07-20 19:17:01.203;2018-07-20 07:19:42.383;718;-115;-2041198;34;74;40;46
40;2018-07-20 19:18:06.733;2018-07-20 07:19:42.383;719;-133;-335705;34;74;40;46
34;2018-07-21 01:27:50.780;2018-07-20 06:31:41.307;1136;354;-1864766;32;80;48;32
42;2018-07-21 07:37:59.460;2018-07-20 08:04:08.850;1413;66424;-761645;35;89;54;58
42;2018-07-21 09:04:54.093;2018-07-20 08:04:08.850;1500;1290;-15162720;35;89;54;58
