VEHICULO;FECHA_ENTRADA;FECHA_SALIDA;dif_minutos;DISTANCIA_TOTAL;consumo_TOTAL;SOC_ENTRADA;SOC_SALIDA;DIF_SOC;N_Ordenes
33;2017-11-03 13:28:39.630;2017-11-03 08:30:06.367;298;19557;-46969992;83;89;6;0
35;2017-11-03 13:29:56.890;2017-11-02 17:10:35.310;1219;34122;-2609815;33;89;56;57
32;2017-11-06 12:11:29.463;2017-11-03 08:25:35.613;4546;54;-1031661;34;89;55;88
41;2017-11-06 12:32:21.753;2017-11-03 17:47:46.920;4005;908;-1674326;34;89;55;53
41;2017-11-06 12:35:35.867;2017-11-03 17:47:46.920;4008;-155;-891912;34;89;55;53
33;2017-11-07 06:22:04.517;2017-11-06 12:38:33.100;1064;11975329;-563954610;33;89;56;70
33;2017-11-07 06:37:27.040;2017-11-06 12:38:33.100;1079;-163;-2994417;33;89;56;70
42;2017-11-07 08:19:37.877;2017-11-06 13:05:22.923;1154;-204;-728094;34;93;59;87
33;2017-11-07 12:51:20.593;2017-11-07 07:18:50.750;333;7267428;-303135845;32;59;27;49
38;2017-11-07 13:13:18.557;2017-11-06 17:58:31.200;1155;3042808;-124677081;33;89;56;89
32;2017-11-07 17:49:01.633;2017-11-07 03:03:30.350;886;5758272;-242243229;34;95;61;74
32;2017-11-07 17:51:08.650;2017-11-07 03:03:30.350;888;1259;-998593;34;95;61;74
33;2017-11-08 05:21:45.200;2017-11-07 07:18:50.750;1323;0;-155818;34;59;25;113
41;2017-11-08 07:01:39.797;2017-11-07 12:06:33.983;1135;-1572;-1799930;34;89;55;70
41;2017-11-08 07:06:21.967;2017-11-07 12:06:33.983;1140;4815;-1276276;34;89;55;70
41;2017-11-08 07:09:08.990;2017-11-07 12:06:33.983;1143;11310;-1282425;34;89;55;70
41;2017-11-08 07:09:54.443;2017-11-07 12:06:33.983;1143;0;-186029;34;89;55;70
41;2017-11-08 07:10:49.753;2017-11-07 12:06:33.983;1144;1221;-232876;34;89;55;70
38;2017-11-08 07:14:26.050;2017-11-07 15:23:02.683;951;260902;-12136083;34;89;55;76
38;2017-11-08 07:16:38.183;2017-11-07 15:23:02.683;953;-117;-23687;34;89;55;76
37;2017-11-08 12:01:06.253;2017-11-07 21:36:03.840;865;131027;-404763;34;89;55;84
37;2017-11-08 12:12:36.067;2017-11-07 21:36:03.840;876;14979;-1497464;34;89;55;84
41;2017-11-08 12:18:00.477;2017-11-07 12:06:33.983;1452;1032;-1271658;34;89;55;70
41;2017-11-08 13:10:17.493;2017-11-07 12:06:33.983;1504;9745;-643375;34;89;55;70
40;2017-11-09 01:05:22.610;2017-11-08 09:16:42.807;949;1848157;-115568624;33;89;56;66
38;2017-11-09 04:39:45.357;2017-11-08 10:01:50.800;1118;49;-2548681;33;89;56;91
43;2017-11-09 10:46:15.840;2017-11-08 19:28:15.540;918;12406483;-575593204;33;89;56;76
37;2017-11-09 13:39:11.790;2017-11-08 14:36:09.113;1383;231949;-10033363;33;89;56;79
40;2017-11-09 14:49:03.360;2017-11-09 02:11:43.180;758;9992351;-434120402;33;89;56;87
33;2017-11-13 09:26:22.327;2017-11-08 17:47:39.027;6699;80178;-4335852;34;89;55;69
33;2017-11-13 09:28:32.170;2017-11-08 17:47:39.027;6701;-19;-460410;34;89;55;69
40;2017-11-13 13:51:57.290;2017-11-10 08:13:55.007;4658;4;-345951;34;89;55;68
32;2017-11-13 16:05:28.550;2017-11-10 18:19:07.017;4186;9019846;-479217591;32;89;57;49
40;2017-11-14 01:52:10.967;2017-11-13 22:46:10.157;186;231;-28807541;85;89;4;0
37;2017-11-14 07:11:02.997;2017-11-13 14:20:46.133;1011;15177570;-668912853;33;89;56;90
35;2017-11-14 07:45:33.730;2017-11-12 23:44:29.760;1921;128413;-2695963;23;89;66;65
35;2017-11-14 07:48:16.837;2017-11-12 23:44:29.760;1924;-3;-428485;22;89;67;65
35;2017-11-14 07:53:10.973;2017-11-12 23:44:29.760;1929;53035;-2616088;22;89;67;65
35;2017-11-14 07:58:50.250;2017-11-12 23:44:29.760;1934;-7;-388465;22;89;67;65
35;2017-11-14 09:57:15.720;2017-11-12 23:44:29.760;2053;65346;-154477;20;89;69;65
38;2017-11-14 09:59:25.783;2017-11-13 19:35:19.320;864;52476;-4437999;34;89;55;77
38;2017-11-14 10:03:26.320;2017-11-13 19:35:19.320;868;12329;-1882861;34;89;55;77
38;2017-11-14 10:14:20.060;2017-11-13 19:35:19.320;879;2455;-999406;34;89;55;77
41;2017-11-14 11:40:56.907;2017-11-13 22:51:08.557;769;11805250;-553536481;33;89;56;90
43;2017-11-14 13:54:26.947;2017-11-14 01:05:16.040;769;3982;-1724004;33;89;56;97
43;2017-11-14 13:58:28.660;2017-11-14 01:05:16.040;773;-38;-886807;33;89;56;97
43;2017-11-14 13:59:52.487;2017-11-14 01:05:16.040;774;-187;-335573;33;89;56;97
40;2017-11-14 17:15:23.640;2017-11-14 07:33:22.707;582;11957;-4006449;33;89;56;81
33;2017-11-14 19:47:29.780;2017-11-14 07:21:14.373;746;2278228;-98639952;33;95;62;90
40;2017-11-15 10:48:55.117;2017-11-14 18:16:16.110;992;25841;-1372191;34;89;55;71
37;2017-11-16 03:48:14.533;2017-11-15 10:49:55.157;1019;10663547;-494839571;33;89;56;64
37;2017-11-16 03:49:52.887;2017-11-15 10:49:55.157;1020;65;-382451;33;89;56;64
32;2017-11-16 06:42:01.547;2017-11-16 06:35:03.703;7;18265;-1355985;31;32;1;0
35;2017-10-23 18:19:48.760;2017-10-23 02:42:41.883;937;6987138;-296911555;33;100;67;87
35;2017-10-23 18:45:54.053;2017-10-23 02:42:41.883;963;-175;-352849;33;100;67;87
35;2017-10-23 18:55:23.187;2017-10-23 02:42:41.883;973;2694;-2339715;33;100;67;87
35;2017-10-23 19:13:23.320;2017-10-23 02:42:41.883;991;548;-1530071;33;100;67;87
42;2017-10-23 21:04:17.690;2017-09-20 12:48:19.057;48016;-190;-425126;33;77;44;44
33;2017-10-23 21:35:51.330;2017-10-23 05:15:52.310;980;-4;-862817;33;99;66;81
33;2017-10-23 21:39:50.443;2017-10-23 05:15:52.310;984;0;-351814;33;99;66;81
33;2017-10-23 23:50:10.593;2017-10-23 05:15:52.310;1115;65439;-19255124;33;99;66;81
43;2017-10-24 03:34:12.503;2017-10-23 02:19:00.530;1515;-161;-1995668;34;97;63;74
32;2017-10-24 06:46:42.627;2017-10-23 07:33:17.830;1393;1970;-341893;34;89;55;53
37;2017-10-24 07:58:37.020;2017-10-24 07:56:16.023;2;53392;-2617749;91;92;1;0
40;2017-10-24 08:42:46.207;2017-10-23 16:36:16.273;966;0;-315727;33;89;56;61
40;2017-10-24 08:59:03.953;2017-10-23 16:36:16.273;983;-98;-623551;33;89;56;61
40;2017-10-24 09:27:00.443;2017-10-23 16:36:16.273;1011;62300;-2091613;33;89;56;61
41;2017-10-24 16:38:01.907;2017-10-23 19:35:38.050;1263;8314751;-292024871;33;89;56;62
41;2017-10-24 16:47:12.997;2017-10-23 19:35:38.050;1272;-93;-1727056;33;89;56;62
32;2017-10-24 21:48:15.223;2017-10-24 07:56:51.743;832;-56;-732989;33;88;55;79
37;2017-10-25 03:19:52.417;2017-10-24 09:06:19.970;1093;2875345;-161457696;33;98;65;99
42;2017-10-25 09:18:51.190;2017-10-24 15:41:50.713;1057;8156793;-410391759;34;89;55;71
42;2017-10-25 09:20:52.750;2017-10-24 15:41:50.713;1059;2144;-1163187;34;89;55;71
35;2017-10-25 16:21:13.327;2017-10-25 03:33:07.123;768;12299226;-540945292;34;89;55;81
38;2017-10-26 04:21:31.157;2017-10-25 06:37:26.583;1304;88203;-4607062;33;89;56;76
38;2017-10-26 04:22:32.980;2017-10-25 06:37:26.583;1305;-66;-561668;33;89;56;76
33;2017-10-26 11:31:48.207;2017-10-25 16:54:34.797;1117;586008;-23551616;34;89;55;64
33;2017-10-26 11:34:51.013;2017-10-25 16:54:34.797;1120;0;-336224;34;89;55;64
33;2017-10-26 11:35:36.347;2017-10-25 16:54:34.797;1121;0;-136224;34;89;55;64
32;2017-10-26 13:47:06.410;2017-10-25 17:39:06.257;1208;-130;-940179;34;89;55;53
40;2017-10-26 20:09:18.413;2017-10-24 10:33:29.030;3456;5978710;-324767105;33;89;56;57
40;2017-10-26 20:11:12.870;2017-10-24 10:33:29.030;3458;0;-407608;33;89;56;57
37;2017-10-27 03:38:27.480;2017-10-26 08:45:42.957;1133;11975930;-581932737;34;88;54;66
37;2017-10-27 03:42:57.743;2017-10-26 08:45:42.957;1137;-384;-1069866;34;88;54;66
35;2017-10-27 05:16:07.170;2017-10-26 13:11:27.087;965;510;-996087;34;89;55;68
32;2017-10-27 06:57:45.500;2017-10-26 15:05:06.477;952;5428872;-245223461;33;89;56;77
42;2017-10-28 13:01:19.280;2017-10-27 05:36:02.410;1885;6475146;-531578518;39;89;50;31
32;2017-10-28 13:02:11.053;2017-10-27 08:13:11.640;1729;3135688;-372823221;48;89;41;22
38;2017-10-29 22:08:46.010;2017-10-27 05:58:34.910;3850;2927458;-641044843;16;89;73;46
37;2017-10-29 22:13:47.760;2017-10-27 04:56:10.310;3917;8;-503707;15;89;74;35
35;2017-10-29 22:18:51.650;2017-10-27 06:31:13.330;3827;-62;-655993;15;89;74;33
35;2017-10-29 22:20:47.970;2017-10-27 06:31:13.330;3829;-24;-468210;15;89;74;33
33;2017-10-30 08:06:55.873;2017-10-26 12:46:31.440;5480;0;-174177;19;89;70;60
32;2017-10-30 08:33:31.890;2017-10-27 08:13:11.640;4340;0;-101248;16;89;73;22
33;2017-10-30 09:15:31.037;2017-10-30 08:37:46.120;38;352;-482839;16;17;1;0
33;2017-10-30 09:19:25.393;2017-10-30 08:37:46.120;42;38189;-2463142;16;17;1;0
33;2017-10-30 09:21:07.360;2017-10-30 08:37:46.120;44;0;-400551;15;17;2;0
33;2017-10-30 09:25:51.653;2017-10-30 08:37:46.120;48;32;-460190;15;17;2;0
33;2017-10-30 09:26:49.303;2017-10-30 08:37:46.120;49;25;-271499;15;17;2;0
33;2017-10-30 09:31:07.487;2017-10-30 08:37:46.120;54;-62;-886915;15;17;2;0
43;2017-10-30 10:50:27.260;2017-10-28 19:19:21.467;2371;3590391;-145773839;33;100;67;58
37;2017-10-30 19:03:33.883;2017-10-30 02:52:12.850;971;2359703;-95144569;34;100;66;104
32;2017-10-30 21:15:56.370;2017-10-30 10:02:08.873;673;0;-56444;33;85;52;89
32;2017-10-30 21:19:36.520;2017-10-30 10:02:08.873;677;-324;-327017;33;85;52;89
32;2017-10-30 21:20:20.647;2017-10-30 10:02:08.873;678;337;-226775;33;85;52;89
42;2017-10-30 21:39:58.083;2017-10-30 10:41:39.740;658;850;-1096179;34;89;55;84
40;2017-10-30 21:51:46.560;2017-10-30 10:00:06.487;711;5932326;-260046618;33;84;51;87
43;2017-10-31 01:34:29.600;2017-10-30 11:55:19.340;819;12272728;-546403684;34;89;55;80
33;2017-10-31 09:53:38.387;2017-10-30 12:54:31.920;1259;81870;-2929392;14;15;1;0
33;2017-10-31 09:57:16.253;2017-10-30 12:54:31.920;1263;-928;-1068378;14;15;1;0
37;2017-10-31 10:02:28.623;2017-10-30 20:10:49.103;832;68;-630946;34;89;55;88
41;2017-10-31 14:50:43.240;2017-10-25 01:19:41.950;9451;548;-62260;33;89;56;39
32;2017-10-31 20:14:32.447;2017-10-30 22:47:53.827;1287;13979376;-595949905;34;91;57;78
32;2017-10-31 20:18:52.820;2017-10-30 22:47:53.827;1291;67492;-1012544;34;91;57;78
41;2017-10-31 20:22:43.857;2017-10-31 15:18:05.893;304;1566174;-61798320;33;51;18;31
38;2017-10-31 20:37:42.070;2017-10-31 04:14:06.873;983;15022839;-678203917;33;91;58;101
38;2017-11-02 09:14:02.097;2017-10-31 21:48:13.017;2126;742735;-35770721;33;89;56;36
32;2017-11-02 12:08:13.473;2017-11-01 01:13:28.410;2095;-432;-249111;34;100;66;62
32;2017-11-02 12:11:03.133;2017-11-01 01:13:28.410;2098;-124;-621825;34;100;66;62
37;2017-11-02 13:29:33.240;2017-10-31 11:13:33.290;3016;65605;-332665;16;89;73;60
40;2017-11-03 01:46:13.557;2017-11-02 11:38:14.693;848;7872431;-368774938;33;89;56;65
41;2017-11-03 06:36:18.903;2017-11-02 10:57:32.100;1179;803683;-51614170;34;89;55;53
41;2017-11-03 06:41:40.267;2017-11-02 10:57:32.100;1184;0;-886408;34;89;55;53
41;2017-11-03 06:53:00.763;2017-11-02 10:57:32.100;1196;0;-1028469;34;89;55;53
35;2017-11-03 13:27:01.067;2017-11-02 17:10:35.310;1217;0;-980480;33;89;56;57
35;2017-11-03 13:32:00.690;2017-11-02 17:10:35.310;1222;419;-1149258;33;89;56;57
38;2017-11-04 00:30:05.887;2017-11-03 06:55:07.430;1055;-81;-2433802;34;89;55;78
37;2017-11-06 08:15:05.677;2017-11-03 10:58:59.877;4157;1956212;-166922467;34;89;55;56
42;2017-11-06 09:48:23.823;2017-11-03 14:46:22.897;4022;53;-1103788;34;89;55;46
35;2017-11-06 10:42:04.367;2017-11-03 14:43:56.787;4079;4529600;-197728767;33;89;56;44
37;2017-11-06 11:05:21.810;2017-11-06 08:47:11.550;138;10416;-21403975;55;58;3;0
33;2017-11-06 11:30:23.337;2017-11-03 13:37:25.023;4193;7536000;-380340294;33;89;56;52
32;2017-11-06 11:59:48.357;2017-11-03 08:25:35.613;4534;5772857;37364420;34;89;55;88
32;2017-11-06 12:07:25.700;2017-11-03 08:25:35.613;4542;16209;-1479475;34;89;55;88
32;2017-11-06 12:08:42.397;2017-11-03 08:25:35.613;4543;-100;-363472;34;89;55;88
32;2017-11-06 12:09:56.533;2017-11-03 08:25:35.613;4544;181;-336200;34;89;55;88
38;2017-11-06 16:01:06.980;2017-11-04 01:58:39.740;3723;10002191;-508811224;34;89;55;64
38;2017-11-06 16:03:23.710;2017-11-04 01:58:39.740;3725;11;-716675;34;89;55;64
40;2017-11-06 16:11:28.613;2017-11-05 23:45:56.593;986;8017124;-340227396;34;89;55;82
40;2017-11-06 16:13:27.150;2017-11-05 23:45:56.593;988;-139;-891779;34;89;55;82
40;2017-11-06 16:14:54.593;2017-11-05 23:45:56.593;989;-3357;-955989;34;89;55;82
32;2017-11-06 20:58:26.370;2017-11-03 08:25:35.613;5073;1210;-91294212;30;89;59;88
35;2017-11-07 05:31:40.880;2017-11-06 11:53:55.013;1058;3604092;-219780968;34;89;55;67
37;2017-11-07 06:04:26.513;2017-11-06 12:05:20.000;1079;12611663;-598887659;34;89;55;78
38;2017-11-07 13:15:36.187;2017-11-06 17:58:31.200;1157;3414;-1167462;33;89;56;89
35;2017-11-07 17:46:57.287;2017-11-07 06:45:12.320;661;12818681;-542953511;34;89;55;73
33;2017-11-08 05:13:22.813;2017-11-07 07:18:50.750;1315;5412178;-291142461;34;59;25;113
33;2017-11-08 05:15:48.137;2017-11-07 07:18:50.750;1317;158;-517552;34;59;25;113
33;2017-11-08 05:20:53.313;2017-11-07 07:18:50.750;1322;0;-603707;34;59;25;113
33;2017-11-08 05:27:06.513;2017-11-07 07:18:50.750;1329;78763;-3718043;34;59;25;113
43;2017-11-08 06:31:28.470;2017-11-07 09:25:45.420;1266;2172102;-192240914;33;89;56;66
41;2017-11-08 06:51:12.243;2017-11-07 12:06:33.983;1125;11603661;-592806966;34;89;55;70
41;2017-11-08 06:55:28.910;2017-11-07 12:06:33.983;1129;0;-740599;34;89;55;70
41;2017-11-08 07:03:43.493;2017-11-07 12:06:33.983;1137;420;-406355;34;89;55;70
41;2017-11-23 09:11:16.480;2017-11-22 16:00:14.123;1031;10;-1058272;34;89;55;68
43;2017-11-23 13:17:48.977;2017-11-22 17:01:45.753;1216;2854420;-124224240;34;89;55;78
37;2017-11-23 20:41:54.857;2017-11-23 06:29:30.087;852;21;-414705;34;89;55;88
37;2017-11-23 20:48:12.010;2017-11-23 06:29:30.087;859;66143;-3854272;34;89;55;88
41;2017-11-24 00:34:53.290;2017-11-23 10:20:48.290;854;65434;-1441384;34;83;49;75
41;2017-11-24 01:06:30.703;2017-11-23 10:20:48.290;886;0;-945241;34;83;49;75
33;2017-11-24 05:27:34.360;2017-11-23 13:29:00.970;958;2698052;-148179564;34;89;55;67
35;2017-11-24 05:42:11.837;2017-11-23 09:54:24.833;1188;78950;-3417009;30;89;59;74
42;2017-11-24 05:49:22.213;2017-11-23 11:19:36.720;1110;10498670;-582860324;34;89;55;57
41;2017-11-24 05:50:18.903;2017-11-24 01:08:53.627;282;65548;-220175;30;34;4;0
40;2017-11-24 07:38:24.547;2017-11-23 13:36:32.813;1082;546;-13771501;34;89;55;48
32;2017-11-24 13:20:45.013;2017-11-23 22:03:33.447;917;13734911;-602858175;34;93;59;87
33;2017-11-24 19:16:20.540;2017-11-24 06:43:49.413;753;330;-429175;33;89;56;83
33;2017-11-24 19:30:24.690;2017-11-24 06:43:49.413;767;8;-320187;33;89;56;83
40;2017-11-25 02:01:07.037;2017-11-24 08:46:16.233;1035;6221906;-402082444;44;89;45;34
42;2017-11-25 07:25:39.320;2017-11-24 11:29:42.867;1196;-107;-8535761;55;89;34;12
40;2017-11-27 06:28:54.530;2017-11-25 06:56:25.067;2852;1089968;-657866383;33;100;67;5
32;2017-11-27 07:23:05.873;2017-11-24 15:03:30.013;3860;0;-670007;34;89;55;45
40;2017-11-27 07:23:15.127;2017-11-25 06:56:25.067;2907;97;-4067896;33;100;67;5
38;2017-11-27 12:44:32.170;2017-11-25 23:23:05.020;2241;7880887;-626981063;34;100;66;52
33;2017-11-27 13:23:25.043;2017-11-27 13:13:52.510;10;90592;-2256306;65;66;1;0
38;2017-11-27 13:31:10.723;2017-11-25 23:23:05.020;2288;135499;-2134952;34;100;66;52
40;2017-11-27 20:45:56.110;2017-11-27 09:20:47.640;685;37;-3489848;34;89;55;77
35;2017-11-28 03:56:44.980;2017-11-28 02:18:20.430;98;191303;-22973094;86;89;3;0
33;2017-11-28 09:31:56.657;2017-11-27 15:57:25.273;1054;-35;-382665;33;100;67;89
40;2017-11-28 12:28:58.380;2017-11-27 22:42:57.917;826;53702;-3787110;34;89;55;82
41;2017-11-28 17:28:18.757;2017-11-28 17:25:18.407;3;75658;-3318901;82;83;1;0
38;2017-11-29 02:58:53.070;2017-11-28 11:41:17.937;917;810;-1741141;34;89;55;77
33;2017-11-29 06:17:24.803;2017-11-28 11:31:04.417;1126;11598491;-589083422;33;89;56;79
33;2017-11-29 06:20:58.360;2017-11-28 11:31:04.417;1129;0;-648379;33;89;56;79
41;2017-11-29 09:09:38.167;2017-11-28 17:40:50.537;929;11554662;-555249579;33;89;56;78
40;2017-11-29 22:37:06.540;2017-11-29 10:51:59.407;706;-250;-2112792;33;83;50;81
41;2017-11-30 15:04:03.377;2017-11-30 00:31:04.780;873;12470575;-567122746;33;89;56;74
32;2017-11-30 16:20:06.963;2017-11-30 04:58:18.220;682;4569075;-206349148;40;89;49;61
38;2017-11-30 16:36:50.423;2017-11-30 10:14:17.370;382;141178;-3769483;31;33;2;0
38;2017-11-30 16:39:02.543;2017-11-30 10:14:17.370;385;224;-399220;31;33;2;0
40;2017-11-30 17:16:49.900;2017-11-30 01:37:31.977;939;12587462;-617150397;33;89;56;69
33;2017-11-30 23:44:07.253;2017-11-30 12:56:02.850;648;12368449;-540172089;34;89;55;79
33;2017-12-01 00:30:15.733;2017-11-30 12:56:02.850;694;-223;-7296676;34;89;55;79
40;2017-12-01 19:43:35.030;2017-11-30 21:50:52.143;1313;-43;-1134929;34;89;55;79
39;2017-12-02 04:45:59.113;2017-11-03 15:09:44.820;41136;7224346;-573188894;34;59;25;40
42;2017-12-02 08:53:36.910;2017-12-01 07:46:42.837;1507;3002451;-292277621;41;89;48;64
37;2017-12-02 09:26:47.407;2017-12-01 15:56:47.013;1050;0;-167096;33;50;17;9
35;2017-12-02 12:01:01.870;2017-12-01 21:40:28.120;861;2570447;-202674337;60;89;29;18
39;2017-12-02 20:02:32.960;2017-12-02 06:41:25.253;801;903476;-144104263;72;89;17;5
40;2017-12-04 08:17:34.097;2017-12-02 05:47:52.753;3030;1219528;-621986062;34;100;66;5
43;2017-12-04 08:52:09.293;2017-12-01 11:49:02.820;4143;2529816;-177256538;34;89;55;40
35;2017-12-04 11:47:22.750;2017-12-02 17:01:26.197;2566;6094234;-334050680;34;100;66;32
32;2017-12-04 12:55:44.850;2017-12-02 10:55:10.743;3000;5849;-1251684;34;100;66;29
39;2017-12-04 22:43:38.350;2017-12-04 15:13:36.650;450;2973;-798073;83;89;6;0
37;2017-12-04 23:57:29.430;2017-12-02 19:50:36.833;3127;7372432;-443833312;31;100;69;44
37;2017-12-05 05:43:57.760;2017-12-05 01:57:45.840;226;1095317;-73194622;80;89;9;4
39;2017-12-05 05:45:03.113;2017-12-04 15:13:36.650;872;1518670;-237760376;63;89;26;8
41;2017-12-05 17:59:54.200;2017-12-04 13:46:48.213;1693;8442695;-564266344;32;89;57;52
41;2017-12-07 08:56:25.390;2017-12-05 19:52:06.540;2224;2280249;-110318826;34;89;55;28
33;2017-12-07 10:21:26.853;2017-12-05 06:56:32.543;3085;1982979;-79097075;34;89;55;38
33;2017-12-07 10:24:19.120;2017-12-05 06:56:32.543;3088;6;-364761;34;89;55;38
33;2017-12-07 10:25:37.113;2017-12-05 06:56:32.543;3089;336;-465935;34;89;55;38
38;2017-12-08 03:44:41.520;2017-12-07 14:03:36.913;821;171178;-39335795;62;89;27;14
40;2017-12-08 03:45:48.933;2017-12-07 22:06:14.587;339;-62;-305914;78;89;11;4
38;2017-12-08 03:46:21.317;2017-12-07 14:03:36.913;823;0;-373881;62;89;27;14
42;2017-12-09 06:04:50.693;2017-12-08 02:56:46.843;1628;48361;-2476130;92;93;1;0
38;2017-12-09 18:01:42.230;2017-12-07 14:03:36.913;3118;1195587;-68756674;46;89;43;18
32;2017-12-11 10:05:52.497;2017-12-07 10:54:35.873;5711;251029;-9097513;33;89;56;21
41;2017-12-11 16:13:39.280;2017-12-09 19:07:29.530;2706;9355926;-483061566;34;89;55;58
38;2017-12-12 07:18:10.433;2017-12-11 16:23:21.190;895;12;-899071;34;89;55;80
43;2017-12-12 11:13:32.350;2017-12-11 16:59:16.230;1094;56;-591029;34;89;55;73
33;2017-12-12 13:04:52.840;2017-12-11 19:20:52.460;1064;65750;-971979;24;34;10;0
33;2017-12-12 13:09:00.020;2017-12-11 19:20:52.460;1069;83681;-1579918;23;34;11;0
37;2017-12-13 05:07:11.513;2017-12-12 11:43:30.047;1044;2163924;-132273595;34;89;55;66
42;2017-12-13 09:02:41.890;2017-12-12 12:37:23.220;1225;5003336;-230682189;34;89;55;63
35;2017-12-13 16:08:43.303;2017-12-13 03:46:48.180;742;12395140;-523497285;34;89;55;73
33;2017-12-14 05:23:25.360;2017-12-13 12:06:01.843;1037;613692;-51660811;34;89;55;62
33;2017-12-14 05:51:07.563;2017-12-13 12:06:01.843;1065;-12;-4374195;34;89;55;62
40;2017-12-14 10:34:03.727;2017-12-13 20:01:09.987;873;-68;-2438598;33;89;56;58
37;2017-12-15 07:42:36.307;2017-12-14 14:45:17.190;1017;4173844;-227094991;34;89;55;69
38;2017-12-15 09:24:51.017;2017-12-14 13:04:59.130;1220;13146408;-630659928;34;91;57;72
43;2017-12-15 09:25:55.043;2017-12-14 18:40:26.263;885;12008730;-558329488;34;89;55;70
42;2017-12-15 19:50:50.833;2017-12-14 22:54:18.663;1256;319;-227852;34;89;55;84
33;2017-12-15 20:34:06.903;2017-12-15 20:33:20.963;1;524;-851746;33;34;1;0
32;2017-12-16 05:57:23.533;2017-12-15 07:35:59.320;1342;9005134;-527236624;33;76;43;59
37;2017-12-16 16:02:33.710;2017-12-15 09:42:29.163;1820;4912307;-443842920;43;89;46;29
43;2017-12-17 22:22:13.740;2017-12-15 11:16:59.793;3546;30068;-3346360;33;89;56;13
32;2017-12-18 09:37:49.873;2017-12-16 11:17:54.837;2780;70;-477335;34;100;66;32
41;2017-12-18 10:15:24.567;2017-12-16 09:23:36.580;2932;5697266;-624807307;34;100;66;30
41;2017-12-18 10:19:43.857;2017-12-16 09:23:36.580;2936;42426;-2640344;34;100;66;30
42;2017-12-18 10:34:43.190;2017-12-16 08:52:47.607;2982;2241106;-96227704;34;100;66;39
38;2017-12-18 12:59:52.187;2017-12-16 23:12:10.547;2267;0;-183014;34;100;66;49
39;2017-12-18 17:43:37.063;2017-12-18 11:53:32.757;350;7355033;-636613718;34;80;46;47
43;2017-12-18 18:31:51.083;2017-12-18 03:44:35.510;887;15558982;-656782324;34;100;66;106
41;2017-12-19 01:30:39.770;2017-12-18 13:13:40.667;737;12158700;-547040012;33;89;56;79
38;2017-12-19 07:50:45.960;2017-12-18 14:45:23.163;1025;11688246;-555085763;33;89;56;70
39;2017-12-19 14:03:39.263;2017-12-19 09:02:02.977;301;8000414;-656863804;34;80;46;53
42;2017-12-19 15:00:44.013;2017-12-19 03:43:47.210;677;0;-390869;34;89;55;88
38;2017-12-20 03:09:10.587;2017-12-19 09:09:42.653;1080;4212726;-209450341;34;70;36;35
38;2017-12-20 03:23:29.387;2017-12-19 09:09:42.653;1094;-195;-1497203;34;70;36;35
38;2017-12-20 03:24:48.470;2017-12-19 09:09:42.653;1095;1121;-342270;34;70;36;35
43;2017-12-20 06:53:41.087;2017-12-19 14:04:18.273;1009;1927793;-82749796;34;89;55;65
43;2017-12-20 06:54:37.920;2017-12-19 14:04:18.273;1010;343;-372702;34;89;55;65
37;2017-12-20 10:15:48.790;2017-12-19 07:13:13.910;1622;139818;-4178942;33;100;67;70
42;2017-12-20 12:27:29.390;2017-12-19 17:08:00.777;1159;15788;-1842763;34;89;55;68
41;2017-11-16 12:58:00.617;2017-11-15 20:43:07.163;975;102;-610319;34;89;55;65
41;2017-11-16 12:59:53.810;2017-11-15 20:43:07.163;976;8;-469452;34;89;55;65
35;2017-11-16 19:28:50.257;2017-11-16 02:09:12.047;1039;5110262;-292607954;33;89;56;63
35;2017-11-16 20:31:54.670;2017-11-16 20:30:25.350;1;16954;-1308065;86;87;1;0
42;2017-11-17 09:33:59.983;2017-11-16 11:44:26.247;1309;10482863;-597865960;33;89;56;57
37;2017-11-17 12:55:21.933;2017-11-16 18:42:28.940;1093;59593;-9421878;32;34;2;0
38;2017-11-17 16:21:30.447;2017-11-16 22:45:53.130;1056;11118000;-543403251;33;89;56;60
32;2017-11-17 18:07:26.610;2017-11-16 22:41:18.613;1166;293379;-10774476;33;89;56;63
40;2017-11-20 05:54:29.677;2017-11-17 03:00:08.463;4494;90821;-3914173;28;89;61;51
43;2017-11-20 09:37:07.623;2017-11-17 10:59:26.610;4238;2715080;-123100625;33;89;56;53
43;2017-11-20 09:42:43.627;2017-11-17 10:59:26.610;4243;5;-1475642;33;89;56;53
38;2017-11-20 11:05:27.543;2017-11-17 17:32:03.580;3933;5806250;-247822375;34;89;55;42
35;2017-11-20 15:01:08.210;2017-11-18 16:50:24.440;2771;6652620;-264623171;34;100;66;58
32;2017-11-20 20:40:44.833;2017-11-20 10:06:41.643;634;12610920;-545669266;34;89;55;87
40;2017-11-20 20:53:28.870;2017-11-20 07:36:20.920;797;13344142;-617305103;33;89;56;93
40;2017-11-21 17:37:04.210;2017-11-20 22:38:26.810;1139;157;-1792852;34;89;55;75
38;2017-11-21 20:43:59.003;2017-11-21 06:29:57.203;854;28;-389300;34;89;55;72
33;2017-11-22 07:49:18.590;2017-11-21 13:55:19.760;1074;246834;-8788068;34;89;55;56
33;2017-11-22 07:53:46.080;2017-11-21 13:55:19.760;1078;-29;-853917;34;89;55;56
37;2017-11-22 08:10:26.953;2017-11-21 12:49:37.153;1161;11204357;-579736653;34;89;55;64
