IDREGISTRO;FECHA;VEHICULO;INDICE;ESTACION;TEMPERATURA;SOC;TENSION;T1_CONSUMO;T1_DISTANCIA;T1_VELOCIDAD;T2_CONSUMO;T2_DISTANCIA;T2_VELOCIDAD;T3_CONSUMO;T3_DISTANCIA;T3_VELOCIDAD;T4_CONSUMO;T4_DISTANCIA;T4_VELOCIDAD
39056;2017-10-01 22:16:35.203;37;196;3716;-64;14;2529;-671680881;5669843;10;-34112181;358657;0;-143197887;3949428;0;-41612144;432989;0
39057;2017-10-01 22:28:19.330;37;63;3716;42;14;2540;-1884524;27;44;0;0;0;0;0;0;0;0;0
39058;2017-10-02 00:29:33.710;37;63;3716;-75;96;2985;11380;0;0;0;0;0;0;0;0;0;0;0
39059;2017-10-02 00:29:37.817;37;63;3716;-92;96;2925;-3015;0;0;0;0;0;0;0;0;0;0;0
39060;2017-10-02 00:29:41.853;37;63;3716;-102;96;2889;-2909;0;0;0;0;0;0;0;0;0;0;0
39061;2017-10-02 00:29:45.833;37;63;3716;-109;96;2851;-2762;0;0;0;0;0;0;0;0;0;0;0
39062;2017-10-02 00:29:49.853;37;63;3716;-111;96;2830;-2651;0;0;0;0;0;0;0;0;0;0;0
39063;2017-10-02 00:29:54.030;37;63;3716;-122;96;2809;-2654;0;0;0;0;0;0;0;0;0;0;0
39064;2017-10-02 00:29:57.857;37;63;3716;-120;96;2798;-2601;0;0;0;0;0;0;0;0;0;0;0
39065;2017-10-02 00:30:01.787;37;63;3716;-122;96;2788;-2653;0;0;0;0;0;0;0;0;0;0;0
39066;2017-10-02 00:30:05.920;37;63;3716;-122;96;2780;-2647;0;0;0;0;0;0;0;0;0;0;0
39067;2017-10-02 00:30:09.860;37;63;3716;-120;96;2775;-2600;0;0;0;0;0;0;0;0;0;0;0
39068;2017-10-02 00:30:13.767;37;63;3716;-122;96;2771;-2704;0;0;0;0;0;0;0;0;0;0;0
39069;2017-10-02 00:30:17.860;37;63;3716;-119;96;2766;-2651;0;0;0;0;0;0;0;0;0;0;0
39070;2017-10-02 00:30:21.920;37;63;3716;-122;96;2763;-2752;0;0;0;0;0;0;0;0;0;0;0
39071;2017-10-02 00:30:26.060;37;63;3716;-123;96;2759;-2704;0;0;0;0;0;0;0;0;0;0;0
39072;2017-10-02 00:30:29.903;37;63;3716;-119;96;2757;-2701;0;0;0;0;0;0;0;0;0;0;0
39073;2017-10-02 00:30:33.917;37;63;3716;-121;98;2754;-2756;0;0;0;0;0;0;0;0;0;0;0
39074;2017-10-02 00:30:37.890;37;63;3716;-124;99;2752;-2755;0;0;0;0;0;0;0;0;0;0;0
39075;2017-10-02 00:30:41.907;37;63;3716;-121;100;2749;-2702;0;0;0;0;0;0;0;0;0;0;0
39076;2017-10-02 00:30:45.933;37;63;3716;-121;99;2748;-2756;0;0;0;0;0;0;0;0;0;0;0
39077;2017-10-02 00:30:49.903;37;63;3716;-118;100;2745;-2704;0;0;0;0;0;0;0;0;0;0;0
39078;2017-10-02 00:30:53.970;37;63;3716;-121;99;2744;-2753;0;0;0;0;0;0;0;0;0;0;0
39079;2017-10-02 00:30:58.000;37;63;3716;-120;100;2742;-2754;0;0;0;0;0;0;0;0;0;0;0
39080;2017-10-02 00:31:01.943;37;63;3716;-119;100;2741;-2704;0;0;0;0;0;0;0;0;0;0;0
39081;2017-10-02 00:31:05.917;37;63;3716;-122;99;2739;-2735;0;0;0;0;0;0;0;0;0;0;0
39082;2017-10-02 00:31:10.040;37;63;3716;-121;100;2737;-2704;0;0;0;0;0;0;0;0;0;0;0
39083;2017-10-02 00:31:13.563;37;63;3716;-121;100;2736;-2654;0;0;0;0;0;0;0;0;0;0;0
39084;2017-10-02 00:31:17.977;37;63;3716;-121;100;2735;-2808;0;0;0;0;0;0;0;0;0;0;0
39085;2017-10-02 00:31:21.937;37;63;3716;-120;100;2734;-2754;0;0;0;0;0;0;0;0;0;0;0
39086;2017-10-02 00:31:26.077;37;63;3716;-121;100;2732;-2716;0;0;0;0;0;0;0;0;0;0;0
39087;2017-10-02 00:31:30.080;37;63;3716;-123;100;2731;-2756;0;0;0;0;0;0;0;0;0;0;0
39088;2017-10-02 00:31:34.077;37;63;3716;-119;100;2730;-2702;0;0;0;0;0;0;0;0;0;0;0
39089;2017-10-02 00:31:38.850;37;63;3716;-122;100;2729;-2756;0;0;0;0;0;0;0;0;0;0;0
39090;2017-10-02 00:31:42.977;37;63;3716;-122;100;2729;-2756;0;0;0;0;0;0;0;0;0;0;0
39091;2017-10-02 00:31:46.887;37;63;3716;-122;100;2727;-2729;0;0;0;0;0;0;0;0;0;0;0
39092;2017-10-02 00:31:50.987;37;63;3716;-122;100;2727;-2756;0;0;0;0;0;0;0;0;0;0;0
39093;2017-10-02 00:31:55.043;37;63;3716;-121;99;2726;-2703;0;0;0;0;0;0;0;0;0;0;0
39094;2017-10-02 00:31:59.217;37;63;3716;-123;100;2725;-2753;0;0;0;0;0;0;0;0;0;0;0
39095;2017-10-02 00:32:04.097;37;63;3716;-120;99;2724;-2735;0;0;0;0;0;0;0;0;0;0;0
39096;2017-10-02 00:32:07.990;37;63;3716;-119;99;2723;-2661;0;0;0;0;0;0;0;0;0;0;0
39097;2017-10-02 00:32:12.990;37;63;3716;-126;99;2722;-2705;0;0;0;0;0;0;0;0;0;0;0
39098;2017-10-02 00:32:16.673;37;63;3716;-121;100;2722;-2704;0;0;0;0;0;0;0;0;0;0;0
39099;2017-10-02 00:32:21.063;37;63;3716;-125;99;2721;-2672;0;0;0;0;0;0;0;0;0;0;0
39100;2017-10-02 00:32:25.280;37;63;3716;-120;99;2720;-2701;0;0;0;0;0;0;0;0;0;0;0
39101;2017-10-02 00:32:28.910;37;63;3716;-120;99;2720;-2704;0;0;0;0;0;0;0;0;0;0;0
39102;2017-10-02 00:32:33.007;37;63;3716;-127;99;2719;-2704;0;0;0;0;0;0;0;0;0;0;0
39103;2017-10-02 00:32:37.173;37;63;3716;-121;99;2719;-2703;0;0;0;0;0;0;0;0;0;0;0
39104;2017-10-02 00:32:40.917;37;63;3716;-120;99;2718;-2651;0;0;0;0;0;0;0;0;0;0;0
39105;2017-10-02 00:32:45.263;37;63;3716;-122;99;2718;-2685;0;0;0;0;0;0;0;0;0;0;0
39106;2017-10-02 00:32:49.117;37;63;3716;-121;99;2717;-2653;0;0;0;0;0;0;0;0;0;0;0
39107;2017-10-02 00:32:53.057;37;63;3716;-124;99;2716;-2703;0;0;0;0;0;0;0;0;0;0;0
39108;2017-10-02 00:32:57.103;37;63;3716;-124;99;2716;-2653;0;0;0;0;0;0;0;0;0;0;0
39109;2017-10-02 00:33:00.930;37;63;3716;-121;99;2716;-2649;0;0;0;0;0;0;0;0;0;0;0
39110;2017-10-02 00:33:05.940;37;63;3716;-125;99;2715;-2704;0;0;0;0;0;0;0;0;0;0;0
39111;2017-10-02 00:33:09.957;37;63;3716;-121;99;2714;-2649;0;0;0;0;0;0;0;0;0;0;0
39112;2017-10-02 00:33:14.050;37;63;3716;-124;99;2714;-2704;0;0;0;0;0;0;0;0;0;0;0
39113;2017-10-02 00:33:18.337;37;63;3716;-125;99;2713;-2701;0;0;0;0;0;0;0;0;0;0;0
39114;2017-10-02 00:33:23.077;37;63;3716;-123;99;2713;-2667;0;0;0;0;0;0;0;0;0;0;0
39115;2017-10-02 00:33:27.083;37;63;3716;-125;99;2713;-2701;0;0;0;0;0;0;0;0;0;0;0
39116;2017-10-02 00:33:31.110;37;63;3716;-123;99;2712;-2654;0;0;0;0;0;0;0;0;0;0;0
39117;2017-10-02 00:33:35.167;37;63;3716;-122;99;2712;-2649;0;0;0;0;0;0;0;0;0;0;0
39118;2017-10-02 00:33:39.080;37;63;3716;-125;99;2712;-2704;0;0;0;0;0;0;0;0;0;0;0
39119;2017-10-02 00:33:44.003;37;63;3716;-122;99;2711;-2696;0;0;0;0;0;0;0;0;0;0;0
39120;2017-10-02 00:33:48.090;37;63;3716;-128;99;2711;-2702;0;0;0;0;0;0;0;0;0;0;0
39121;2017-10-02 00:33:52.137;37;63;3716;-122;99;2710;-2705;0;0;0;0;0;0;0;0;0;0;0
39122;2017-10-02 00:33:56.197;37;63;3716;-122;99;2710;-2648;0;0;0;0;0;0;0;0;0;0;0
39123;2017-10-02 00:34:00.163;37;63;3716;-123;99;2710;-2704;0;0;0;0;0;0;0;0;0;0;0
39124;2017-10-02 00:34:05.000;37;63;3716;-123;99;2709;-2652;0;0;0;0;0;0;0;0;0;0;0
39125;2017-10-02 00:34:09.147;37;63;3716;-127;99;2709;-2702;0;0;0;0;0;0;0;0;0;0;0
39126;2017-10-02 00:34:13.120;37;63;3716;-125;99;2709;-2651;0;0;0;0;0;0;0;0;0;0;0
39127;2017-10-02 00:34:17.103;37;63;3716;-122;99;2708;-2651;0;0;0;0;0;0;0;0;0;0;0
39128;2017-10-02 00:34:21.130;37;63;3716;-126;99;2708;-2723;0;0;0;0;0;0;0;0;0;0;0
39129;2017-10-02 00:34:25.167;37;63;3716;-122;99;2708;-2650;0;0;0;0;0;0;0;0;0;0;0
39130;2017-10-02 00:34:29.590;37;63;3716;-126;99;2707;-2707;0;0;0;0;0;0;0;0;0;0;0
39131;2017-10-02 00:34:34.210;37;63;3716;-126;99;2707;-2707;0;0;0;0;0;0;0;0;0;0;0
39132;2017-10-02 00:34:38.163;37;63;3716;-127;99;2707;-2667;0;0;0;0;0;0;0;0;0;0;0
39133;2017-10-02 00:34:42.147;37;63;3716;-128;99;2707;-2704;0;0;0;0;0;0;0;0;0;0;0
39134;2017-10-02 00:34:46.190;37;63;3716;-124;99;2706;-2648;0;0;0;0;0;0;0;0;0;0;0
39135;2017-10-02 00:34:50.217;37;63;3716;-127;99;2706;-2701;0;0;0;0;0;0;0;0;0;0;0
39136;2017-10-02 00:34:54.077;37;63;3716;-127;99;2706;-2704;0;0;0;0;0;0;0;0;0;0;0
39137;2017-10-02 00:34:58.217;37;63;3716;-125;99;2705;-2647;0;0;0;0;0;0;0;0;0;0;0
39138;2017-10-02 00:35:02.307;37;63;3716;-127;99;2705;-2700;0;0;0;0;0;0;0;0;0;0;0
39139;2017-10-02 00:35:07.080;37;63;3716;-123;99;2705;-2650;0;0;0;0;0;0;0;0;0;0;0
39140;2017-10-02 00:35:12.077;37;63;3716;-128;99;2705;-2699;0;0;0;0;0;0;0;0;0;0;0
39141;2017-10-02 00:35:16.200;37;63;3716;-123;99;2704;-2670;0;0;0;0;0;0;0;0;0;0;0
39142;2017-10-02 00:35:20.200;37;63;3716;-127;99;2704;-2704;0;0;0;0;0;0;0;0;0;0;0
39143;2017-10-02 00:35:24.103;37;63;3716;126;99;2704;-2702;0;0;0;0;0;0;0;0;0;0;0
39144;2017-10-02 00:35:28.357;37;63;3716;-125;99;2704;-2648;0;0;0;0;0;0;0;0;0;0;0
39145;2017-10-02 00:35:32.220;37;63;3716;-125;99;2704;-2604;0;0;0;0;0;0;0;0;0;0;0
39146;2017-10-02 00:35:36.323;37;63;3716;-127;99;2703;-2686;0;0;0;0;0;0;0;0;0;0;0
39147;2017-10-02 00:35:41.197;37;63;3716;-124;99;2703;-2651;0;0;0;0;0;0;0;0;0;0;0
39148;2017-10-02 00:35:45.290;37;63;3716;127;99;2703;-2701;0;0;0;0;0;0;0;0;0;0;0
39149;2017-10-02 00:35:49.090;37;63;3716;-128;99;2703;-2702;0;0;0;0;0;0;0;0;0;0;0
39150;2017-10-02 00:35:53.280;37;63;3716;-127;99;2702;-2604;0;0;0;0;0;0;0;0;0;0;0
39151;2017-10-02 00:35:57.253;37;63;3716;-127;99;2702;-2680;0;0;0;0;0;0;0;0;0;0;0
39152;2017-10-02 00:36:01.270;37;63;3716;-125;99;2702;-2651;0;0;0;0;0;0;0;0;0;0;0
39153;2017-10-02 00:36:05.360;37;63;3716;-127;99;2702;-2703;0;0;0;0;0;0;0;0;0;0;0
39154;2017-10-02 00:36:09.337;37;63;3716;-127;99;2702;-2653;0;0;0;0;0;0;0;0;0;0;0
39155;2017-10-02 00:36:13.577;37;63;3716;-125;99;2701;-2605;0;0;0;0;0;0;0;0;0;0;0
39156;2017-10-02 00:36:17.280;37;63;3716;-128;99;2701;-2659;0;0;0;0;0;0;0;0;0;0;0
39157;2017-10-02 00:36:21.300;37;63;3716;-126;99;2701;-2667;0;0;0;0;0;0;0;0;0;0;0
39158;2017-10-02 00:36:25.417;37;63;3716;-127;99;2701;-2654;0;0;0;0;0;0;0;0;0;0;0
39159;2017-10-02 00:36:29.283;37;63;3716;-128;99;2701;-2653;0;0;0;0;0;0;0;0;0;0;0
39160;2017-10-02 00:36:33.280;37;63;3716;-124;99;2701;-2602;0;0;0;0;0;0;0;0;0;0;0
39161;2017-10-02 00:36:37.327;37;63;3716;-126;99;2700;-2599;0;0;0;0;0;0;0;0;0;0;0
39162;2017-10-02 00:36:41.220;37;63;3716;-126;99;2700;-2647;0;0;0;0;0;0;0;0;0;0;0
39163;2017-10-02 00:36:45.303;37;63;3716;-126;99;2700;-2601;0;0;0;0;0;0;0;0;0;0;0
39164;2017-10-02 00:36:49.403;37;63;3716;126;99;2700;-2650;0;0;0;0;0;0;0;0;0;0;0
39165;2017-10-02 00:36:53.390;37;63;3716;-125;99;2700;-2604;0;0;0;0;0;0;0;0;0;0;0
39166;2017-10-02 00:36:57.213;37;63;3716;-125;99;2700;-2598;0;0;0;0;0;0;0;0;0;0;0
39167;2017-10-02 00:37:01.220;37;63;3716;126;99;2699;-2654;0;0;0;0;0;0;0;0;0;0;0
39168;2017-10-02 00:37:06.227;37;63;3716;-125;99;2700;-2599;0;0;0;0;0;0;0;0;0;0;0
39169;2017-10-02 00:37:11.250;37;63;3716;-127;99;2699;-2655;0;0;0;0;0;0;0;0;0;0;0
39170;2017-10-02 00:37:15.353;37;63;3716;-125;99;2699;-2601;0;0;0;0;0;0;0;0;0;0;0
39171;2017-10-02 00:37:19.367;37;63;3716;-128;99;2699;-2623;0;0;0;0;0;0;0;0;0;0;0
39172;2017-10-02 00:37:23.420;37;63;3716;-126;99;2698;-2600;0;0;0;0;0;0;0;0;0;0;0
39173;2017-10-02 00:37:27.363;37;63;3716;-126;99;2698;-2649;0;0;0;0;0;0;0;0;0;0;0
39174;2017-10-02 00:37:31.420;37;63;3716;127;99;2698;-2654;0;0;0;0;0;0;0;0;0;0;0
39175;2017-10-02 00:37:35.200;37;63;3716;127;99;2698;-2699;0;0;0;0;0;0;0;0;0;0;0
39176;2017-10-02 00:37:39.500;37;63;3716;-125;99;2698;-2598;0;0;0;0;0;0;0;0;0;0;0
39177;2017-10-02 00:37:43.467;37;63;3716;127;99;2698;-2681;0;0;0;0;0;0;0;0;0;0;0
39178;2017-10-02 00:37:47.370;37;63;3716;-125;99;2698;-2600;0;0;0;0;0;0;0;0;0;0;0
39179;2017-10-02 00:37:51.470;37;63;3716;126;99;2697;-2653;0;0;0;0;0;0;0;0;0;0;0
39180;2017-10-02 00:37:55.580;37;63;3716;126;99;2697;-2655;0;0;0;0;0;0;0;0;0;0;0
39181;2017-10-02 00:37:59.803;37;63;3716;127;99;2697;-2608;0;0;0;0;0;0;0;0;0;0;0
39182;2017-10-02 00:38:04.410;37;63;3716;126;99;2697;-2654;0;0;0;0;0;0;0;0;0;0;0
39183;2017-10-02 00:38:08.293;37;63;3716;-125;99;2697;-2597;0;0;0;0;0;0;0;0;0;0;0
39184;2017-10-02 00:38:12.600;37;63;3716;-128;99;2697;-2650;0;0;0;0;0;0;0;0;0;0;0
39185;2017-10-02 00:38:16.540;37;63;3716;127;99;2697;-2652;0;0;0;0;0;0;0;0;0;0;0
39186;2017-10-02 00:38:20.537;37;63;3716;-126;99;2697;-2602;0;0;0;0;0;0;0;0;0;0;0
39187;2017-10-02 00:38:23.983;37;63;3716;-128;99;2697;-2616;0;0;0;0;0;0;0;0;0;0;0
39188;2017-10-02 00:38:28.540;37;63;3716;-125;99;2697;-2549;0;0;0;0;0;0;0;0;0;0;0
39189;2017-10-02 00:38:32.607;37;63;3716;-127;99;2696;-2596;0;0;0;0;0;0;0;0;0;0;0
39190;2017-10-02 00:38:36.553;37;63;3716;-128;99;2696;-2654;0;0;0;0;0;0;0;0;0;0;0
39191;2017-10-02 00:38:40.620;37;63;3716;127;99;2696;-2701;0;0;0;0;0;0;0;0;0;0;0
39192;2017-10-02 00:38:45.347;37;63;3716;-127;99;2696;-2595;0;0;0;0;0;0;0;0;0;0;0
39193;2017-10-02 00:38:49.730;37;63;3716;127;99;2696;-2658;0;0;0;0;0;0;0;0;0;0;0
39194;2017-10-02 00:38:54.843;37;63;3716;-127;99;2696;-2600;0;0;0;0;0;0;0;0;0;0;0
39195;2017-10-02 00:38:58.520;37;63;3716;127;99;2696;-2653;0;0;0;0;0;0;0;0;0;0;0
39196;2017-10-02 00:39:02.417;37;63;3716;-127;99;2696;-2612;0;0;0;0;0;0;0;0;0;0;0
39197;2017-10-02 00:39:06.707;37;63;3716;127;99;2695;-2646;0;0;0;0;0;0;0;0;0;0;0
39198;2017-10-02 00:39:10.813;37;63;3716;127;99;2695;-2655;0;0;0;0;0;0;0;0;0;0;0
39199;2017-10-02 00:39:16.383;37;63;3716;126;99;2695;-2603;0;0;0;0;0;0;0;0;0;0;0
39200;2017-10-02 00:39:20.147;37;63;3716;127;99;2695;-2652;0;0;0;0;0;0;0;0;0;0;0
39201;2017-10-02 00:39:25.477;37;63;3716;-127;99;2695;-2602;0;0;0;0;0;0;0;0;0;0;0
39202;2017-10-02 00:39:29.483;37;63;3716;125;99;2695;-2649;0;0;0;0;0;0;0;0;0;0;0
39203;2017-10-02 00:39:33.470;37;63;3716;-126;99;2695;-2650;0;0;0;0;0;0;0;0;0;0;0
39204;2017-10-02 00:39:38.397;37;63;3716;-128;99;2695;-2650;0;0;0;0;0;0;0;0;0;0;0
39205;2017-10-02 00:39:42.823;37;63;3716;-126;99;2694;-2650;0;0;0;0;0;0;0;0;0;0;0
39206;2017-10-02 00:39:47.093;37;63;3716;-127;99;2694;-2600;0;0;0;0;0;0;0;0;0;0;0
39207;2017-10-02 00:39:51.657;37;63;3716;126;99;2694;-2651;0;0;0;0;0;0;0;0;0;0;0
39208;2017-10-02 00:39:55.837;37;63;3716;-125;99;2694;-2597;0;0;0;0;0;0;0;0;0;0;0
39209;2017-10-02 00:40:00.467;37;63;3716;124;99;2694;-2595;0;0;0;0;0;0;0;0;0;0;0
39210;2017-10-02 00:40:04.473;37;63;3716;-128;99;2694;-2550;0;0;0;0;0;0;0;0;0;0;0
39211;2017-10-02 00:40:08.717;37;63;3716;-127;99;2694;-2599;0;0;0;0;0;0;0;0;0;0;0
39212;2017-10-02 00:40:12.690;37;63;3716;124;99;2694;-2655;0;0;0;0;0;0;0;0;0;0;0
39213;2017-10-02 00:40:17.483;37;63;3716;-128;99;2694;-2597;0;0;0;0;0;0;0;0;0;0;0
39214;2017-10-02 00:40:21.583;37;63;3716;124;99;2694;-2654;0;0;0;0;0;0;0;0;0;0;0
39215;2017-10-02 00:40:25.600;37;63;3716;127;99;2694;-2602;0;0;0;0;0;0;0;0;0;0;0
39216;2017-10-02 00:40:30.583;37;63;3716;-128;99;2693;-2600;0;0;0;0;0;0;0;0;0;0;0
39217;2017-10-02 00:40:34.743;37;63;3716;127;99;2693;-2651;0;0;0;0;0;0;0;0;0;0;0
39218;2017-10-02 00:40:38.610;37;63;3716;-127;99;2693;-2611;0;0;0;0;0;0;0;0;0;0;0
39219;2017-10-02 00:40:42.373;37;63;3716;127;99;2693;-2653;0;0;0;0;0;0;0;0;0;0;0
39220;2017-10-02 00:40:46.330;37;63;3716;127;99;2693;-2609;0;0;0;0;0;0;0;0;0;0;0
39221;2017-10-02 00:40:50.787;37;63;3716;-126;99;2693;-2549;0;0;0;0;0;0;0;0;0;0;0
39222;2017-10-02 00:40:54.630;37;63;3716;-127;99;2693;-2600;0;0;0;0;0;0;0;0;0;0;0
39223;2017-10-02 00:40:59.537;37;63;3716;-126;99;2693;-2612;0;0;0;0;0;0;0;0;0;0;0
39224;2017-10-02 00:41:03.207;37;63;3716;-127;99;2693;-2548;0;0;0;0;0;0;0;0;0;0;0
39225;2017-10-02 00:41:06.780;37;63;3716;125;99;2693;-2649;0;0;0;0;0;0;0;0;0;0;0
39226;2017-10-02 00:41:10.697;37;63;3716;-126;99;2692;-2542;0;0;0;0;0;0;0;0;0;0;0
39227;2017-10-02 00:41:14.640;37;63;3716;-126;99;2693;-2599;0;0;0;0;0;0;0;0;0;0;0
39228;2017-10-02 00:41:18.733;37;63;3716;125;99;2692;-2650;0;0;0;0;0;0;0;0;0;0;0
39229;2017-10-02 00:41:22.813;37;63;3716;-126;99;2692;-2598;0;0;0;0;0;0;0;0;0;0;0
39230;2017-10-02 00:41:27.383;37;63;3716;125;99;2692;-2655;0;0;0;0;0;0;0;0;0;0;0
39231;2017-10-02 00:41:31.580;37;63;3716;-128;99;2692;-2552;0;0;0;0;0;0;0;0;0;0;0
39232;2017-10-02 00:41:37.103;37;63;3716;-127;99;2692;-2549;0;0;0;0;0;0;0;0;0;0;0
39233;2017-10-02 00:41:41.470;37;63;3716;-127;99;2692;-2599;0;0;0;0;0;0;0;0;0;0;0
39234;2017-10-02 00:41:45.863;37;63;3716;-127;99;2692;-2549;0;0;0;0;0;0;0;0;0;0;0
39235;2017-10-02 00:41:51.633;37;63;3716;-126;99;2692;-2604;0;0;0;0;0;0;0;0;0;0;0
39236;2017-10-02 00:41:55.790;37;63;3716;-126;99;2692;-2597;0;0;0;0;0;0;0;0;0;0;0
39237;2017-10-02 00:42:00.633;37;63;3716;126;99;2691;-2619;0;0;0;0;0;0;0;0;0;0;0
39238;2017-10-02 00:42:05.710;37;63;3716;-128;99;2692;-2549;0;0;0;0;0;0;0;0;0;0;0
39239;2017-10-02 00:42:09.907;37;63;3716;125;99;2691;-2648;0;0;0;0;0;0;0;0;0;0;0
39240;2017-10-02 00:42:14.660;37;63;3716;-128;99;2691;-2646;0;0;0;0;0;0;0;0;0;0;0
39241;2017-10-02 00:42:18.780;37;63;3716;126;99;2691;-2650;0;0;0;0;0;0;0;0;0;0;0
39242;2017-10-02 00:42:22.827;37;63;3716;126;99;2691;-2648;0;0;0;0;0;0;0;0;0;0;0
39243;2017-10-02 00:42:26.787;37;63;3716;-127;99;2691;-2599;0;0;0;0;0;0;0;0;0;0;0
39244;2017-10-02 00:42:30.787;37;63;3716;126;99;2691;-2650;0;0;0;0;0;0;0;0;0;0;0
39245;2017-10-02 00:42:36.047;37;63;3716;-127;99;2691;-2601;0;0;0;0;0;0;0;0;0;0;0
39246;2017-10-02 00:42:41.727;37;63;3716;127;99;2691;-2647;0;0;0;0;0;0;0;0;0;0;0
39247;2017-10-02 00:42:45.817;37;63;3716;127;99;2691;-2596;0;0;0;0;0;0;0;0;0;0;0
39248;2017-10-02 00:42:49.797;37;63;3716;-127;99;2691;-2597;0;0;0;0;0;0;0;0;0;0;0
39249;2017-10-02 00:42:54.753;37;63;3716;126;99;2691;-2650;0;0;0;0;0;0;0;0;0;0;0
39250;2017-10-02 00:42:58.730;37;63;3716;-128;99;2690;-2597;0;0;0;0;0;0;0;0;0;0;0
39251;2017-10-02 00:43:02.937;37;63;3716;123;99;2691;-2649;0;0;0;0;0;0;0;0;0;0;0
39252;2017-10-02 00:43:06.827;37;63;3716;126;99;2690;-2602;0;0;0;0;0;0;0;0;0;0;0
39253;2017-10-02 00:43:10.820;37;63;3716;-128;99;2691;-2596;0;0;0;0;0;0;0;0;0;0;0
39254;2017-10-02 00:43:14.513;37;63;3716;124;99;2690;-2651;0;0;0;0;0;0;0;0;0;0;0
39255;2017-10-02 00:43:18.773;37;63;3716;-127;99;2690;-2644;0;0;0;0;0;0;0;0;0;0;0
39256;2017-10-02 00:43:22.853;37;63;3716;123;99;2690;-2610;0;0;0;0;0;0;0;0;0;0;0
39257;2017-10-02 00:43:26.783;37;63;3716;127;99;2690;-2651;0;0;0;0;0;0;0;0;0;0;0
39258;2017-10-02 00:43:30.860;37;63;3716;127;99;2690;-2600;0;0;0;0;0;0;0;0;0;0;0
39259;2017-10-02 00:43:35.017;37;63;3716;123;99;2690;-2651;0;0;0;0;0;0;0;0;0;0;0
39260;2017-10-02 00:43:38.503;37;63;3716;127;99;2690;-2650;0;0;0;0;0;0;0;0;0;0;0
39261;2017-10-02 00:43:42.883;37;63;3716;122;99;2690;-2599;0;0;0;0;0;0;0;0;0;0;0
39262;2017-10-02 00:43:47.807;37;63;3716;126;99;2690;-2642;0;0;0;0;0;0;0;0;0;0;0
39263;2017-10-02 00:43:51.553;37;63;3716;-128;99;2690;-2549;0;0;0;0;0;0;0;0;0;0;0
39264;2017-10-02 00:43:55.957;37;63;3716;126;99;2689;-2654;0;0;0;0;0;0;0;0;0;0;0
39265;2017-10-02 00:43:59.893;37;63;3716;127;99;2689;-2649;0;0;0;0;0;0;0;0;0;0;0
39266;2017-10-02 00:44:04.810;37;63;3716;125;99;2689;-2624;0;0;0;0;0;0;0;0;0;0;0
39267;2017-10-02 00:44:09.920;37;63;3716;-128;99;2689;-2704;0;0;0;0;0;0;0;0;0;0;0
39268;2017-10-02 00:44:15.850;37;63;3716;-127;99;2689;-2602;0;0;0;0;0;0;0;0;0;0;0
39269;2017-10-02 00:44:20.827;37;63;3716;127;99;2689;-2672;0;0;0;0;0;0;0;0;0;0;0
39270;2017-10-02 00:44:26.830;37;63;3716;-128;99;2689;-2600;0;0;0;0;0;0;0;0;0;0;0
39271;2017-10-02 00:44:31.933;37;63;3716;126;99;2689;-2692;0;0;0;0;0;0;0;0;0;0;0
39272;2017-10-02 00:44:35.790;37;63;3716;-126;99;2689;-2601;0;0;0;0;0;0;0;0;0;0;0
39273;2017-10-02 00:44:39.983;37;63;3716;125;99;2688;-2806;0;0;0;0;0;0;0;0;0;0;0
39274;2017-10-02 00:44:43.873;37;63;3716;124;99;2689;-2651;0;0;0;0;0;0;0;0;0;0;0
39275;2017-10-02 00:44:48.040;37;63;3716;125;99;2689;-2658;0;0;0;0;0;0;0;0;0;0;0
39276;2017-10-02 00:44:52.263;37;63;3716;123;99;2689;-2666;0;0;0;0;0;0;0;0;0;0;0
39277;2017-10-02 00:44:57.237;37;63;3716;-128;99;2689;-2649;0;0;0;0;0;0;0;0;0;0;0
39278;2017-10-02 00:44:59.453;41;166;3719;2;33;2596;-566842450;2181223;7;-12325254;128942;0;-45112050;1181374;0;-10437465;120501;0
39279;2017-10-02 00:45:01.520;37;63;3716;119;99;2689;-2649;0;0;0;0;0;0;0;0;0;0;0
39280;2017-10-02 00:45:06.060;37;63;3716;-127;99;2688;-2650;0;0;0;0;0;0;0;0;0;0;0
39281;2017-10-02 00:45:10.050;37;63;3716;-127;99;2688;-2650;0;0;0;0;0;0;0;0;0;0;0
39282;2017-10-02 00:45:14.050;37;63;3716;125;99;2688;-2703;0;0;0;0;0;0;0;0;0;0;0
39283;2017-10-02 00:45:18.057;37;63;3716;127;99;2688;-2597;0;0;0;0;0;0;0;0;0;0;0
39284;2017-10-02 00:45:22.060;37;63;3716;-128;99;2688;-2656;0;0;0;0;0;0;0;0;0;0;0
39285;2017-10-02 00:45:26.237;37;63;3716;124;99;2688;-2601;0;0;0;0;0;0;0;0;0;0;0
39286;2017-10-02 00:45:30.987;37;63;3716;-128;99;2688;-2651;0;0;0;0;0;0;0;0;0;0;0
39287;2017-10-02 00:45:35.083;37;63;3716;123;99;2688;-2653;0;0;0;0;0;0;0;0;0;0;0
39288;2017-10-02 00:45:39.100;37;63;3716;-128;99;2688;-2651;0;0;0;0;0;0;0;0;0;0;0
39289;2017-10-02 00:45:43.120;37;63;3716;123;99;2688;-2651;0;0;0;0;0;0;0;0;0;0;0
