IDREGISTRO;FECHA;VEHICULO;INDICE;ESTACION;TEMPERATURA;SOC;TENSION;T1_CONSUMO;T1_DISTANCIA;T1_VELOCIDAD;T2_CONSUMO;T2_DISTANCIA;T2_VELOCIDAD;T3_CONSUMO;T3_DISTANCIA;T3_VELOCIDAD;T4_CONSUMO;T4_DISTANCIA;T4_VELOCIDAD
40475;2017-10-02 02:07:06.690;37;63;3716;-126;99;2671;-2652;0;0;0;0;0;0;0;0;0;0;0
40476;2017-10-02 02:07:10.700;37;63;3716;-128;99;2671;-2646;0;0;0;0;0;0;0;0;0;0;0
40477;2017-10-02 02:07:14.597;37;63;3716;-127;99;2671;-2604;0;0;0;0;0;0;0;0;0;0;0
40478;2017-10-02 02:07:18.743;37;63;3716;-125;99;2671;-2599;0;0;0;0;0;0;0;0;0;0;0
40479;2017-10-02 02:07:22.640;37;63;3716;127;99;2671;-2703;0;0;0;0;0;0;0;0;0;0;0
40480;2017-10-02 02:07:26.623;37;63;3716;-126;99;2671;-2649;0;0;0;0;0;0;0;0;0;0;0
40481;2017-10-02 02:07:30.717;37;63;3716;-128;99;2671;-2647;0;0;0;0;0;0;0;0;0;0;0
40482;2017-10-02 02:07:34.717;37;63;3716;-127;99;2671;-2676;0;0;0;0;0;0;0;0;0;0;0
40483;2017-10-02 02:07:38.723;37;63;3716;-128;99;2671;-2646;0;0;0;0;0;0;0;0;0;0;0
40484;2017-10-02 02:07:42.773;37;63;3716;127;99;2671;-2657;0;0;0;0;0;0;0;0;0;0;0
40485;2017-10-02 02:07:46.653;37;63;3716;-127;99;2671;-2655;0;0;0;0;0;0;0;0;0;0;0
40486;2017-10-02 02:07:50.663;37;63;3716;-128;99;2671;-2602;0;0;0;0;0;0;0;0;0;0;0
40487;2017-10-02 02:07:54.760;37;63;3716;-128;99;2671;-2703;0;0;0;0;0;0;0;0;0;0;0
40488;2017-10-02 02:07:58.763;37;63;3716;-126;99;2671;-2644;0;0;0;0;0;0;0;0;0;0;0
40489;2017-10-02 02:08:02.853;37;63;3716;-128;99;2671;-2704;0;0;0;0;0;0;0;0;0;0;0
40490;2017-10-02 02:08:06.763;37;63;3716;-127;99;2671;-2703;0;0;0;0;0;0;0;0;0;0;0
40491;2017-10-02 02:08:11.793;37;63;3716;-126;99;2671;-2603;0;0;0;0;0;0;0;0;0;0;0
40492;2017-10-02 02:08:15.810;37;63;3716;127;99;2671;-2678;0;0;0;0;0;0;0;0;0;0;0
40493;2017-10-02 02:08:19.783;37;63;3716;-126;99;2671;-2650;0;0;0;0;0;0;0;0;0;0;0
40494;2017-10-02 02:08:23.800;37;63;3716;127;99;2671;-2703;0;0;0;0;0;0;0;0;0;0;0
40495;2017-10-02 02:08:27.800;37;63;3716;-127;99;2671;-2652;0;0;0;0;0;0;0;0;0;0;0
40496;2017-10-02 02:08:31.800;37;63;3716;-126;99;2671;-2692;0;0;0;0;0;0;0;0;0;0;0
40497;2017-10-02 02:08:35.847;37;63;3716;-126;99;2671;-2601;0;0;0;0;0;0;0;0;0;0;0
40498;2017-10-02 02:08:39.803;37;63;3716;-125;99;2671;-2655;0;0;0;0;0;0;0;0;0;0;0
40499;2017-10-02 02:08:44.720;37;63;3716;127;99;2671;-2596;0;0;0;0;0;0;0;0;0;0;0
40500;2017-10-02 02:08:48.867;37;63;3716;127;99;2671;-2700;0;0;0;0;0;0;0;0;0;0;0
40501;2017-10-02 02:08:52.817;37;63;3716;-126;99;2671;-2607;0;0;0;0;0;0;0;0;0;0;0
40502;2017-10-02 02:08:56.840;37;63;3716;127;99;2671;-2666;0;0;0;0;0;0;0;0;0;0;0
40503;2017-10-02 02:09:00.827;37;63;3716;-126;99;2671;-2657;0;0;0;0;0;0;0;0;0;0;0
40504;2017-10-02 02:09:04.847;37;63;3716;-126;99;2671;-2650;0;0;0;0;0;0;0;0;0;0;0
40505;2017-10-02 02:09:08.870;37;63;3716;127;99;2671;-2704;0;0;0;0;0;0;0;0;0;0;0
40506;2017-10-02 02:09:12.840;37;63;3716;127;99;2671;-2653;0;0;0;0;0;0;0;0;0;0;0
40507;2017-10-02 02:09:16.863;37;63;3716;-126;99;2671;-2603;0;0;0;0;0;0;0;0;0;0;0
40508;2017-10-02 02:09:20.847;37;63;3716;127;99;2671;-2704;0;0;0;0;0;0;0;0;0;0;0
40509;2017-10-02 02:09:24.863;37;63;3716;-126;99;2671;-2610;0;0;0;0;0;0;0;0;0;0;0
40510;2017-10-02 02:09:28.877;37;63;3716;126;99;2671;-2754;0;0;0;0;0;0;0;0;0;0;0
40511;2017-10-02 02:09:32.850;37;63;3716;-128;99;2671;-2701;0;0;0;0;0;0;0;0;0;0;0
40512;2017-10-02 02:09:36.757;37;63;3716;-126;99;2671;-2604;0;0;0;0;0;0;0;0;0;0;0
40513;2017-10-02 02:09:40.947;37;63;3716;-126;99;2671;-2600;0;0;0;0;0;0;0;0;0;0;0
40514;2017-10-02 02:09:44.867;37;63;3716;-125;99;2671;-2682;0;0;0;0;0;0;0;0;0;0;0
40515;2017-10-02 02:09:48.907;37;63;3716;-126;99;2671;-2602;0;0;0;0;0;0;0;0;0;0;0
40516;2017-10-02 02:09:53.883;37;63;3716;127;99;2671;-2701;0;0;0;0;0;0;0;0;0;0;0
40517;2017-10-02 02:09:57.887;37;63;3716;-126;99;2671;-2649;0;0;0;0;0;0;0;0;0;0;0
40518;2017-10-02 02:10:01.917;37;63;3716;127;99;2671;-2633;0;0;0;0;0;0;0;0;0;0;0
40519;2017-10-02 02:10:06.050;37;63;3716;-124;99;2671;-2659;0;0;0;0;0;0;0;0;0;0;0
40520;2017-10-02 02:10:09.930;37;63;3716;-127;99;2671;-2649;0;0;0;0;0;0;0;0;0;0;0
40521;2017-10-02 02:10:13.920;37;63;3716;-128;99;2671;-2700;0;0;0;0;0;0;0;0;0;0;0
40522;2017-10-02 02:10:17.920;37;63;3716;-126;99;2671;-2604;0;0;0;0;0;0;0;0;0;0;0
40523;2017-10-02 02:10:21.947;37;63;3716;-124;99;2671;-2601;0;0;0;0;0;0;0;0;0;0;0
40524;2017-10-02 02:10:25.957;37;63;3716;-125;99;2671;-2686;0;0;0;0;0;0;0;0;0;0;0
40525;2017-10-02 02:10:30.057;37;63;3716;-125;99;2671;-2605;0;0;0;0;0;0;0;0;0;0;0
40526;2017-10-02 02:10:33.970;37;63;3716;-128;99;2671;-2696;0;0;0;0;0;0;0;0;0;0;0
40527;2017-10-02 02:10:37.953;37;63;3716;-126;99;2671;-2648;0;0;0;0;0;0;0;0;0;0;0
40528;2017-10-02 02:10:42.010;37;63;3716;-126;99;2671;-2649;0;0;0;0;0;0;0;0;0;0;0
40529;2017-10-02 02:10:45.970;37;63;3716;127;99;2671;-2654;0;0;0;0;0;0;0;0;0;0;0
40530;2017-10-02 02:10:49.947;37;63;3716;-126;99;2671;-2651;0;0;0;0;0;0;0;0;0;0;0
40531;2017-10-02 02:10:53.983;37;63;3716;-126;99;2671;-2694;0;0;0;0;0;0;0;0;0;0;0
40532;2017-10-02 02:10:57.990;37;63;3716;-128;99;2671;-2653;0;0;0;0;0;0;0;0;0;0;0
40533;2017-10-02 02:11:02.013;37;63;3716;-126;99;2671;-2650;0;0;0;0;0;0;0;0;0;0;0
40534;2017-10-02 02:11:06.967;37;63;3716;126;99;2671;-2650;0;0;0;0;0;0;0;0;0;0;0
40535;2017-10-02 02:11:10.980;37;63;3716;-125;99;2671;-2649;0;0;0;0;0;0;0;0;0;0;0
40536;2017-10-02 02:11:14.993;37;63;3716;-126;99;2671;-2651;0;0;0;0;0;0;0;0;0;0;0
40537;2017-10-02 02:11:18.970;37;63;3716;127;99;2671;-2655;0;0;0;0;0;0;0;0;0;0;0
40538;2017-10-02 02:11:22.970;37;63;3716;-126;99;2671;-2603;0;0;0;0;0;0;0;0;0;0;0
40539;2017-10-02 02:11:26.980;37;63;3716;-127;99;2671;-2605;0;0;0;0;0;0;0;0;0;0;0
40540;2017-10-02 02:11:30.977;37;63;3716;-126;99;2671;-2653;0;0;0;0;0;0;0;0;0;0;0
40541;2017-10-02 02:11:35.110;37;63;3716;126;99;2671;-2651;0;0;0;0;0;0;0;0;0;0;0
40542;2017-10-02 02:11:39.040;37;63;3716;-128;99;2671;-2653;0;0;0;0;0;0;0;0;0;0;0
40543;2017-10-02 02:11:42.993;37;63;3716;-126;99;2671;-2651;0;0;0;0;0;0;0;0;0;0;0
40544;2017-10-02 02:11:47.033;37;63;3716;127;99;2671;-2650;0;0;0;0;0;0;0;0;0;0;0
40545;2017-10-02 02:11:51.020;37;63;3716;127;99;2671;-2705;0;0;0;0;0;0;0;0;0;0;0
40546;2017-10-02 02:11:55.037;37;63;3716;-125;99;2671;-2674;0;0;0;0;0;0;0;0;0;0;0
40547;2017-10-02 02:11:59.037;37;63;3716;127;99;2671;-2691;0;0;0;0;0;0;0;0;0;0;0
40548;2017-10-02 02:12:02.930;37;63;3716;-128;99;2671;-2653;0;0;0;0;0;0;0;0;0;0;0
40549;2017-10-02 02:12:07.033;37;63;3716;-125;99;2671;-2603;0;0;0;0;0;0;0;0;0;0;0
40550;2017-10-02 02:12:11.233;37;63;3716;125;99;2671;-2699;0;0;0;0;0;0;0;0;0;0;0
40551;2017-10-02 02:12:15.963;37;63;3716;-126;99;2671;-2670;0;0;0;0;0;0;0;0;0;0;0
40552;2017-10-02 02:12:20.087;37;63;3716;126;99;2671;-2703;0;0;0;0;0;0;0;0;0;0;0
40553;2017-10-02 02:12:24.060;37;63;3716;-127;99;2671;-2655;0;0;0;0;0;0;0;0;0;0;0
40554;2017-10-02 02:12:28.053;37;63;3716;-124;99;2671;-2651;0;0;0;0;0;0;0;0;0;0;0
40555;2017-10-02 02:12:32.063;37;63;3716;125;99;2671;-2698;0;0;0;0;0;0;0;0;0;0;0
40556;2017-10-02 02:12:36.083;37;63;3716;-125;99;2671;-2642;0;0;0;0;0;0;0;0;0;0;0
40557;2017-10-02 02:12:40.123;37;63;3716;126;99;2671;-2720;0;0;0;0;0;0;0;0;0;0;0
40558;2017-10-02 02:12:44.080;37;63;3716;-128;99;2671;-2700;0;0;0;0;0;0;0;0;0;0;0
40559;2017-10-02 02:12:48.180;37;63;3716;-125;99;2671;-2648;0;0;0;0;0;0;0;0;0;0;0
40560;2017-10-02 02:12:52.083;37;63;3716;-127;99;2671;-2651;0;0;0;0;0;0;0;0;0;0;0
40561;2017-10-02 02:12:56.080;37;63;3716;-128;99;2671;-2696;0;0;0;0;0;0;0;0;0;0;0
40562;2017-10-02 02:13:00.120;37;63;3716;-128;99;2671;-2632;0;0;0;0;0;0;0;0;0;0;0
40563;2017-10-02 02:13:04.110;37;63;3716;127;99;2671;-2643;0;0;0;0;0;0;0;0;0;0;0
40564;2017-10-02 02:13:08.017;37;63;3716;-127;99;2671;-2650;0;0;0;0;0;0;0;0;0;0;0
40565;2017-10-02 02:13:12.100;37;63;3716;-128;99;2671;-2601;0;0;0;0;0;0;0;0;0;0;0
40566;2017-10-02 02:13:16.133;37;63;3716;-128;99;2671;-2651;0;0;0;0;0;0;0;0;0;0;0
40567;2017-10-02 02:13:20.133;37;63;3716;-126;99;2671;-2652;0;0;0;0;0;0;0;0;0;0;0
40568;2017-10-02 02:13:24.113;37;63;3716;-128;99;2671;-2629;0;0;0;0;0;0;0;0;0;0;0
40569;2017-10-02 02:13:28.107;37;63;3716;-127;99;2671;-2654;0;0;0;0;0;0;0;0;0;0;0
40570;2017-10-02 02:13:32.143;37;63;3716;-128;99;2671;-2597;0;0;0;0;0;0;0;0;0;0;0
40571;2017-10-02 02:13:36.160;37;63;3716;-128;99;2671;-2704;0;0;0;0;0;0;0;0;0;0;0
40572;2017-10-02 02:13:40.153;37;63;3716;127;99;2671;-2653;0;0;0;0;0;0;0;0;0;0;0
40573;2017-10-02 02:13:44.127;37;63;3716;-127;99;2671;-2649;0;0;0;0;0;0;0;0;0;0;0
40574;2017-10-02 02:13:48.160;37;63;3716;127;99;2671;-2671;0;0;0;0;0;0;0;0;0;0;0
40575;2017-10-02 02:13:52.147;37;63;3716;-126;99;2671;-2611;0;0;0;0;0;0;0;0;0;0;0
40576;2017-10-02 02:13:56.277;37;63;3716;127;99;2671;-2655;0;0;0;0;0;0;0;0;0;0;0
40577;2017-10-02 02:14:00.180;37;63;3716;-127;99;2671;-2653;0;0;0;0;0;0;0;0;0;0;0
40578;2017-10-02 02:14:04.150;37;63;3716;-126;99;2671;-2604;0;0;0;0;0;0;0;0;0;0;0
40579;2017-10-02 02:14:08.203;37;63;3716;-127;99;2671;-2603;0;0;0;0;0;0;0;0;0;0;0
40580;2017-10-02 02:14:12.170;37;63;3716;-124;99;2671;-2658;0;0;0;0;0;0;0;0;0;0;0
40581;2017-10-02 02:14:16.207;37;63;3716;-127;99;2671;-2602;0;0;0;0;0;0;0;0;0;0;0
40582;2017-10-02 02:14:20.230;37;63;3716;-128;99;2671;-2653;0;0;0;0;0;0;0;0;0;0;0
40583;2017-10-02 02:14:24.087;37;63;3716;-126;99;2671;-2605;0;0;0;0;0;0;0;0;0;0;0
40584;2017-10-02 02:14:28.197;37;63;3716;-128;99;2671;-2649;0;0;0;0;0;0;0;0;0;0;0
40585;2017-10-02 02:14:32.297;37;63;3716;-125;99;2671;-2649;0;0;0;0;0;0;0;0;0;0;0
40586;2017-10-02 02:14:36.240;37;63;3716;-127;99;2671;-2625;0;0;0;0;0;0;0;0;0;0;0
40587;2017-10-02 02:14:40.110;37;63;3716;-128;99;2671;-2652;0;0;0;0;0;0;0;0;0;0;0
40588;2017-10-02 02:14:44.210;37;63;3716;-126;99;2671;-2605;0;0;0;0;0;0;0;0;0;0;0
40589;2017-10-02 02:14:48.223;37;63;3716;-128;99;2671;-2651;0;0;0;0;0;0;0;0;0;0;0
40590;2017-10-02 02:14:52.260;37;63;3716;-128;99;2671;-2654;0;0;0;0;0;0;0;0;0;0;0
40591;2017-10-02 02:14:56.283;37;63;3716;-126;99;2671;-2652;0;0;0;0;0;0;0;0;0;0;0
40592;2017-10-02 02:15:00.237;37;63;3716;127;99;2671;-2672;0;0;0;0;0;0;0;0;0;0;0
40593;2017-10-02 02:15:04.257;37;63;3716;127;99;2671;-2702;0;0;0;0;0;0;0;0;0;0;0
40594;2017-10-02 02:15:09.143;37;63;3716;-127;99;2671;-2649;0;0;0;0;0;0;0;0;0;0;0
40595;2017-10-02 02:15:13.247;37;63;3716;127;99;2671;-2657;0;0;0;0;0;0;0;0;0;0;0
40596;2017-10-02 02:15:17.153;37;63;3716;-127;99;2671;-2640;0;0;0;0;0;0;0;0;0;0;0
40597;2017-10-02 02:15:21.307;37;63;3716;127;99;2671;-2649;0;0;0;0;0;0;0;0;0;0;0
40598;2017-10-02 02:15:25.293;37;63;3716;-128;99;2671;-2702;0;0;0;0;0;0;0;0;0;0;0
40599;2017-10-02 02:15:29.270;37;63;3716;-124;99;2671;-2598;0;0;0;0;0;0;0;0;0;0;0
40600;2017-10-02 02:15:33.287;37;63;3716;-127;99;2671;-2656;0;0;0;0;0;0;0;0;0;0;0
40601;2017-10-02 02:15:37.503;37;63;3716;127;99;2671;-2702;0;0;0;0;0;0;0;0;0;0;0
40602;2017-10-02 02:15:42.427;37;63;3716;-126;99;2671;-2647;0;0;0;0;0;0;0;0;0;0;0
40603;2017-10-02 02:15:46.200;37;63;3716;127;99;2671;-2653;0;0;0;0;0;0;0;0;0;0;0
40604;2017-10-02 02:15:50.317;37;63;3716;-126;99;2671;-2603;0;0;0;0;0;0;0;0;0;0;0
40605;2017-10-02 02:15:54.293;37;63;3716;-125;99;2671;-2601;0;0;0;0;0;0;0;0;0;0;0
40606;2017-10-02 02:15:58.367;37;63;3716;-125;99;2671;-2664;0;0;0;0;0;0;0;0;0;0;0
40607;2017-10-02 02:16:02.200;37;63;3716;-127;99;2671;-2643;0;0;0;0;0;0;0;0;0;0;0
40608;2017-10-02 02:16:06.297;37;63;3716;-128;99;2671;-2701;0;0;0;0;0;0;0;0;0;0;0
40609;2017-10-02 02:16:10.310;37;63;3716;-128;99;2671;-2704;0;0;0;0;0;0;0;0;0;0;0
40610;2017-10-02 02:16:14.540;37;63;3716;-125;99;2671;-2596;0;0;0;0;0;0;0;0;0;0;0
40611;2017-10-02 02:16:18.350;37;63;3716;-127;99;2671;-2659;0;0;0;0;0;0;0;0;0;0;0
40612;2017-10-02 02:16:22.217;37;63;3716;-125;99;2671;-2686;0;0;0;0;0;0;0;0;0;0;0
40613;2017-10-02 02:16:26.237;37;63;3716;-127;99;2671;-2651;0;0;0;0;0;0;0;0;0;0;0
40614;2017-10-02 02:16:30.343;37;63;3716;124;99;2671;-2654;0;0;0;0;0;0;0;0;0;0;0
40615;2017-10-02 02:16:34.370;37;63;3716;-124;99;2671;-2602;0;0;0;0;0;0;0;0;0;0;0
40616;2017-10-02 02:16:38.327;37;63;3716;127;99;2671;-2655;0;0;0;0;0;0;0;0;0;0;0
40617;2017-10-02 02:16:42.347;37;63;3716;127;99;2671;-2700;0;0;0;0;0;0;0;0;0;0;0
40618;2017-10-02 02:16:46.483;37;63;3716;-127;99;2671;-2619;0;0;0;0;0;0;0;0;0;0;0
40619;2017-10-02 02:16:51.513;37;63;3716;126;99;2671;-2700;0;0;0;0;0;0;0;0;0;0;0
40620;2017-10-02 02:16:55.367;37;63;3716;-124;99;2671;-2602;0;0;0;0;0;0;0;0;0;0;0
40621;2017-10-02 02:16:59.263;37;63;3716;127;99;2671;-2654;0;0;0;0;0;0;0;0;0;0;0
40622;2017-10-02 02:17:03.373;37;63;3716;-125;99;2671;-2682;0;0;0;0;0;0;0;0;0;0;0
40623;2017-10-02 02:17:07.367;37;63;3716;-126;99;2671;-2602;0;0;0;0;0;0;0;0;0;0;0
40624;2017-10-02 02:17:11.473;37;63;3716;-128;99;2671;-2658;0;0;0;0;0;0;0;0;0;0;0
40625;2017-10-02 02:17:15.410;37;63;3716;-124;99;2671;-2602;0;0;0;0;0;0;0;0;0;0;0
40626;2017-10-02 02:17:19.393;37;63;3716;-126;99;2671;-2600;0;0;0;0;0;0;0;0;0;0;0
40627;2017-10-02 02:17:23.390;37;63;3716;-127;99;2671;-2654;0;0;0;0;0;0;0;0;0;0;0
40628;2017-10-02 02:17:27.437;37;63;3716;-127;99;2670;-2665;0;0;0;0;0;0;0;0;0;0;0
40629;2017-10-02 02:17:31.433;37;63;3716;-127;99;2671;-2693;0;0;0;0;0;0;0;0;0;0;0
40630;2017-10-02 02:17:35.403;37;63;3716;-128;99;2671;-2648;0;0;0;0;0;0;0;0;0;0;0
40631;2017-10-02 02:17:39.400;37;63;3716;-126;99;2670;-2649;0;0;0;0;0;0;0;0;0;0;0
40632;2017-10-02 02:17:43.403;37;63;3716;-128;99;2671;-2650;0;0;0;0;0;0;0;0;0;0;0
40633;2017-10-02 02:17:47.413;37;63;3716;-127;99;2671;-2606;0;0;0;0;0;0;0;0;0;0;0
40634;2017-10-02 02:17:51.450;37;63;3716;-127;99;2671;-2654;0;0;0;0;0;0;0;0;0;0;0
40635;2017-10-02 02:17:55.547;37;63;3716;-128;99;2670;-2611;0;0;0;0;0;0;0;0;0;0;0
40636;2017-10-02 02:18:00.513;37;63;3716;-126;99;2671;-2649;0;0;0;0;0;0;0;0;0;0;0
40637;2017-10-02 02:18:04.460;37;63;3716;-127;99;2671;-2654;0;0;0;0;0;0;0;0;0;0;0
40638;2017-10-02 02:18:08.457;37;63;3716;-126;99;2671;-2640;0;0;0;0;0;0;0;0;0;0;0
40639;2017-10-02 02:18:12.463;37;63;3716;126;99;2671;-2662;0;0;0;0;0;0;0;0;0;0;0
40640;2017-10-02 02:18:16.453;37;63;3716;127;99;2671;-2703;0;0;0;0;0;0;0;0;0;0;0
40641;2017-10-02 02:18:20.450;37;63;3716;-126;99;2671;-2649;0;0;0;0;0;0;0;0;0;0;0
40642;2017-10-02 02:18:24.507;37;63;3716;-125;99;2671;-2648;0;0;0;0;0;0;0;0;0;0;0
40643;2017-10-02 02:18:28.563;37;63;3716;-127;99;2670;-2655;0;0;0;0;0;0;0;0;0;0;0
40644;2017-10-02 02:18:33.570;37;63;3716;-125;99;2670;-2648;0;0;0;0;0;0;0;0;0;0;0
40645;2017-10-02 02:18:37.480;37;63;3716;127;99;2670;-2704;0;0;0;0;0;0;0;0;0;0;0
40646;2017-10-02 02:18:41.517;37;63;3716;-126;99;2671;-2595;0;0;0;0;0;0;0;0;0;0;0
40647;2017-10-02 02:18:45.493;37;63;3716;-125;99;2670;-2603;0;0;0;0;0;0;0;0;0;0;0
40648;2017-10-02 02:18:49.490;37;63;3716;-125;99;2671;-2696;0;0;0;0;0;0;0;0;0;0;0
40649;2017-10-02 02:18:53.480;37;63;3716;-126;99;2671;-2597;0;0;0;0;0;0;0;0;0;0;0
40650;2017-10-02 02:18:57.500;37;63;3716;-128;99;2671;-2703;0;0;0;0;0;0;0;0;0;0;0
40651;2017-10-02 02:19:01.517;37;63;3716;-125;99;2671;-2600;0;0;0;0;0;0;0;0;0;0;0
40652;2017-10-02 02:19:05.490;37;63;3716;-127;99;2670;-2602;0;0;0;0;0;0;0;0;0;0;0
40653;2017-10-02 02:19:09.607;37;63;3716;127;99;2671;-2658;0;0;0;0;0;0;0;0;0;0;0
40654;2017-10-02 02:19:13.507;37;63;3716;-127;99;2670;-2601;0;0;0;0;0;0;0;0;0;0;0
40655;2017-10-02 02:19:17.510;37;63;3716;-128;99;2670;-2669;0;0;0;0;0;0;0;0;0;0;0
40656;2017-10-02 02:19:21.577;37;63;3716;127;99;2670;-2653;0;0;0;0;0;0;0;0;0;0;0
40657;2017-10-02 02:19:25.510;37;63;3716;-125;99;2670;-2600;0;0;0;0;0;0;0;0;0;0;0
40658;2017-10-02 02:19:29.517;37;63;3716;-128;99;2670;-2702;0;0;0;0;0;0;0;0;0;0;0
40659;2017-10-02 02:19:33.527;37;63;3716;124;99;2670;-2704;0;0;0;0;0;0;0;0;0;0;0
40660;2017-10-02 02:19:37.547;37;63;3716;-128;99;2671;-2658;0;0;0;0;0;0;0;0;0;0;0
40661;2017-10-02 02:19:41.563;37;63;3716;124;99;2670;-2703;0;0;0;0;0;0;0;0;0;0;0
40662;2017-10-02 02:19:45.567;37;63;3716;-125;99;2671;-2648;0;0;0;0;0;0;0;0;0;0;0
40663;2017-10-02 02:19:49.547;37;63;3716;-127;99;2670;-2702;0;0;0;0;0;0;0;0;0;0;0
40664;2017-10-02 02:19:53.550;37;63;3716;127;99;2671;-2704;0;0;0;0;0;0;0;0;0;0;0
40665;2017-10-02 02:19:57.580;37;63;3716;-125;99;2670;-2604;0;0;0;0;0;0;0;0;0;0;0
40666;2017-10-02 02:20:01.590;37;63;3716;-128;99;2670;-2703;0;0;0;0;0;0;0;0;0;0;0
40667;2017-10-02 02:20:05.603;37;63;3716;-125;99;2671;-2624;0;0;0;0;0;0;0;0;0;0;0
40668;2017-10-02 02:20:09.570;37;63;3716;-125;99;2671;-2653;0;0;0;0;0;0;0;0;0;0;0
40669;2017-10-02 02:20:13.673;37;63;3716;127;99;2671;-2654;0;0;0;0;0;0;0;0;0;0;0
40670;2017-10-02 02:20:18.860;37;63;3716;-125;99;2671;-2613;0;0;0;0;0;0;0;0;0;0;0
40671;2017-10-02 02:20:22.637;37;63;3716;-128;99;2670;-2681;0;0;0;0;0;0;0;0;0;0;0
40672;2017-10-02 02:20:26.587;37;63;3716;-128;99;2670;-2655;0;0;0;0;0;0;0;0;0;0;0
40673;2017-10-02 02:20:30.387;37;63;3716;-125;99;2670;-2649;0;0;0;0;0;0;0;0;0;0;0
40674;2017-10-02 02:20:34.630;37;63;3716;-128;99;2670;-2655;0;0;0;0;0;0;0;0;0;0;0
40675;2017-10-02 02:20:38.640;37;63;3716;-128;99;2671;-2704;0;0;0;0;0;0;0;0;0;0;0
40676;2017-10-02 02:20:43.510;37;63;3716;-126;99;2670;-2612;0;0;0;0;0;0;0;0;0;0;0
40677;2017-10-02 02:20:47.630;37;63;3716;-128;99;2670;-2657;0;0;0;0;0;0;0;0;0;0;0
40678;2017-10-02 02:20:51.707;37;63;3716;-126;99;2670;-2598;0;0;0;0;0;0;0;0;0;0;0
40679;2017-10-02 02:20:55.657;37;63;3716;-128;99;2670;-2702;0;0;0;0;0;0;0;0;0;0;0
40680;2017-10-02 02:20:59.627;37;63;3716;127;99;2670;-2703;0;0;0;0;0;0;0;0;0;0;0
40681;2017-10-02 02:21:03.530;37;63;3716;-128;99;2670;-2631;0;0;0;0;0;0;0;0;0;0;0
40682;2017-10-02 02:21:07.650;37;63;3716;127;99;2671;-2654;0;0;0;0;0;0;0;0;0;0;0
40683;2017-10-02 02:21:11.667;37;63;3716;-127;99;2670;-2651;0;0;0;0;0;0;0;0;0;0;0
40684;2017-10-02 02:21:15.633;37;63;3716;-127;99;2670;-2650;0;0;0;0;0;0;0;0;0;0;0
40685;2017-10-02 02:21:19.553;37;63;3716;127;99;2670;-2655;0;0;0;0;0;0;0;0;0;0;0
40686;2017-10-02 02:21:23.760;37;63;3716;-128;99;2670;-2604;0;0;0;0;0;0;0;0;0;0;0
40687;2017-10-02 02:21:27.907;37;63;3716;125;99;2670;-2655;0;0;0;0;0;0;0;0;0;0;0
40688;2017-10-02 02:21:31.563;37;63;3716;-125;99;2670;-2651;0;0;0;0;0;0;0;0;0;0;0
40689;2017-10-02 02:21:35.580;37;63;3716;-124;99;2670;-2603;0;0;0;0;0;0;0;0;0;0;0
40690;2017-10-02 02:21:39.570;37;63;3716;126;99;2670;-2702;0;0;0;0;0;0;0;0;0;0;0
40691;2017-10-02 02:21:43.687;37;63;3716;-124;99;2670;-2598;0;0;0;0;0;0;0;0;0;0;0
40692;2017-10-02 02:21:47.750;37;63;3716;125;98;2670;-2612;0;0;0;0;0;0;0;0;0;0;0
40693;2017-10-02 02:21:51.687;37;63;3716;-125;98;2670;-2630;0;0;0;0;0;0;0;0;0;0;0
40694;2017-10-02 02:21:55.600;37;63;3716;-126;98;2670;-2602;0;0;0;0;0;0;0;0;0;0;0
40695;2017-10-02 02:21:59.700;37;63;3716;-128;98;2670;-2704;0;0;0;0;0;0;0;0;0;0;0
40696;2017-10-02 02:22:03.713;37;63;3716;-125;98;2670;-2596;0;0;0;0;0;0;0;0;0;0;0
40697;2017-10-02 02:22:07.723;37;63;3716;-124;98;2670;-2603;0;0;0;0;0;0;0;0;0;0;0
40698;2017-10-02 02:22:11.713;37;63;3716;-124;98;2670;-2691;0;0;0;0;0;0;0;0;0;0;0
40699;2017-10-02 02:22:15.720;37;63;3716;-124;98;2670;-2601;0;0;0;0;0;0;0;0;0;0;0
40700;2017-10-02 02:22:19.717;37;63;3716;-128;98;2670;-2753;0;0;0;0;0;0;0;0;0;0;0
40701;2017-10-02 02:22:23.710;37;63;3716;-126;98;2670;-2648;0;0;0;0;0;0;0;0;0;0;0
40702;2017-10-02 02:22:27.753;37;63;3716;-125;98;2670;-2601;0;0;0;0;0;0;0;0;0;0;0
40703;2017-10-02 02:22:31.720;37;63;3716;127;98;2670;-2702;0;0;0;0;0;0;0;0;0;0;0
40704;2017-10-02 02:22:36.627;37;63;3716;-125;98;2670;-2599;0;0;0;0;0;0;0;0;0;0;0
40705;2017-10-02 02:22:40.760;37;63;3716;-128;98;2670;-2654;0;0;0;0;0;0;0;0;0;0;0
40706;2017-10-02 02:22:44.770;37;63;3716;126;98;2670;-2703;0;0;0;0;0;0;0;0;0;0;0
40707;2017-10-02 02:22:48.770;37;63;3716;-126;98;2670;-2651;0;0;0;0;0;0;0;0;0;0;0
40708;2017-10-02 02:22:52.763;37;63;3716;124;98;2670;-2651;0;0;0;0;0;0;0;0;0;0;0
40709;2017-10-02 02:22:56.783;37;63;3716;-125;98;2670;-2672;0;0;0;0;0;0;0;0;0;0;0
