BOTS;Operaciones;fecha;Mes;dia_semana;hora
8;24;22/11/2017;11;3;19
8;30;22/11/2017;11;3;20
9;56;22/11/2017;11;3;21
5;9;22/11/2017;11;3;22
3;3;22/11/2017;11;3;23
4;7;23/11/2017;11;4;2
6;21;23/11/2017;11;4;3
6;27;23/11/2017;11;4;4
8;39;23/11/2017;11;4;5
5;13;23/11/2017;11;4;6
7;30;23/11/2017;11;4;7
8;73;23/11/2017;11;4;8
8;67;23/11/2017;11;4;9
8;44;23/11/2017;11;4;10
7;58;23/11/2017;11;4;11
8;64;23/11/2017;11;4;12
9;42;23/11/2017;11;4;13
8;36;23/11/2017;11;4;14
9;27;23/11/2017;11;4;15
9;57;23/11/2017;11;4;16
9;53;23/11/2017;11;4;17
8;16;23/11/2017;11;4;18
8;28;23/11/2017;11;4;19
8;43;23/11/2017;11;4;20
6;21;23/11/2017;11;4;21
4;17;23/11/2017;11;4;22
6;13;23/11/2017;11;4;23
5;16;24/11/2017;11;5;0
4;8;24/11/2017;11;5;1
5;6;24/11/2017;11;5;4
6;26;24/11/2017;11;5;5
5;35;24/11/2017;11;5;6
4;48;24/11/2017;11;5;7
3;21;24/11/2017;11;5;8
5;52;24/11/2017;11;5;9
5;47;24/11/2017;11;5;10
6;33;24/11/2017;11;5;11
7;27;24/11/2017;11;5;12
7;44;24/11/2017;11;5;13
5;16;24/11/2017;11;5;14
2;3;24/11/2017;11;5;15
2;2;24/11/2017;11;5;16
5;17;24/11/2017;11;5;17
5;13;24/11/2017;11;5;18
4;12;24/11/2017;11;5;19
3;4;24/11/2017;11;5;21
1;2;26/11/2017;11;7;22
5;12;26/11/2017;11;7;23
3;9;27/11/2017;11;1;0
5;19;27/11/2017;11;1;1
1;2;27/11/2017;11;1;2
2;18;27/11/2017;11;1;3
1;2;27/11/2017;11;1;4
1;1;27/11/2017;11;1;5
5;12;27/11/2017;11;1;6
7;28;27/11/2017;11;1;7
6;29;27/11/2017;11;1;8
6;37;27/11/2017;11;1;9
7;62;27/11/2017;11;1;10
7;72;27/11/2017;11;1;11
6;39;27/11/2017;11;1;12
4;32;27/11/2017;11;1;13
5;28;27/11/2017;11;1;14
6;43;27/11/2017;11;1;15
8;44;27/11/2017;11;1;16
8;59;27/11/2017;11;1;17
8;38;27/11/2017;11;1;18
8;57;27/11/2017;11;1;19
8;56;27/11/2017;11;1;20
6;40;27/11/2017;11;1;21
6;28;27/11/2017;11;1;22
6;33;27/11/2017;11;1;23
6;23;28/11/2017;11;2;0
6;16;28/11/2017;11;2;1
5;13;28/11/2017;11;2;2
3;7;28/11/2017;11;2;3
3;5;28/11/2017;11;2;4
7;38;28/11/2017;11;2;6
8;64;28/11/2017;11;2;7
7;15;28/11/2017;11;2;8
8;78;28/11/2017;11;2;9
6;82;28/11/2017;11;2;10
8;79;28/11/2017;11;2;11
8;59;28/11/2017;11;2;12
7;62;28/11/2017;11;2;13
6;27;28/11/2017;11;2;14
7;47;28/11/2017;11;2;15
5;31;28/11/2017;11;2;16
7;43;28/11/2017;11;2;17
8;49;28/11/2017;11;2;18
6;10;28/11/2017;11;2;19
7;20;28/11/2017;11;2;20
6;24;28/11/2017;11;2;21
8;46;28/11/2017;11;2;22
7;24;28/11/2017;11;2;23
5;19;29/11/2017;11;3;0
1;1;29/11/2017;11;3;1
4;8;29/11/2017;11;3;2
6;43;29/11/2017;11;3;3
6;31;29/11/2017;11;3;4
7;26;29/11/2017;11;3;5
7;49;29/11/2017;11;3;6
7;82;29/11/2017;11;3;7
7;42;29/11/2017;11;3;8
8;60;29/11/2017;11;3;9
5;51;29/11/2017;11;3;10
7;79;29/11/2017;11;3;11
8;63;29/11/2017;11;3;12
8;58;29/11/2017;11;3;13
8;38;29/11/2017;11;3;14
8;61;29/11/2017;11;3;15
7;57;29/11/2017;11;3;16
8;30;29/11/2017;11;3;17
8;40;29/11/2017;11;3;18
7;52;29/11/2017;11;3;19
7;33;29/11/2017;11;3;20
4;5;29/11/2017;11;3;21
6;20;29/11/2017;11;3;22
5;20;29/11/2017;11;3;23
3;4;30/11/2017;11;4;0
4;7;30/11/2017;11;4;1
1;1;30/11/2017;11;4;2
7;17;30/11/2017;11;4;3
5;22;30/11/2017;11;4;4
4;10;30/11/2017;11;4;5
7;30;30/11/2017;11;4;6
8;75;30/11/2017;11;4;7
7;54;30/11/2017;11;4;8
8;69;30/11/2017;11;4;9
7;31;30/11/2017;11;4;10
7;48;30/11/2017;11;4;11
6;37;30/11/2017;11;4;12
6;40;30/11/2017;11;4;13
6;14;30/11/2017;11;4;14
5;34;30/11/2017;11;4;15
6;33;30/11/2017;11;4;16
7;46;30/11/2017;11;4;17
5;45;30/11/2017;11;4;18
5;52;30/11/2017;11;4;19
6;37;30/11/2017;11;4;20
6;49;30/11/2017;11;4;21
6;29;30/11/2017;11;4;22
6;50;30/11/2017;11;4;23
4;21;01/12/2017;12;5;0
4;20;01/12/2017;12;5;1
3;5;01/12/2017;12;5;2
3;7;01/12/2017;12;5;3
6;15;01/12/2017;12;5;4
5;28;01/12/2017;12;5;5
5;32;01/12/2017;12;5;6
5;35;01/12/2017;12;5;7
6;44;01/12/2017;12;5;8
5;55;01/12/2017;12;5;9
6;44;01/12/2017;12;5;10
7;40;01/12/2017;12;5;11
7;74;01/12/2017;12;5;12
8;53;01/12/2017;12;5;13
7;29;01/12/2017;12;5;14
8;35;01/12/2017;12;5;15
7;28;01/12/2017;12;5;16
5;6;01/12/2017;12;5;17
6;12;01/12/2017;12;5;18
6;24;01/12/2017;12;5;19
3;16;01/12/2017;12;5;20
2;4;01/12/2017;12;5;21
4;15;01/12/2017;12;5;22
5;13;01/12/2017;12;5;23
5;21;02/12/2017;12;6;0
5;9;02/12/2017;12;6;1
3;5;02/12/2017;12;6;2
2;2;02/12/2017;12;6;3
2;5;02/12/2017;12;6;4
3;7;02/12/2017;12;6;5
2;4;02/12/2017;12;6;6
4;10;02/12/2017;12;6;7
2;3;03/12/2017;12;7;22
3;7;03/12/2017;12;7;23
3;5;04/12/2017;12;1;0
4;6;04/12/2017;12;1;1
4;12;04/12/2017;12;1;2
2;2;04/12/2017;12;1;3
3;5;04/12/2017;12;1;4
3;5;04/12/2017;12;1;5
5;8;04/12/2017;12;1;6
4;6;04/12/2017;12;1;7
9;41;04/12/2017;12;1;8
7;49;04/12/2017;12;1;9
8;28;04/12/2017;12;1;10
8;54;04/12/2017;12;1;11
7;37;04/12/2017;12;1;12
6;44;04/12/2017;12;1;13
6;41;04/12/2017;12;1;14
6;12;04/12/2017;12;1;15
4;24;04/12/2017;12;1;16
5;40;04/12/2017;12;1;17
7;40;04/12/2017;12;1;18
5;24;04/12/2017;12;1;19
6;17;04/12/2017;12;1;20
4;24;04/12/2017;12;1;21
4;11;04/12/2017;12;1;22
6;20;04/12/2017;12;1;23
5;17;05/12/2017;12;2;0
4;14;05/12/2017;12;2;1
5;15;05/12/2017;12;2;2
2;4;05/12/2017;12;2;3
2;2;05/12/2017;12;2;4
4;5;05/12/2017;12;2;5
4;7;05/12/2017;12;2;7
4;9;05/12/2017;12;2;10
1;1;05/12/2017;12;2;11
1;2;05/12/2017;12;2;12
3;7;05/12/2017;12;2;15
1;1;05/12/2017;12;2;17
4;9;05/12/2017;12;2;18
3;4;05/12/2017;12;2;19
3;3;05/12/2017;12;2;20
5;9;05/12/2017;12;2;21
5;6;06/12/2017;12;3;22
6;13;06/12/2017;12;3;23
3;9;07/12/2017;12;4;0
1;3;07/12/2017;12;4;1
5;14;07/12/2017;12;4;3
4;10;07/12/2017;12;4;4
4;12;07/12/2017;12;4;5
4;14;07/12/2017;12;4;6
3;8;07/12/2017;12;4;7
7;21;07/12/2017;12;4;8
6;42;07/12/2017;12;4;9
7;41;07/12/2017;12;4;10
8;33;07/12/2017;12;4;11
7;68;07/12/2017;12;4;12
7;24;07/12/2017;12;4;13
4;28;07/12/2017;12;4;14
8;40;07/12/2017;12;4;15
5;20;07/12/2017;12;4;16
6;23;07/12/2017;12;4;17
7;19;07/12/2017;12;4;18
4;17;07/12/2017;12;4;19
1;1;07/12/2017;12;4;20
3;7;07/12/2017;12;4;22
3;3;07/12/2017;12;4;23
1;1;08/12/2017;12;5;0
4;6;09/12/2017;12;6;15
5;9;09/12/2017;12;6;16
4;5;09/12/2017;12;6;17
4;8;09/12/2017;12;6;18
6;14;09/12/2017;12;6;19
3;4;09/12/2017;12;6;20
1;2;10/12/2017;12;7;22
1;1;10/12/2017;12;7;23
3;7;11/12/2017;12;1;1
1;1;11/12/2017;12;1;2
3;6;11/12/2017;12;1;3
4;14;11/12/2017;12;1;4
1;1;11/12/2017;12;1;5
6;26;11/12/2017;12;1;6
6;24;11/12/2017;12;1;7
5;22;11/12/2017;12;1;8
9;49;11/12/2017;12;1;9
9;34;11/12/2017;12;1;10
9;61;11/12/2017;12;1;11
10;46;11/12/2017;12;1;12
9;46;11/12/2017;12;1;13
9;47;11/12/2017;12;1;14
8;39;11/12/2017;12;1;15
8;36;11/12/2017;12;1;16
6;55;11/12/2017;12;1;17
6;48;11/12/2017;12;1;18
6;41;11/12/2017;12;1;19
6;37;11/12/2017;12;1;20
4;19;11/12/2017;12;1;21
6;22;11/12/2017;12;1;22
5;43;11/12/2017;12;1;23
6;18;12/12/2017;12;2;0
5;18;12/12/2017;12;2;1
3;3;12/12/2017;12;2;2
1;1;12/12/2017;12;2;3
4;11;12/12/2017;12;2;4
6;26;12/12/2017;12;2;5
7;32;12/12/2017;12;2;6
7;79;12/12/2017;12;2;7
6;48;12/12/2017;12;2;8
8;73;12/12/2017;12;2;9
6;56;12/12/2017;12;2;10
6;39;12/12/2017;12;2;11
5;51;12/12/2017;12;2;12
9;56;12/12/2017;12;2;13
9;58;12/12/2017;12;2;14
9;54;12/12/2017;12;2;15
9;41;12/12/2017;12;2;16
7;24;12/12/2017;12;2;17
10;38;12/12/2017;12;2;18
7;12;12/12/2017;12;2;19
5;19;12/12/2017;12;2;20
5;14;12/12/2017;12;2;21
5;15;12/12/2017;12;2;22
4;10;12/12/2017;12;2;23
6;20;13/12/2017;12;3;0
4;20;13/12/2017;12;3;1
4;5;13/12/2017;12;3;2
4;5;13/12/2017;12;3;3
9;28;13/12/2017;12;3;4
9;25;13/12/2017;12;3;5
8;57;13/12/2017;12;3;6
7;67;13/12/2017;12;3;7
8;41;13/12/2017;12;3;8
8;32;13/12/2017;12;3;9
7;50;13/12/2017;12;3;10
8;40;13/12/2017;12;3;11
9;48;13/12/2017;12;3;12
9;63;13/12/2017;12;3;13
8;44;13/12/2017;12;3;14
6;14;13/12/2017;12;3;15
8;33;13/12/2017;12;3;16
8;41;13/12/2017;12;3;17
9;24;13/12/2017;12;3;18
8;42;13/12/2017;12;3;19
9;42;13/12/2017;12;3;20
8;35;13/12/2017;12;3;21
7;15;13/12/2017;12;3;22
7;9;13/12/2017;12;3;23
8;28;14/12/2017;12;4;0
8;26;14/12/2017;12;4;1
6;13;14/12/2017;12;4;2
1;1;14/12/2017;12;4;3
6;9;14/12/2017;12;4;4
8;30;14/12/2017;12;4;5
6;45;14/12/2017;12;4;6
7;69;14/12/2017;12;4;7
9;53;14/12/2017;12;4;8
8;71;14/12/2017;12;4;9
8;42;14/12/2017;12;4;10
6;38;14/12/2017;12;4;11
8;54;14/12/2017;12;4;12
8;43;14/12/2017;12;4;13
9;33;14/12/2017;12;4;14
9;36;14/12/2017;12;4;15
8;40;14/12/2017;12;4;16
7;26;14/12/2017;12;4;17
8;33;14/12/2017;12;4;18
6;56;14/12/2017;12;4;19
8;25;14/12/2017;12;4;20
5;14;14/12/2017;12;4;21
6;13;14/12/2017;12;4;22
9;34;14/12/2017;12;4;23
9;31;15/12/2017;12;5;0
4;12;15/12/2017;12;5;1
7;20;15/12/2017;12;5;3
4;15;15/12/2017;12;5;4
5;9;15/12/2017;12;5;5
8;35;15/12/2017;12;5;6
9;82;15/12/2017;12;5;7
9;66;15/12/2017;12;5;8
10;67;15/12/2017;12;5;9
8;28;15/12/2017;12;5;10
10;38;15/12/2017;12;5;11
9;50;15/12/2017;12;5;12
8;42;15/12/2017;12;5;13
5;10;15/12/2017;12;5;14
4;25;15/12/2017;12;5;15
5;20;15/12/2017;12;5;16
4;25;15/12/2017;12;5;17
4;10;15/12/2017;12;5;18
5;24;15/12/2017;12;5;19
4;18;15/12/2017;12;5;20
4;11;15/12/2017;12;5;21
2;4;15/12/2017;12;5;22
5;11;15/12/2017;12;5;23
4;12;16/12/2017;12;6;0
2;3;16/12/2017;12;6;1
3;3;17/12/2017;12;7;22
1;1;17/12/2017;12;7;23
4;9;18/12/2017;12;1;0
5;20;18/12/2017;12;1;1
3;4;18/12/2017;12;1;2
4;8;18/12/2017;12;1;5
4;9;18/12/2017;12;1;6
6;28;18/12/2017;12;1;7
6;37;18/12/2017;12;1;8
6;39;18/12/2017;12;1;9
6;35;18/12/2017;12;1;10
6;55;18/12/2017;12;1;11
7;76;18/12/2017;12;1;12
7;74;18/12/2017;12;1;13
8;51;18/12/2017;12;1;14
8;58;18/12/2017;12;1;15
8;56;18/12/2017;12;1;16
8;34;18/12/2017;12;1;17
8;28;18/12/2017;12;1;18
6;53;18/12/2017;12;1;19
7;36;18/12/2017;12;1;20
5;25;18/12/2017;12;1;21
5;19;18/12/2017;12;1;22
5;22;18/12/2017;12;1;23
6;12;19/12/2017;12;2;0
6;24;19/12/2017;12;2;1
3;9;19/12/2017;12;2;2
6;12;19/12/2017;12;2;3
4;8;19/12/2017;12;2;4
3;3;19/12/2017;12;2;5
7;23;19/12/2017;12;2;6
8;31;19/12/2017;12;2;7
5;55;19/12/2017;12;2;8
8;87;19/12/2017;12;2;9
8;72;19/12/2017;12;2;10
6;70;19/12/2017;12;2;11
6;47;19/12/2017;12;2;12
6;69;19/12/2017;12;2;13
7;51;19/12/2017;12;2;14
5;52;19/12/2017;12;2;15
6;30;19/12/2017;12;2;16
7;50;19/12/2017;12;2;17
7;27;19/12/2017;12;2;18
6;39;19/12/2017;12;2;19
8;23;19/12/2017;12;2;20
7;44;19/12/2017;12;2;21
5;26;19/12/2017;12;2;22
5;13;19/12/2017;12;2;23
3;5;20/12/2017;12;3;0
3;4;20/12/2017;12;3;1
2;2;20/12/2017;12;3;2
7;27;20/12/2017;12;3;3
5;5;20/12/2017;12;3;4
6;24;20/12/2017;12;3;5
7;29;20/12/2017;12;3;6
5;9;20/12/2017;12;3;7
4;5;20/12/2017;12;3;8
9;74;20/12/2017;12;3;9
8;66;20/12/2017;12;3;10
6;64;20/12/2017;12;3;11
8;61;20/12/2017;12;3;12
7;25;20/12/2017;12;3;13
5;14;20/12/2017;12;3;14
8;16;20/12/2017;12;3;15
5;16;20/12/2017;12;3;16
7;33;20/12/2017;12;3;17
6;17;20/12/2017;12;3;18
6;25;20/12/2017;12;3;19
7;39;20/12/2017;12;3;20
6;24;20/12/2017;12;3;21
4;12;20/12/2017;12;3;22
4;8;20/12/2017;12;3;23
5;8;21/12/2017;12;4;0
4;20;21/12/2017;12;4;1
4;22;21/12/2017;12;4;2
6;9;21/12/2017;12;4;3
4;6;21/12/2017;12;4;4
3;12;21/12/2017;12;4;5
6;29;21/12/2017;12;4;6
6;56;21/12/2017;12;4;7
4;43;21/12/2017;12;4;8
6;46;21/12/2017;12;4;9
7;68;21/12/2017;12;4;10
9;65;21/12/2017;12;4;11
8;43;21/12/2017;12;4;12
9;80;21/12/2017;12;4;13
10;54;21/12/2017;12;4;14
10;44;21/12/2017;12;4;15
9;25;21/12/2017;12;4;16
9;23;21/12/2017;12;4;17
8;33;21/12/2017;12;4;18
8;21;21/12/2017;12;4;19
7;47;21/12/2017;12;4;20
3;8;21/12/2017;12;4;21
7;40;21/12/2017;12;4;22
6;43;21/12/2017;12;4;23
6;26;22/12/2017;12;5;0
2;2;22/12/2017;12;5;1
3;7;22/12/2017;12;5;3
6;23;22/12/2017;12;5;4
4;8;22/12/2017;12;5;5
7;26;22/12/2017;12;5;6
8;36;22/12/2017;12;5;7
7;32;22/12/2017;12;5;8
7;41;22/12/2017;12;5;9
7;27;22/12/2017;12;5;10
7;23;22/12/2017;12;5;11
8;24;22/12/2017;12;5;12
7;28;22/12/2017;12;5;13
5;17;22/12/2017;12;5;14
5;15;22/12/2017;12;5;15
6;10;22/12/2017;12;5;16
7;26;22/12/2017;12;5;17
4;11;22/12/2017;12;5;18
4;8;25/12/2017;12;1;22
5;17;25/12/2017;12;1;23
1;1;26/12/2017;12;2;0
4;18;26/12/2017;12;2;1
2;2;26/12/2017;12;2;2
3;3;26/12/2017;12;2;3
2;2;26/12/2017;12;2;4
2;2;26/12/2017;12;2;5
6;11;26/12/2017;12;2;6
8;36;26/12/2017;12;2;7
9;59;26/12/2017;12;2;8
8;63;26/12/2017;12;2;9
8;46;26/12/2017;12;2;10
7;51;26/12/2017;12;2;11
9;54;26/12/2017;12;2;12
9;63;26/12/2017;12;2;13
7;54;26/12/2017;12;2;14
8;37;26/12/2017;12;2;15
9;51;26/12/2017;12;2;16
9;74;26/12/2017;12;2;17
8;30;26/12/2017;12;2;18
9;31;26/12/2017;12;2;19
6;41;26/12/2017;12;2;20
8;38;26/12/2017;12;2;21
4;11;26/12/2017;12;2;22
6;20;26/12/2017;12;2;23
4;8;27/12/2017;12;3;0
4;7;27/12/2017;12;3;1
1;1;27/12/2017;12;3;2
8;15;27/12/2017;12;3;3
7;17;27/12/2017;12;3;4
7;35;27/12/2017;12;3;5
8;42;27/12/2017;12;3;6
6;32;27/12/2017;12;3;7
9;47;27/12/2017;12;3;8
7;67;27/12/2017;12;3;9
8;58;27/12/2017;12;3;10
8;67;27/12/2017;12;3;11
10;43;27/12/2017;12;3;12
8;43;27/12/2017;12;3;13
8;39;27/12/2017;12;3;14
9;41;27/12/2017;12;3;15
9;42;27/12/2017;12;3;16
9;69;27/12/2017;12;3;17
9;39;27/12/2017;12;3;18
9;48;27/12/2017;12;3;19
8;37;27/12/2017;12;3;20
7;37;27/12/2017;12;3;21
7;37;27/12/2017;12;3;22
6;25;27/12/2017;12;3;23
3;3;28/12/2017;12;4;0
4;6;28/12/2017;12;4;1
1;1;28/12/2017;12;4;2
3;3;28/12/2017;12;4;3
5;22;28/12/2017;12;4;4
7;29;28/12/2017;12;4;5
7;34;28/12/2017;12;4;6
7;65;28/12/2017;12;4;7
8;64;28/12/2017;12;4;8
8;58;28/12/2017;12;4;9
9;48;28/12/2017;12;4;10
7;40;28/12/2017;12;4;11
7;47;28/12/2017;12;4;12
8;43;28/12/2017;12;4;13
8;20;28/12/2017;12;4;14
6;19;28/12/2017;12;4;15
7;31;28/12/2017;12;4;16
8;19;28/12/2017;12;4;17
7;15;28/12/2017;12;4;18
9;34;28/12/2017;12;4;19
5;13;28/12/2017;12;4;20
3;9;28/12/2017;12;4;21
4;14;28/12/2017;12;4;22
3;14;28/12/2017;12;4;23
3;4;29/12/2017;12;5;0
4;11;29/12/2017;12;5;3
4;8;29/12/2017;12;5;4
7;14;29/12/2017;12;5;5
6;22;29/12/2017;12;5;6
7;31;29/12/2017;12;5;7
7;29;29/12/2017;12;5;8
7;59;29/12/2017;12;5;9
7;15;29/12/2017;12;5;10
5;25;29/12/2017;12;5;11
3;10;29/12/2017;12;5;12
3;5;29/12/2017;12;5;13
2;2;29/12/2017;12;5;14
1;1;01/01/2018;1;1;22
2;4;01/01/2018;1;1;23
1;1;02/01/2018;1;2;1
1;2;02/01/2018;1;2;3
2;2;02/01/2018;1;2;4
7;20;02/01/2018;1;2;5
7;22;02/01/2018;1;2;6
6;53;02/01/2018;1;2;7
6;68;02/01/2018;1;2;8
7;63;02/01/2018;1;2;9
7;32;02/01/2018;1;2;10
10;72;02/01/2018;1;2;11
9;59;02/01/2018;1;2;12
10;63;02/01/2018;1;2;13
10;61;02/01/2018;1;2;14
10;62;02/01/2018;1;2;15
8;44;02/01/2018;1;2;16
7;28;02/01/2018;1;2;17
6;18;02/01/2018;1;2;18
4;21;02/01/2018;1;2;19
7;56;02/01/2018;1;2;20
6;51;02/01/2018;1;2;21
5;25;02/01/2018;1;2;22
5;20;02/01/2018;1;2;23
4;18;03/01/2018;1;3;0
4;25;03/01/2018;1;3;1
2;2;03/01/2018;1;3;2
4;6;03/01/2018;1;3;3
7;26;03/01/2018;1;3;4
6;49;03/01/2018;1;3;5
7;44;03/01/2018;1;3;6
9;72;03/01/2018;1;3;7
9;90;03/01/2018;1;3;8
7;74;03/01/2018;1;3;9
9;49;03/01/2018;1;3;10
9;76;03/01/2018;1;3;11
9;38;03/01/2018;1;3;12
9;21;03/01/2018;1;3;13
8;21;03/01/2018;1;3;14
5;39;03/01/2018;1;3;15
9;28;03/01/2018;1;3;16
10;63;03/01/2018;1;3;17
10;46;03/01/2018;1;3;18
10;35;03/01/2018;1;3;19
10;45;03/01/2018;1;3;20
8;44;03/01/2018;1;3;21
9;40;03/01/2018;1;3;22
8;24;03/01/2018;1;3;23
5;20;04/01/2018;1;4;0
7;30;04/01/2018;1;4;1
4;4;04/01/2018;1;4;2
6;11;04/01/2018;1;4;4
5;18;04/01/2018;1;4;5
9;39;04/01/2018;1;4;6
9;72;04/01/2018;1;4;7
9;43;04/01/2018;1;4;8
9;65;04/01/2018;1;4;9
8;28;04/01/2018;1;4;10
10;42;04/01/2018;1;4;11
11;43;04/01/2018;1;4;12
11;32;04/01/2018;1;4;13
6;13;04/01/2018;1;4;14
11;49;04/01/2018;1;4;15
10;34;04/01/2018;1;4;16
10;47;04/01/2018;1;4;17
6;22;04/01/2018;1;4;18
7;27;04/01/2018;1;4;19
7;23;04/01/2018;1;4;20
8;22;04/01/2018;1;4;21
9;23;04/01/2018;1;4;22
11;33;04/01/2018;1;4;23
4;8;05/01/2018;1;5;0
5;10;05/01/2018;1;5;1
1;1;05/01/2018;1;5;2
3;4;05/01/2018;1;5;4
4;10;05/01/2018;1;5;5
7;22;05/01/2018;1;5;6
11;59;05/01/2018;1;5;7
10;42;05/01/2018;1;5;8
10;54;05/01/2018;1;5;9
10;40;05/01/2018;1;5;10
6;13;05/01/2018;1;5;11
5;15;05/01/2018;1;5;12
5;19;05/01/2018;1;5;13
5;14;05/01/2018;1;5;14
4;13;05/01/2018;1;5;15
2;2;05/01/2018;1;5;16
5;11;05/01/2018;1;5;17
1;1;05/01/2018;1;5;18
4;12;05/01/2018;1;5;19
2;2;05/01/2018;1;5;20
1;4;05/01/2018;1;5;21
3;4;07/01/2018;1;7;23
2;2;08/01/2018;1;1;0
2;3;08/01/2018;1;1;1
4;12;08/01/2018;1;1;3
4;16;08/01/2018;1;1;4
5;19;08/01/2018;1;1;5
10;18;08/01/2018;1;1;6
10;29;08/01/2018;1;1;7
9;27;08/01/2018;1;1;8
9;25;08/01/2018;1;1;9
10;50;08/01/2018;1;1;10
11;70;08/01/2018;1;1;11
9;82;08/01/2018;1;1;12
10;46;08/01/2018;1;1;13
8;33;08/01/2018;1;1;14
11;53;08/01/2018;1;1;15
9;74;08/01/2018;1;1;16
10;54;08/01/2018;1;1;17
7;24;08/01/2018;1;1;18
10;41;08/01/2018;1;1;19
6;25;08/01/2018;1;1;20
6;23;08/01/2018;1;1;21
7;17;08/01/2018;1;1;22
6;21;08/01/2018;1;1;23
4;5;09/01/2018;1;2;0
2;2;09/01/2018;1;2;3
8;16;09/01/2018;1;2;4
7;24;09/01/2018;1;2;5
7;47;09/01/2018;1;2;6
7;96;09/01/2018;1;2;7
7;66;09/01/2018;1;2;8
8;51;09/01/2018;1;2;9
7;60;09/01/2018;1;2;10
9;60;09/01/2018;1;2;11
9;56;09/01/2018;1;2;12
9;49;09/01/2018;1;2;13
8;41;09/01/2018;1;2;14
8;31;09/01/2018;1;2;15
7;25;09/01/2018;1;2;16
9;46;09/01/2018;1;2;17
8;29;09/01/2018;1;2;18
10;52;09/01/2018;1;2;19
10;41;09/01/2018;1;2;20
7;24;09/01/2018;1;2;21
7;14;09/01/2018;1;2;22
7;34;09/01/2018;1;2;23
6;22;10/01/2018;1;3;0
4;8;10/01/2018;1;3;1
2;4;10/01/2018;1;3;2
8;21;10/01/2018;1;3;3
7;21;10/01/2018;1;3;4
8;31;10/01/2018;1;3;5
9;37;10/01/2018;1;3;6
8;74;10/01/2018;1;3;7
7;52;10/01/2018;1;3;8
9;86;10/01/2018;1;3;9
8;64;10/01/2018;1;3;10
9;72;10/01/2018;1;3;11
9;67;10/01/2018;1;3;12
11;41;10/01/2018;1;3;13
8;25;10/01/2018;1;3;14
8;21;10/01/2018;1;3;15
5;10;10/01/2018;1;3;16
5;16;10/01/2018;1;3;17
1;1;10/01/2018;1;3;18
8;18;10/01/2018;1;3;19
10;35;10/01/2018;1;3;20
7;16;10/01/2018;1;3;21
9;30;10/01/2018;1;3;22
7;30;10/01/2018;1;3;23
5;11;11/01/2018;1;4;0
6;7;11/01/2018;1;4;1
4;5;11/01/2018;1;4;2
8;33;11/01/2018;1;4;3
5;8;11/01/2018;1;4;4
5;26;11/01/2018;1;4;5
10;46;11/01/2018;1;4;6
8;74;11/01/2018;1;4;7
7;24;11/01/2018;1;4;8
10;30;11/01/2018;1;4;9
9;32;11/01/2018;1;4;10
9;39;11/01/2018;1;4;11
11;28;11/01/2018;1;4;12
9;40;11/01/2018;1;4;13
6;10;11/01/2018;1;4;14
6;18;11/01/2018;1;4;15
5;13;11/01/2018;1;4;16
4;6;11/01/2018;1;4;17
4;8;11/01/2018;1;4;18
9;16;11/01/2018;1;4;19
8;23;11/01/2018;1;4;20
8;21;11/01/2018;1;4;21
4;9;11/01/2018;1;4;22
6;22;11/01/2018;1;4;23
5;7;12/01/2018;1;5;0
5;8;12/01/2018;1;5;1
5;9;12/01/2018;1;5;2
7;26;12/01/2018;1;5;3
8;17;12/01/2018;1;5;4
6;11;12/01/2018;1;5;5
8;17;12/01/2018;1;5;6
7;46;12/01/2018;1;5;7
7;24;12/01/2018;1;5;8
6;41;12/01/2018;1;5;9
5;18;12/01/2018;1;5;10
8;31;12/01/2018;1;5;11
9;37;12/01/2018;1;5;12
5;21;12/01/2018;1;5;13
2;3;12/01/2018;1;5;14
7;15;12/01/2018;1;5;15
1;1;12/01/2018;1;5;17
3;4;12/01/2018;1;5;18
2;7;12/01/2018;1;5;20
2;7;12/01/2018;1;5;21
5;13;15/01/2018;1;1;0
4;9;15/01/2018;1;1;1
4;16;15/01/2018;1;1;3
5;25;15/01/2018;1;1;4
5;10;15/01/2018;1;1;5
8;23;15/01/2018;1;1;6
8;28;15/01/2018;1;1;7
9;26;15/01/2018;1;1;8
10;61;15/01/2018;1;1;9
8;58;15/01/2018;1;1;10
8;64;15/01/2018;1;1;11
7;44;15/01/2018;1;1;12
9;56;15/01/2018;1;1;13
10;52;15/01/2018;1;1;14
11;55;15/01/2018;1;1;15
8;21;15/01/2018;1;1;16
7;26;15/01/2018;1;1;17
9;31;15/01/2018;1;1;18
7;20;15/01/2018;1;1;19
6;25;15/01/2018;1;1;20
7;22;15/01/2018;1;1;21
6;15;15/01/2018;1;1;22
6;19;15/01/2018;1;1;23
8;21;16/01/2018;1;2;0
6;10;16/01/2018;1;2;1
2;2;16/01/2018;1;2;2
6;11;16/01/2018;1;2;3
4;6;16/01/2018;1;2;4
10;32;16/01/2018;1;2;5
8;41;16/01/2018;1;2;6
7;44;16/01/2018;1;2;7
9;44;16/01/2018;1;2;8
8;23;16/01/2018;1;2;9
6;10;16/01/2018;1;2;10
7;17;16/01/2018;1;2;11
7;20;16/01/2018;1;2;12
6;9;16/01/2018;1;2;13
9;45;16/01/2018;1;2;14
8;50;16/01/2018;1;2;15
6;9;16/01/2018;1;2;16
6;31;16/01/2018;1;2;17
7;28;16/01/2018;1;2;18
8;50;16/01/2018;1;2;19
6;10;16/01/2018;1;2;20
