BOTS;Operaciones;fecha;Mes;dia_semana;hora
3;15;16/01/2018;1;2;21
7;13;16/01/2018;1;2;22
5;13;16/01/2018;1;2;23
3;10;17/01/2018;1;3;0
3;6;17/01/2018;1;3;3
8;17;17/01/2018;1;3;4
7;25;17/01/2018;1;3;5
9;34;17/01/2018;1;3;6
10;60;17/01/2018;1;3;7
7;60;17/01/2018;1;3;8
6;46;17/01/2018;1;3;9
7;47;17/01/2018;1;3;10
8;39;17/01/2018;1;3;11
8;43;17/01/2018;1;3;12
7;18;17/01/2018;1;3;13
10;37;17/01/2018;1;3;14
10;53;17/01/2018;1;3;15
9;25;17/01/2018;1;3;16
10;22;17/01/2018;1;3;17
7;15;17/01/2018;1;3;18
10;30;17/01/2018;1;3;19
8;24;17/01/2018;1;3;20
6;19;17/01/2018;1;3;21
5;15;17/01/2018;1;3;22
9;24;17/01/2018;1;3;23
5;10;18/01/2018;1;4;0
6;9;18/01/2018;1;4;1
3;3;18/01/2018;1;4;2
3;8;18/01/2018;1;4;3
9;23;18/01/2018;1;4;4
11;36;18/01/2018;1;4;5
10;22;18/01/2018;1;4;6
10;52;18/01/2018;1;4;7
10;53;18/01/2018;1;4;8
9;57;18/01/2018;1;4;9
8;36;18/01/2018;1;4;10
8;51;18/01/2018;1;4;11
9;62;18/01/2018;1;4;12
8;30;18/01/2018;1;4;13
10;27;18/01/2018;1;4;14
8;31;18/01/2018;1;4;15
5;7;18/01/2018;1;4;16
10;27;18/01/2018;1;4;17
5;11;18/01/2018;1;4;18
7;10;18/01/2018;1;4;19
9;23;18/01/2018;1;4;20
7;16;18/01/2018;1;4;21
6;15;18/01/2018;1;4;22
7;17;18/01/2018;1;4;23
3;6;19/01/2018;1;5;0
3;3;19/01/2018;1;5;1
2;3;19/01/2018;1;5;5
9;31;19/01/2018;1;5;6
10;44;19/01/2018;1;5;7
8;22;19/01/2018;1;5;8
9;45;19/01/2018;1;5;9
8;23;19/01/2018;1;5;10
7;17;19/01/2018;1;5;11
7;16;19/01/2018;1;5;12
7;10;19/01/2018;1;5;13
4;7;19/01/2018;1;5;14
5;22;19/01/2018;1;5;15
5;15;19/01/2018;1;5;16
5;11;19/01/2018;1;5;17
6;11;19/01/2018;1;5;18
4;9;19/01/2018;1;5;19
3;3;21/01/2018;1;7;22
5;13;21/01/2018;1;7;23
3;3;22/01/2018;1;1;0
4;5;22/01/2018;1;1;3
3;4;22/01/2018;1;1;4
4;8;22/01/2018;1;1;5
4;7;22/01/2018;1;1;6
6;32;22/01/2018;1;1;7
7;42;22/01/2018;1;1;8
8;54;22/01/2018;1;1;9
10;44;22/01/2018;1;1;10
9;43;22/01/2018;1;1;11
9;34;22/01/2018;1;1;12
9;53;22/01/2018;1;1;13
8;43;22/01/2018;1;1;14
8;32;22/01/2018;1;1;15
6;37;22/01/2018;1;1;16
4;12;22/01/2018;1;1;17
8;28;22/01/2018;1;1;18
8;28;22/01/2018;1;1;19
9;25;22/01/2018;1;1;20
10;45;22/01/2018;1;1;21
9;27;22/01/2018;1;1;22
9;42;22/01/2018;1;1;23
6;19;23/01/2018;1;2;0
6;10;23/01/2018;1;2;1
2;2;23/01/2018;1;2;3
3;3;23/01/2018;1;2;4
8;29;23/01/2018;1;2;5
8;35;23/01/2018;1;2;6
9;66;23/01/2018;1;2;7
8;46;23/01/2018;1;2;8
9;49;23/01/2018;1;2;9
8;36;23/01/2018;1;2;10
9;58;23/01/2018;1;2;11
9;56;23/01/2018;1;2;12
8;43;23/01/2018;1;2;13
6;16;23/01/2018;1;2;14
8;25;23/01/2018;1;2;15
6;16;23/01/2018;1;2;16
8;29;23/01/2018;1;2;17
7;36;23/01/2018;1;2;18
9;50;23/01/2018;1;2;19
8;26;23/01/2018;1;2;20
6;16;23/01/2018;1;2;21
5;18;23/01/2018;1;2;22
5;16;23/01/2018;1;2;23
9;17;24/01/2018;1;3;0
6;21;24/01/2018;1;3;1
7;13;24/01/2018;1;3;3
3;9;24/01/2018;1;3;4
4;10;24/01/2018;1;3;5
9;34;24/01/2018;1;3;6
9;35;24/01/2018;1;3;7
9;36;24/01/2018;1;3;8
10;58;24/01/2018;1;3;9
5;11;24/01/2018;1;3;10
9;25;24/01/2018;1;3;11
10;28;24/01/2018;1;3;12
9;34;24/01/2018;1;3;13
8;27;24/01/2018;1;3;14
8;25;24/01/2018;1;3;15
7;40;24/01/2018;1;3;16
7;20;24/01/2018;1;3;17
5;8;24/01/2018;1;3;18
3;4;24/01/2018;1;3;19
5;12;24/01/2018;1;3;20
7;17;24/01/2018;1;3;21
4;9;24/01/2018;1;3;22
5;21;24/01/2018;1;3;23
6;10;25/01/2018;1;4;0
6;15;25/01/2018;1;4;1
5;10;25/01/2018;1;4;3
6;10;25/01/2018;1;4;4
10;21;25/01/2018;1;4;5
6;28;25/01/2018;1;4;6
9;33;25/01/2018;1;4;7
9;32;25/01/2018;1;4;8
11;59;25/01/2018;1;4;9
11;46;25/01/2018;1;4;10
10;83;25/01/2018;1;4;11
9;55;25/01/2018;1;4;12
9;23;25/01/2018;1;4;13
9;17;25/01/2018;1;4;14
5;22;25/01/2018;1;4;15
7;20;25/01/2018;1;4;16
6;23;25/01/2018;1;4;17
6;26;25/01/2018;1;4;18
5;6;25/01/2018;1;4;19
5;10;25/01/2018;1;4;20
7;34;25/01/2018;1;4;21
8;31;25/01/2018;1;4;22
6;23;25/01/2018;1;4;23
4;9;26/01/2018;1;5;0
7;30;26/01/2018;1;5;1
6;9;26/01/2018;1;5;2
6;13;26/01/2018;1;5;3
5;10;26/01/2018;1;5;4
7;21;26/01/2018;1;5;5
11;28;26/01/2018;1;5;6
11;56;26/01/2018;1;5;7
9;30;26/01/2018;1;5;8
9;49;26/01/2018;1;5;9
4;6;26/01/2018;1;5;10
11;33;26/01/2018;1;5;11
4;7;26/01/2018;1;5;12
7;17;26/01/2018;1;5;13
7;10;26/01/2018;1;5;14
7;16;26/01/2018;1;5;15
3;6;26/01/2018;1;5;16
3;5;26/01/2018;1;5;17
4;8;26/01/2018;1;5;19
8;25;26/01/2018;1;5;20
7;12;26/01/2018;1;5;21
2;3;26/01/2018;1;5;23
3;9;28/01/2018;1;7;23
5;11;29/01/2018;1;1;0
3;10;29/01/2018;1;1;1
4;13;29/01/2018;1;1;2
1;1;29/01/2018;1;1;3
3;7;29/01/2018;1;1;4
7;17;29/01/2018;1;1;5
8;34;29/01/2018;1;1;6
9;54;29/01/2018;1;1;7
7;44;29/01/2018;1;1;8
7;62;29/01/2018;1;1;9
8;59;29/01/2018;1;1;10
10;73;29/01/2018;1;1;11
11;68;29/01/2018;1;1;12
10;74;29/01/2018;1;1;13
9;53;29/01/2018;1;1;14
11;65;29/01/2018;1;1;15
10;41;29/01/2018;1;1;16
9;55;29/01/2018;1;1;17
5;15;29/01/2018;1;1;18
11;37;29/01/2018;1;1;19
11;37;29/01/2018;1;1;20
6;19;29/01/2018;1;1;21
7;26;29/01/2018;1;1;22
7;32;29/01/2018;1;1;23
4;15;30/01/2018;1;2;0
7;27;30/01/2018;1;2;1
7;19;30/01/2018;1;2;2
7;15;30/01/2018;1;2;3
6;19;30/01/2018;1;2;4
9;25;30/01/2018;1;2;5
8;36;30/01/2018;1;2;6
11;66;30/01/2018;1;2;7
12;67;30/01/2018;1;2;8
10;69;30/01/2018;1;2;9
10;39;30/01/2018;1;2;10
10;32;30/01/2018;1;2;11
11;52;30/01/2018;1;2;12
7;30;30/01/2018;1;2;13
10;19;30/01/2018;1;2;14
10;31;30/01/2018;1;2;15
4;8;30/01/2018;1;2;16
9;37;30/01/2018;1;2;17
10;46;30/01/2018;1;2;18
11;52;30/01/2018;1;2;19
9;36;30/01/2018;1;2;20
7;29;30/01/2018;1;2;21
8;22;30/01/2018;1;2;22
7;22;30/01/2018;1;2;23
8;36;31/01/2018;1;3;0
4;8;31/01/2018;1;3;1
7;17;31/01/2018;1;3;3
7;23;31/01/2018;1;3;4
10;32;31/01/2018;1;3;5
10;41;31/01/2018;1;3;6
9;65;31/01/2018;1;3;7
7;20;31/01/2018;1;3;8
12;59;31/01/2018;1;3;9
11;38;31/01/2018;1;3;10
12;47;31/01/2018;1;3;11
11;31;31/01/2018;1;3;12
8;14;31/01/2018;1;3;13
6;12;31/01/2018;1;3;14
3;6;31/01/2018;1;3;15
6;21;31/01/2018;1;3;16
8;23;31/01/2018;1;3;17
7;10;31/01/2018;1;3;18
7;17;31/01/2018;1;3;19
8;23;31/01/2018;1;3;20
5;12;31/01/2018;1;3;21
5;7;31/01/2018;1;3;22
7;14;31/01/2018;1;3;23
6;7;01/02/2018;2;4;0
6;8;01/02/2018;2;4;2
6;9;01/02/2018;2;4;3
7;15;01/02/2018;2;4;4
8;13;01/02/2018;2;4;5
8;17;01/02/2018;2;4;6
11;49;01/02/2018;2;4;7
10;33;01/02/2018;2;4;8
10;20;01/02/2018;2;4;9
9;20;01/02/2018;2;4;10
11;44;01/02/2018;2;4;11
11;43;01/02/2018;2;4;12
11;44;01/02/2018;2;4;13
7;13;01/02/2018;2;4;14
8;25;01/02/2018;2;4;15
9;17;01/02/2018;2;4;16
10;26;01/02/2018;2;4;17
7;18;01/02/2018;2;4;18
8;20;01/02/2018;2;4;19
8;15;01/02/2018;2;4;20
8;17;01/02/2018;2;4;21
5;12;01/02/2018;2;4;22
8;19;01/02/2018;2;4;23
7;12;02/02/2018;2;5;0
7;20;02/02/2018;2;5;1
4;6;02/02/2018;2;5;3
5;6;02/02/2018;2;5;4
2;2;02/02/2018;2;5;5
5;7;02/02/2018;2;5;6
7;27;02/02/2018;2;5;7
8;25;02/02/2018;2;5;8
7;18;02/02/2018;2;5;9
2;2;02/02/2018;2;5;10
10;26;02/02/2018;2;5;11
7;18;02/02/2018;2;5;12
2;2;02/02/2018;2;5;13
2;2;02/02/2018;2;5;14
3;3;02/02/2018;2;5;15
1;1;02/02/2018;2;5;16
5;16;02/02/2018;2;5;17
1;1;02/02/2018;2;5;19
5;5;02/02/2018;2;5;20
3;3;02/02/2018;2;5;21
1;1;02/02/2018;2;5;23
3;3;03/02/2018;2;6;0
3;3;03/02/2018;2;6;2
1;1;04/02/2018;2;7;22
1;2;04/02/2018;2;7;23
4;7;05/02/2018;2;1;0
4;7;05/02/2018;2;1;1
3;5;05/02/2018;2;1;2
1;1;05/02/2018;2;1;3
3;4;05/02/2018;2;1;6
8;18;05/02/2018;2;1;7
6;25;05/02/2018;2;1;8
6;30;05/02/2018;2;1;9
7;32;05/02/2018;2;1;10
7;28;05/02/2018;2;1;11
7;33;05/02/2018;2;1;12
9;40;05/02/2018;2;1;13
10;27;05/02/2018;2;1;14
7;21;05/02/2018;2;1;15
4;8;05/02/2018;2;1;16
9;30;05/02/2018;2;1;17
9;27;05/02/2018;2;1;18
7;19;05/02/2018;2;1;19
8;29;05/02/2018;2;1;20
6;21;05/02/2018;2;1;21
5;8;05/02/2018;2;1;22
8;18;05/02/2018;2;1;23
5;6;06/02/2018;2;2;0
4;8;06/02/2018;2;2;1
5;5;06/02/2018;2;2;2
10;14;06/02/2018;2;2;6
11;39;06/02/2018;2;2;7
11;43;06/02/2018;2;2;8
10;39;06/02/2018;2;2;9
11;37;06/02/2018;2;2;10
9;37;06/02/2018;2;2;11
11;35;06/02/2018;2;2;12
12;38;06/02/2018;2;2;13
11;30;06/02/2018;2;2;14
11;39;06/02/2018;2;2;15
7;29;06/02/2018;2;2;16
10;36;06/02/2018;2;2;17
9;19;06/02/2018;2;2;18
10;34;06/02/2018;2;2;19
8;28;06/02/2018;2;2;20
8;15;06/02/2018;2;2;21
4;9;06/02/2018;2;2;22
1;1;06/02/2018;2;2;23
1;1;07/02/2018;2;3;1
3;4;07/02/2018;2;3;2
10;24;07/02/2018;2;3;3
6;12;07/02/2018;2;3;4
7;18;07/02/2018;2;3;5
11;28;07/02/2018;2;3;6
12;37;07/02/2018;2;3;7
10;30;07/02/2018;2;3;8
10;34;07/02/2018;2;3;9
11;34;07/02/2018;2;3;10
8;24;07/02/2018;2;3;11
9;25;07/02/2018;2;3;12
9;40;07/02/2018;2;3;13
8;22;07/02/2018;2;3;14
9;25;07/02/2018;2;3;15
3;7;07/02/2018;2;3;16
6;10;07/02/2018;2;3;17
10;28;07/02/2018;2;3;18
8;17;07/02/2018;2;3;19
10;31;07/02/2018;2;3;20
10;16;07/02/2018;2;3;21
3;4;07/02/2018;2;3;22
8;9;07/02/2018;2;3;23
3;6;08/02/2018;2;4;0
7;22;08/02/2018;2;4;1
5;12;08/02/2018;2;4;2
9;28;08/02/2018;2;4;3
7;19;08/02/2018;2;4;4
6;16;08/02/2018;2;4;5
8;24;08/02/2018;2;4;6
9;32;08/02/2018;2;4;7
8;23;08/02/2018;2;4;8
8;26;08/02/2018;2;4;9
7;25;08/02/2018;2;4;10
9;50;08/02/2018;2;4;11
8;34;08/02/2018;2;4;12
7;22;08/02/2018;2;4;13
6;23;08/02/2018;2;4;14
8;30;08/02/2018;2;4;15
6;16;08/02/2018;2;4;16
5;13;08/02/2018;2;4;17
6;21;08/02/2018;2;4;18
6;28;08/02/2018;2;4;19
7;22;08/02/2018;2;4;20
4;7;08/02/2018;2;4;21
6;16;08/02/2018;2;4;22
7;27;08/02/2018;2;4;23
3;4;09/02/2018;2;5;0
6;7;09/02/2018;2;5;1
2;2;09/02/2018;2;5;2
6;6;09/02/2018;2;5;3
8;15;09/02/2018;2;5;4
9;31;09/02/2018;2;5;5
7;23;09/02/2018;2;5;6
8;28;09/02/2018;2;5;7
8;34;09/02/2018;2;5;8
9;26;09/02/2018;2;5;9
8;19;09/02/2018;2;5;10
8;14;09/02/2018;2;5;11
5;10;09/02/2018;2;5;12
6;8;09/02/2018;2;5;13
4;4;09/02/2018;2;5;14
9;36;09/02/2018;2;5;15
2;4;09/02/2018;2;5;16
6;13;09/02/2018;2;5;17
6;8;09/02/2018;2;5;18
6;9;09/02/2018;2;5;19
4;4;09/02/2018;2;5;20
1;2;09/02/2018;2;5;21
1;1;09/02/2018;2;5;22
1;1;11/02/2018;2;7;22
1;2;11/02/2018;2;7;23
2;3;12/02/2018;2;1;0
3;5;12/02/2018;2;1;1
5;9;12/02/2018;2;1;5
6;19;12/02/2018;2;1;6
7;36;12/02/2018;2;1;7
8;32;12/02/2018;2;1;8
9;42;12/02/2018;2;1;9
10;41;12/02/2018;2;1;10
10;40;12/02/2018;2;1;11
10;18;12/02/2018;2;1;12
5;7;12/02/2018;2;1;13
5;8;12/02/2018;2;1;14
9;30;12/02/2018;2;1;15
9;25;12/02/2018;2;1;16
10;38;12/02/2018;2;1;17
8;16;12/02/2018;2;1;18
8;18;12/02/2018;2;1;19
8;15;12/02/2018;2;1;20
4;11;12/02/2018;2;1;21
7;15;12/02/2018;2;1;22
4;9;12/02/2018;2;1;23
4;5;13/02/2018;2;2;0
3;3;13/02/2018;2;2;3
7;10;13/02/2018;2;2;4
6;9;13/02/2018;2;2;5
7;21;13/02/2018;2;2;6
10;48;13/02/2018;2;2;7
9;30;13/02/2018;2;2;8
9;35;13/02/2018;2;2;9
9;28;13/02/2018;2;2;10
9;47;13/02/2018;2;2;11
11;27;13/02/2018;2;2;12
11;33;13/02/2018;2;2;13
12;26;13/02/2018;2;2;14
10;27;13/02/2018;2;2;15
10;23;13/02/2018;2;2;16
10;24;13/02/2018;2;2;17
8;20;13/02/2018;2;2;18
9;18;13/02/2018;2;2;19
9;25;13/02/2018;2;2;20
10;18;13/02/2018;2;2;21
9;21;13/02/2018;2;2;22
7;13;13/02/2018;2;2;23
5;11;14/02/2018;2;3;0
9;12;14/02/2018;2;3;2
10;23;14/02/2018;2;3;3
8;10;14/02/2018;2;3;4
5;9;14/02/2018;2;3;5
9;15;14/02/2018;2;3;6
11;29;14/02/2018;2;3;7
11;24;14/02/2018;2;3;8
6;15;14/02/2018;2;3;9
8;23;14/02/2018;2;3;10
8;44;14/02/2018;2;3;11
8;32;14/02/2018;2;3;12
11;27;14/02/2018;2;3;13
10;29;14/02/2018;2;3;14
4;7;14/02/2018;2;3;15
4;10;14/02/2018;2;3;16
8;12;14/02/2018;2;3;17
9;23;14/02/2018;2;3;18
9;23;14/02/2018;2;3;19
7;13;14/02/2018;2;3;20
7;17;14/02/2018;2;3;21
5;9;14/02/2018;2;3;22
8;28;14/02/2018;2;3;23
2;2;15/02/2018;2;4;0
8;22;15/02/2018;2;4;1
6;7;15/02/2018;2;4;2
3;3;15/02/2018;2;4;4
6;11;15/02/2018;2;4;5
6;13;15/02/2018;2;4;6
7;18;15/02/2018;2;4;7
6;13;15/02/2018;2;4;8
2;2;15/02/2018;2;4;9
5;10;15/02/2018;2;4;10
7;23;15/02/2018;2;4;11
7;35;15/02/2018;2;4;12
9;50;15/02/2018;2;4;13
10;42;15/02/2018;2;4;14
9;43;15/02/2018;2;4;15
9;34;15/02/2018;2;4;16
8;23;15/02/2018;2;4;17
10;41;15/02/2018;2;4;18
8;27;15/02/2018;2;4;19
9;25;15/02/2018;2;4;20
9;42;15/02/2018;2;4;21
5;15;15/02/2018;2;4;22
8;23;15/02/2018;2;4;23
5;14;16/02/2018;2;5;0
5;15;16/02/2018;2;5;1
6;12;16/02/2018;2;5;2
3;4;16/02/2018;2;5;3
6;9;16/02/2018;2;5;4
7;16;16/02/2018;2;5;5
10;22;16/02/2018;2;5;6
10;22;16/02/2018;2;5;7
10;20;16/02/2018;2;5;8
10;41;16/02/2018;2;5;9
8;23;16/02/2018;2;5;10
8;39;16/02/2018;2;5;11
9;34;16/02/2018;2;5;12
8;25;16/02/2018;2;5;13
6;13;16/02/2018;2;5;14
10;32;16/02/2018;2;5;15
5;7;16/02/2018;2;5;16
9;19;16/02/2018;2;5;17
2;2;16/02/2018;2;5;18
7;13;16/02/2018;2;5;19
3;5;16/02/2018;2;5;20
1;1;18/02/2018;2;7;22
3;5;18/02/2018;2;7;23
3;3;19/02/2018;2;1;0
1;1;19/02/2018;2;1;1
2;3;19/02/2018;2;1;3
2;2;19/02/2018;2;1;4
3;6;19/02/2018;2;1;5
6;12;19/02/2018;2;1;6
7;22;19/02/2018;2;1;7
9;32;19/02/2018;2;1;8
9;48;19/02/2018;2;1;9
9;39;19/02/2018;2;1;10
9;39;19/02/2018;2;1;11
9;35;19/02/2018;2;1;12
10;36;19/02/2018;2;1;13
7;18;19/02/2018;2;1;14
8;28;19/02/2018;2;1;15
7;17;19/02/2018;2;1;16
9;20;19/02/2018;2;1;17
8;32;19/02/2018;2;1;18
7;24;19/02/2018;2;1;19
9;28;19/02/2018;2;1;20
6;19;19/02/2018;2;1;21
7;13;19/02/2018;2;1;22
5;8;19/02/2018;2;1;23
1;1;20/02/2018;2;2;0
3;4;20/02/2018;2;2;1
3;5;20/02/2018;2;2;2
7;10;20/02/2018;2;2;3
7;10;20/02/2018;2;2;4
6;19;20/02/2018;2;2;5
7;25;20/02/2018;2;2;6
5;20;20/02/2018;2;2;7
8;35;20/02/2018;2;2;8
9;42;20/02/2018;2;2;9
9;31;20/02/2018;2;2;10
8;23;20/02/2018;2;2;11
7;31;20/02/2018;2;2;12
8;24;20/02/2018;2;2;13
6;9;20/02/2018;2;2;14
8;15;20/02/2018;2;2;15
6;20;20/02/2018;2;2;16
7;23;20/02/2018;2;2;17
3;4;20/02/2018;2;2;18
7;19;20/02/2018;2;2;19
9;23;20/02/2018;2;2;20
8;22;20/02/2018;2;2;21
7;20;20/02/2018;2;2;22
7;15;20/02/2018;2;2;23
3;7;21/02/2018;2;3;0
3;5;21/02/2018;2;3;1
5;7;21/02/2018;2;3;2
7;26;21/02/2018;2;3;3
5;16;21/02/2018;2;3;4
6;14;21/02/2018;2;3;5
7;20;21/02/2018;2;3;6
9;49;21/02/2018;2;3;7
9;27;21/02/2018;2;3;8
6;20;21/02/2018;2;3;9
4;13;21/02/2018;2;3;10
8;13;21/02/2018;2;3;11
9;18;21/02/2018;2;3;12
6;9;21/02/2018;2;3;13
6;11;21/02/2018;2;3;14
8;17;21/02/2018;2;3;15
8;19;21/02/2018;2;3;16
6;13;21/02/2018;2;3;17
8;27;21/02/2018;2;3;18
8;30;21/02/2018;2;3;19
10;38;21/02/2018;2;3;20
8;22;21/02/2018;2;3;21
7;21;21/02/2018;2;3;22
8;29;21/02/2018;2;3;23
1;1;22/02/2018;2;4;0
2;3;22/02/2018;2;4;1
2;3;22/02/2018;2;4;3
4;12;22/02/2018;2;4;4
8;19;22/02/2018;2;4;5
8;27;22/02/2018;2;4;6
8;31;22/02/2018;2;4;7
7;34;22/02/2018;2;4;8
9;58;22/02/2018;2;4;9
7;26;22/02/2018;2;4;10
8;25;22/02/2018;2;4;11
9;37;22/02/2018;2;4;12
7;23;22/02/2018;2;4;13
6;11;22/02/2018;2;4;14
8;43;22/02/2018;2;4;15
8;24;22/02/2018;2;4;16
9;29;22/02/2018;2;4;17
8;53;22/02/2018;2;4;18
8;21;22/02/2018;2;4;19
7;12;22/02/2018;2;4;20
5;15;22/02/2018;2;4;21
7;17;22/02/2018;2;4;22
6;18;22/02/2018;2;4;23
5;8;23/02/2018;2;5;0
2;3;23/02/2018;2;5;1
4;6;23/02/2018;2;5;2
8;23;23/02/2018;2;5;3
7;13;23/02/2018;2;5;4
9;24;23/02/2018;2;5;5
8;34;23/02/2018;2;5;6
8;46;23/02/2018;2;5;7
8;34;23/02/2018;2;5;8
7;38;23/02/2018;2;5;9
6;13;23/02/2018;2;5;10
8;28;23/02/2018;2;5;11
8;22;23/02/2018;2;5;12
6;12;23/02/2018;2;5;13
3;6;23/02/2018;2;5;14
7;25;23/02/2018;2;5;15
6;20;23/02/2018;2;5;16
7;10;23/02/2018;2;5;17
6;10;23/02/2018;2;5;18
5;14;23/02/2018;2;5;19
2;2;23/02/2018;2;5;20
4;6;23/02/2018;2;5;21
4;15;23/02/2018;2;5;22
3;6;23/02/2018;2;5;23
1;1;24/02/2018;2;6;0
4;6;25/02/2018;2;7;23
2;2;26/02/2018;2;1;0
3;5;26/02/2018;2;1;1
2;2;26/02/2018;2;1;2
4;8;26/02/2018;2;1;3
1;1;26/02/2018;2;1;5
7;15;26/02/2018;2;1;6
8;33;26/02/2018;2;1;7
8;23;26/02/2018;2;1;8
8;29;26/02/2018;2;1;9
9;44;26/02/2018;2;1;10
9;48;26/02/2018;2;1;11
9;52;26/02/2018;2;1;12
9;53;26/02/2018;2;1;13
9;28;26/02/2018;2;1;14
8;22;26/02/2018;2;1;15
8;23;26/02/2018;2;1;16
7;28;26/02/2018;2;1;17
8;30;26/02/2018;2;1;18
9;27;26/02/2018;2;1;19
9;24;26/02/2018;2;1;20
6;10;26/02/2018;2;1;21
6;23;26/02/2018;2;1;22
7;28;26/02/2018;2;1;23
5;6;27/02/2018;2;2;0
5;14;27/02/2018;2;2;1
1;1;27/02/2018;2;2;2
2;2;27/02/2018;2;2;3
6;16;27/02/2018;2;2;4
6;15;27/02/2018;2;2;5
5;10;27/02/2018;2;2;6
10;50;27/02/2018;2;2;7
9;48;27/02/2018;2;2;8
10;50;27/02/2018;2;2;9
11;34;27/02/2018;2;2;10
10;27;27/02/2018;2;2;11
9;23;27/02/2018;2;2;12
10;38;27/02/2018;2;2;13
8;25;27/02/2018;2;2;14
9;37;27/02/2018;2;2;15
10;20;27/02/2018;2;2;16
10;29;27/02/2018;2;2;17
10;30;27/02/2018;2;2;18
5;8;27/02/2018;2;2;19
9;52;27/02/2018;2;2;20
9;36;27/02/2018;2;2;21
6;8;27/02/2018;2;2;22
1;1;28/02/2018;2;3;0
5;7;28/02/2018;2;3;1
5;15;28/02/2018;2;3;2
8;18;28/02/2018;2;3;3
9;25;28/02/2018;2;3;4
9;28;28/02/2018;2;3;5
8;23;28/02/2018;2;3;6
9;38;28/02/2018;2;3;7
9;27;28/02/2018;2;3;8
8;24;28/02/2018;2;3;9
5;17;28/02/2018;2;3;10
10;32;28/02/2018;2;3;11
9;41;28/02/2018;2;3;12
9;21;28/02/2018;2;3;13
9;14;28/02/2018;2;3;14
8;19;28/02/2018;2;3;15
7;21;28/02/2018;2;3;16
8;30;28/02/2018;2;3;17
6;18;28/02/2018;2;3;18
8;23;28/02/2018;2;3;19
8;20;28/02/2018;2;3;20
10;31;28/02/2018;2;3;21
9;16;28/02/2018;2;3;22
3;3;28/02/2018;2;3;23
3;6;01/03/2018;3;4;0
5;13;01/03/2018;3;4;1
4;9;01/03/2018;3;4;2
6;14;01/03/2018;3;4;3
4;9;01/03/2018;3;4;4
3;6;01/03/2018;3;4;5
7;21;01/03/2018;3;4;6
9;32;01/03/2018;3;4;7
6;15;01/03/2018;3;4;8
10;29;01/03/2018;3;4;9
9;35;01/03/2018;3;4;10
10;58;01/03/2018;3;4;11
8;35;01/03/2018;3;4;12
11;31;01/03/2018;3;4;13
10;18;01/03/2018;3;4;14
8;39;01/03/2018;3;4;15
8;19;01/03/2018;3;4;16
11;36;01/03/2018;3;4;17
9;17;01/03/2018;3;4;18
10;41;01/03/2018;3;4;19
7;33;01/03/2018;3;4;20
8;51;01/03/2018;3;4;21
7;19;01/03/2018;3;4;22
9;21;01/03/2018;3;4;23
8;22;02/03/2018;3;5;0
9;28;02/03/2018;3;5;1
8;18;02/03/2018;3;5;2
4;4;02/03/2018;3;5;3
7;10;02/03/2018;3;5;4
6;10;02/03/2018;3;5;5
7;25;02/03/2018;3;5;6
8;34;02/03/2018;3;5;7
5;9;02/03/2018;3;5;8
9;27;02/03/2018;3;5;9
8;17;02/03/2018;3;5;10
8;35;02/03/2018;3;5;11
10;38;02/03/2018;3;5;12
6;16;02/03/2018;3;5;13
7;16;02/03/2018;3;5;14
9;29;02/03/2018;3;5;15
7;24;02/03/2018;3;5;16
9;25;02/03/2018;3;5;17
8;27;02/03/2018;3;5;18
5;11;02/03/2018;3;5;19
7;22;02/03/2018;3;5;20
5;10;02/03/2018;3;5;21
4;6;02/03/2018;3;5;22
4;6;02/03/2018;3;5;23
1;1;03/03/2018;3;6;3
6;10;03/03/2018;3;6;4
2;2;03/03/2018;3;6;5
2;2;04/03/2018;3;7;23
5;5;05/03/2018;3;1;0
4;7;05/03/2018;3;1;1
4;4;05/03/2018;3;1;2
5;14;05/03/2018;3;1;3
5;5;05/03/2018;3;1;4
6;11;05/03/2018;3;1;5
6;16;05/03/2018;3;1;6
8;22;05/03/2018;3;1;7
7;22;05/03/2018;3;1;8
10;46;05/03/2018;3;1;9
9;21;05/03/2018;3;1;10
8;24;05/03/2018;3;1;11
9;49;05/03/2018;3;1;12
11;45;05/03/2018;3;1;13
8;16;05/03/2018;3;1;14
8;25;05/03/2018;3;1;15
6;8;05/03/2018;3;1;16
7;28;05/03/2018;3;1;17
7;12;05/03/2018;3;1;18
6;20;05/03/2018;3;1;19
7;36;05/03/2018;3;1;20
8;16;05/03/2018;3;1;21
7;18;05/03/2018;3;1;22
7;38;05/03/2018;3;1;23
6;23;06/03/2018;3;2;0
11;21;06/03/2018;3;2;3
8;13;06/03/2018;3;2;4
7;10;06/03/2018;3;2;5
11;41;06/03/2018;3;2;6
10;52;06/03/2018;3;2;7
7;37;06/03/2018;3;2;8
10;41;06/03/2018;3;2;9
10;26;06/03/2018;3;2;10
9;29;06/03/2018;3;2;11
6;11;06/03/2018;3;2;12
8;18;06/03/2018;3;2;13
8;15;06/03/2018;3;2;14
6;11;06/03/2018;3;2;15
2;2;06/03/2018;3;2;16
9;15;06/03/2018;3;2;17
4;5;06/03/2018;3;2;18
5;8;06/03/2018;3;2;19
7;15;06/03/2018;3;2;20
9;34;06/03/2018;3;2;21
8;33;06/03/2018;3;2;22
8;46;06/03/2018;3;2;23
8;28;07/03/2018;3;3;0
7;28;07/03/2018;3;3;1
2;3;07/03/2018;3;3;2
10;16;07/03/2018;3;3;3
7;10;07/03/2018;3;3;4
