IDREGISTRO;FECHA;VEHICULO;INDICE;ESTACION;TEMPERATURA;SOC;TENSION;CONSUMO
50849;2017-10-02 03:41:19.057;37;63;3716;-124;97;2667;0
50850;2017-10-02 03:41:23.030;37;63;3716;-127;97;2667;0
50851;2017-10-02 03:41:27.040;37;63;3716;-127;97;2667;0
50852;2017-10-02 03:41:31.027;37;63;3716;-125;97;2667;0
50853;2017-10-02 03:41:35.097;37;63;3716;-128;97;2667;0
50854;2017-10-02 03:41:39.063;37;63;3716;-124;97;2667;0
50855;2017-10-02 03:41:43.067;37;63;3716;-126;97;2667;0
50856;2017-10-02 03:41:47.927;37;63;3716;-128;97;2667;0
50857;2017-10-02 03:41:52.100;37;63;3716;-126;97;2667;0
50858;2017-10-02 03:41:56.083;37;63;3716;-127;97;2667;0
50859;2017-10-02 03:42:00.060;37;63;3716;-127;97;2667;0
50860;2017-10-02 03:42:04.063;37;63;3716;-125;97;2667;0
50861;2017-10-02 03:42:08.127;37;63;3716;-125;97;2667;0
50862;2017-10-02 03:42:12.133;37;63;3716;-127;97;2667;0
50863;2017-10-02 03:42:16.953;37;63;3716;-125;97;2667;0
50864;2017-10-02 03:42:21.093;37;63;3716;-126;97;2667;0
50865;2017-10-02 03:42:25.147;37;63;3716;-124;97;2667;0
50866;2017-10-02 03:42:29.127;37;63;3716;-125;97;2667;0
50867;2017-10-02 03:42:33.117;37;63;3716;-124;97;2667;0
50868;2017-10-02 03:42:37.107;37;63;3716;-125;97;2667;0
50869;2017-10-02 03:42:41.107;37;63;3716;-127;97;2667;0
50870;2017-10-02 03:42:45.140;37;63;3716;-125;97;2667;0
50871;2017-10-02 03:42:49.143;37;63;3716;-127;97;2667;0
50872;2017-10-02 03:42:54.110;37;63;3716;-126;97;2667;0
50873;2017-10-02 03:42:58.153;37;63;3716;-126;97;2667;0
50874;2017-10-02 03:43:02.167;37;63;3716;-127;97;2667;0
50875;2017-10-02 03:43:06.157;37;63;3716;-127;97;2667;0
50876;2017-10-02 03:43:10.137;37;63;3716;-126;97;2667;0
50877;2017-10-02 03:43:14.190;37;63;3716;127;97;2667;0
50878;2017-10-02 03:43:18.293;37;63;3716;-126;97;2667;0
50879;2017-10-02 03:43:22.183;37;63;3716;-127;97;2667;0
50880;2017-10-02 03:43:26.200;37;63;3716;-127;97;2667;0
50881;2017-10-02 03:43:30.290;37;63;3716;-125;97;2667;0
50882;2017-10-02 03:43:34.187;37;63;3716;-127;97;2667;0
50883;2017-10-02 03:43:38.187;37;63;3716;-125;97;2667;0
50884;2017-10-02 03:43:42.197;37;63;3716;-128;97;2667;0
50885;2017-10-02 03:43:46.217;37;63;3716;-127;97;2667;0
50886;2017-10-02 03:43:50.220;37;63;3716;-126;97;2667;0
50887;2017-10-02 03:43:54.197;37;63;3716;-128;97;2667;0
50888;2017-10-02 03:43:58.187;37;63;3716;-128;97;2667;0
50889;2017-10-02 03:44:02.190;37;63;3716;-125;97;2667;0
50890;2017-10-02 03:44:06.230;37;63;3716;-128;97;2667;0
50891;2017-10-02 03:44:11.220;37;63;3716;-127;97;2667;0
50892;2017-10-02 03:44:15.220;37;63;3716;-125;97;2667;0
50893;2017-10-02 03:44:19.230;37;63;3716;127;97;2667;0
50894;2017-10-02 03:44:23.240;37;63;3716;-126;97;2667;0
50895;2017-10-02 03:44:27.257;37;63;3716;-127;97;2667;0
50896;2017-10-02 03:44:31.260;37;63;3716;127;97;2667;0
50897;2017-10-02 03:44:36.217;37;63;3716;-125;97;2667;0
50898;2017-10-02 03:44:40.263;37;63;3716;126;97;2667;0
50899;2017-10-02 03:44:44.260;37;63;3716;-125;97;2667;0
50900;2017-10-02 03:44:48.477;37;63;3716;-128;97;2667;0
50901;2017-10-02 03:44:52.257;37;63;3716;126;97;2667;0
50902;2017-10-02 03:44:56.307;37;63;3716;-124;97;2667;0
50903;2017-10-02 03:45:00.303;37;63;3716;126;97;2667;0
50904;2017-10-02 03:45:04.340;37;63;3716;-126;97;2667;0
50905;2017-10-02 03:45:09.800;37;63;3716;-126;97;2667;0
50906;2017-10-02 03:45:14.293;37;63;3716;127;97;2667;0
50907;2017-10-02 03:45:18.360;37;63;3716;-125;97;2667;0
50908;2017-10-02 03:45:22.340;37;63;3716;-128;97;2667;0
50909;2017-10-02 03:45:27.293;37;63;3716;-125;97;2667;0
50910;2017-10-02 03:45:31.400;37;63;3716;-128;97;2667;0
50911;2017-10-02 03:45:35.307;37;63;3716;-127;97;2667;0
50912;2017-10-02 03:45:39.310;37;63;3716;-125;97;2667;0
50913;2017-10-02 03:45:44.427;37;63;3716;-127;97;2667;0
50914;2017-10-02 03:45:49.430;37;63;3716;-124;97;2667;0
50915;2017-10-02 03:45:53.420;37;63;3716;-128;97;2667;0
50916;2017-10-02 03:45:57.340;37;63;3716;-127;97;2667;0
50917;2017-10-02 03:46:01.407;37;63;3716;-126;97;2667;0
50918;2017-10-02 03:46:05.370;37;63;3716;-127;97;2667;0
50919;2017-10-02 03:46:09.367;37;63;3716;-126;97;2667;0
50920;2017-10-02 03:46:13.360;37;63;3716;-128;97;2667;0
50921;2017-10-02 03:46:17.603;37;63;3716;127;97;2667;0
50922;2017-10-02 03:46:22.447;37;63;3716;127;97;2667;0
50923;2017-10-02 03:46:26.437;37;63;3716;126;97;2667;0
50924;2017-10-02 03:46:30.417;37;63;3716;-125;97;2667;0
50925;2017-10-02 03:46:34.477;37;63;3716;-127;97;2667;0
50926;2017-10-02 03:46:38.450;37;63;3716;126;97;2667;0
50927;2017-10-02 03:46:42.490;37;63;3716;-123;97;2667;0
50928;2017-10-02 03:46:46.430;37;63;3716;-124;97;2667;0
50929;2017-10-02 03:46:50.473;37;63;3716;-124;97;2667;0
50930;2017-10-02 03:46:54.510;37;63;3716;-124;97;2667;0
50931;2017-10-02 03:46:59.327;37;63;3716;-128;97;2667;0
50932;2017-10-02 03:47:03.500;37;63;3716;-125;97;2667;0
50933;2017-10-02 03:47:07.460;37;63;3716;127;97;2667;0
50934;2017-10-02 03:47:11.560;37;63;3716;-124;97;2667;0
50935;2017-10-02 03:47:15.487;37;63;3716;-125;97;2667;0
50936;2017-10-02 03:47:19.490;37;63;3716;-128;97;2667;0
50937;2017-10-02 03:47:23.527;37;63;3716;-128;97;2667;0
50938;2017-10-02 03:47:27.510;37;63;3716;-124;97;2667;0
50939;2017-10-02 03:47:31.497;37;63;3716;-127;97;2667;0
50940;2017-10-02 03:47:35.507;37;63;3716;-125;97;2667;0
50941;2017-10-02 03:47:39.547;37;63;3716;-126;97;2667;0
50942;2017-10-02 03:47:44.357;37;63;3716;-128;97;2667;0
50943;2017-10-02 03:47:48.520;37;63;3716;-128;97;2667;0
50944;2017-10-02 03:47:52.567;37;63;3716;126;97;2667;0
50945;2017-10-02 03:47:56.537;37;63;3716;-124;97;2667;0
50946;2017-10-02 03:48:00.523;37;63;3716;-126;97;2667;0
50947;2017-10-02 03:48:04.543;37;63;3716;127;97;2667;0
50948;2017-10-02 03:48:08.560;37;63;3716;-124;97;2667;0
50949;2017-10-02 03:48:12.567;37;63;3716;125;97;2667;0
50950;2017-10-02 03:48:16.553;37;63;3716;-124;97;2667;0
50951;2017-10-02 03:48:20.540;37;63;3716;-127;97;2667;0
50952;2017-10-02 03:48:24.537;37;63;3716;-128;97;2667;0
50953;2017-10-02 03:48:28.577;37;63;3716;-125;97;2667;0
50954;2017-10-02 03:48:32.590;37;63;3716;-125;97;2667;0
50955;2017-10-02 03:48:36.550;37;63;3716;-125;97;2667;0
50956;2017-10-02 03:48:41.577;37;63;3716;-125;97;2667;0
50957;2017-10-02 03:48:45.577;37;63;3716;127;97;2667;0
50958;2017-10-02 03:48:49.570;37;63;3716;-127;97;2667;0
50959;2017-10-02 03:48:53.570;37;63;3716;-128;97;2667;0
50960;2017-10-02 03:48:57.620;37;63;3716;-127;97;2667;0
50961;2017-10-02 03:49:01.647;37;63;3716;-125;97;2667;0
50962;2017-10-02 03:49:05.620;37;63;3716;-128;97;2667;0
50963;2017-10-02 03:49:09.593;37;63;3716;-125;97;2667;0
50964;2017-10-02 03:49:13.617;37;63;3716;-125;97;2667;0
50965;2017-10-02 03:49:17.657;37;63;3716;127;97;2667;0
50966;2017-10-02 03:49:21.640;37;63;3716;-125;97;2667;0
50967;2017-10-02 03:49:25.610;37;63;3716;-126;97;2667;0
50968;2017-10-02 03:49:29.633;37;63;3716;-127;97;2667;0
50969;2017-10-02 03:49:33.633;37;63;3716;-124;97;2667;0
50970;2017-10-02 03:49:37.673;37;63;3716;127;97;2667;0
50971;2017-10-02 03:49:41.650;37;63;3716;-125;97;2667;0
50972;2017-10-02 03:49:45.630;37;63;3716;-127;97;2667;0
50973;2017-10-02 03:49:50.530;37;63;3716;-127;97;2667;0
50974;2017-10-02 03:49:54.653;37;63;3716;-124;97;2667;0
50975;2017-10-02 03:49:58.667;37;63;3716;-127;97;2667;0
50976;2017-10-02 03:50:02.660;37;63;3716;-124;97;2667;0
50977;2017-10-02 03:50:06.663;37;63;3716;-128;97;2667;0
50978;2017-10-02 03:50:10.713;37;63;3716;-127;97;2667;0
50979;2017-10-02 03:50:14.650;37;63;3716;-126;97;2667;0
50980;2017-10-02 03:50:18.690;37;63;3716;-127;97;2667;0
50981;2017-10-02 03:50:23.690;37;63;3716;-124;97;2667;0
50982;2017-10-02 03:50:27.687;37;63;3716;-125;97;2667;0
50983;2017-10-02 03:50:31.703;37;63;3716;-127;97;2667;0
50984;2017-10-02 03:50:35.690;37;63;3716;-127;97;2667;0
50985;2017-10-02 03:50:39.747;37;63;3716;-126;97;2667;0
50986;2017-10-02 03:50:44.563;37;63;3716;-127;97;2667;0
50987;2017-10-02 03:50:48.710;37;63;3716;-125;97;2667;0
50988;2017-10-02 03:50:52.757;37;63;3716;-126;97;2667;0
50989;2017-10-02 03:50:56.710;37;63;3716;-128;97;2667;0
50990;2017-10-02 03:51:00.737;37;63;3716;-126;97;2667;0
50991;2017-10-02 03:51:04.727;37;63;3716;-128;97;2667;0
50992;2017-10-02 03:51:08.747;37;63;3716;-125;97;2667;0
50993;2017-10-02 03:51:12.757;37;63;3716;-127;97;2667;0
50994;2017-10-02 03:51:16.740;37;63;3716;-127;97;2667;0
50995;2017-10-02 03:51:20.753;37;63;3716;-123;97;2667;0
50996;2017-10-02 03:51:24.727;37;63;3716;-128;97;2667;0
50997;2017-10-02 03:51:28.733;37;63;3716;-124;97;2667;0
50998;2017-10-02 03:51:32.760;37;63;3716;-125;97;2667;0
50999;2017-10-02 03:51:36.797;37;63;3716;-128;97;2667;0
51000;2017-10-02 03:51:40.783;37;63;3716;-128;97;2667;0
51001;2017-10-02 03:51:44.763;37;63;3716;-128;97;2667;0
51002;2017-10-02 03:51:48.773;37;63;3716;-126;97;2667;0
51003;2017-10-02 03:51:52.793;37;63;3716;-127;97;2667;0
51004;2017-10-02 03:51:56.787;37;63;3716;-126;97;2667;0
51005;2017-10-02 03:52:00.810;37;63;3716;-126;97;2667;0
51006;2017-10-02 03:52:05.677;37;63;3716;-125;97;2667;0
51007;2017-10-02 03:52:09.803;37;63;3716;-128;97;2667;0
51008;2017-10-02 03:52:13.777;37;63;3716;-126;97;2667;0
51009;2017-10-02 03:52:17.787;37;63;3716;-126;97;2667;0
51010;2017-10-02 03:52:21.817;37;63;3716;-127;97;2667;0
51011;2017-10-02 03:52:25.850;37;63;3716;-127;97;2667;0
51012;2017-10-02 03:52:29.857;37;63;3716;-127;97;2667;0
51013;2017-10-02 03:52:33.840;37;63;3716;-125;97;2667;0
51014;2017-10-02 03:52:37.840;37;63;3716;126;97;2667;0
51015;2017-10-02 03:52:41.860;37;63;3716;-127;97;2667;0
51016;2017-10-02 03:52:45.920;37;63;3716;-124;97;2667;0
51017;2017-10-02 03:52:49.867;37;63;3716;-127;97;2667;0
51018;2017-10-02 03:52:53.887;37;63;3716;-125;97;2667;0
51019;2017-10-02 03:52:58.917;37;63;3716;-128;97;2667;0
51020;2017-10-02 03:53:02.830;37;63;3716;127;97;2667;0
51021;2017-10-02 03:53:06.837;37;63;3716;-127;97;2667;0
51022;2017-10-02 03:53:10.843;37;63;3716;-128;97;2667;0
51023;2017-10-02 03:53:14.873;37;63;3716;-127;97;2667;0
51024;2017-10-02 03:53:18.910;37;63;3716;-126;97;2667;0
51025;2017-10-02 03:53:22.903;37;63;3716;-127;97;2667;0
51026;2017-10-02 03:53:26.870;37;63;3716;-126;97;2667;0
51027;2017-10-02 03:53:30.877;37;63;3716;-125;97;2667;0
51028;2017-10-02 03:53:34.900;37;63;3716;-127;97;2667;0
51029;2017-10-02 03:53:38.923;37;63;3716;-124;97;2667;0
51030;2017-10-02 03:53:42.950;37;63;3716;-128;97;2667;0
51031;2017-10-02 03:53:47.017;37;63;3716;-128;97;2667;0
51032;2017-10-02 03:53:50.943;37;63;3716;-125;97;2667;0
51033;2017-10-02 03:53:55.960;37;63;3716;-128;97;2667;0
51034;2017-10-02 03:53:59.940;37;63;3716;-124;97;2667;0
51035;2017-10-02 03:54:03.977;37;63;3716;-126;97;2667;0
51036;2017-10-02 03:54:07.950;37;63;3716;-127;97;2667;0
51037;2017-10-02 03:54:11.960;37;63;3716;-125;97;2667;0
51038;2017-10-02 03:54:15.917;37;63;3716;-128;97;2667;0
51039;2017-10-02 03:54:19.910;37;63;3716;-124;97;2667;0
51040;2017-10-02 03:54:23.910;37;63;3716;-127;97;2667;0
51041;2017-10-02 03:54:27.940;37;63;3716;-127;97;2667;0
51042;2017-10-02 03:54:31.970;37;63;3716;-124;97;2667;0
51043;2017-10-02 03:54:35.957;37;63;3716;-128;97;2667;0
51044;2017-10-02 03:54:39.947;37;63;3716;-125;97;2667;0
51045;2017-10-02 03:54:43.937;37;63;3716;-127;97;2667;0
51046;2017-10-02 03:54:47.957;37;63;3716;-128;97;2667;0
51047;2017-10-02 03:54:51.967;37;63;3716;-128;97;2667;0
51048;2017-10-02 03:54:55.937;37;63;3716;-127;97;2667;0
51049;2017-10-02 03:54:59.947;37;63;3716;-124;97;2667;0
51050;2017-10-02 03:55:03.970;37;63;3716;-125;97;2667;0
51051;2017-10-02 03:55:07.963;37;63;3716;-126;97;2667;0
51052;2017-10-02 03:55:12.000;37;63;3716;-125;97;2667;0
51053;2017-10-02 03:55:15.977;37;63;3716;-125;97;2667;0
51054;2017-10-02 03:55:19.983;37;63;3716;-125;97;2667;0
51055;2017-10-02 03:55:23.980;37;63;3716;-126;97;2667;0
51056;2017-10-02 03:55:28.047;37;63;3716;-124;97;2667;0
51057;2017-10-02 03:55:33.010;37;63;3716;-128;97;2667;0
51058;2017-10-02 03:55:38.030;37;63;3716;-125;97;2667;0
51059;2017-10-02 03:55:42.027;37;63;3716;-127;97;2667;0
51060;2017-10-02 03:55:46.033;37;63;3716;-124;97;2667;0
51061;2017-10-02 03:55:51.073;37;63;3716;-127;97;2667;0
51062;2017-10-02 03:55:55.090;37;63;3716;-125;97;2667;0
51063;2017-10-02 03:56:02.837;37;63;3716;-125;97;2667;0
51064;2017-10-02 03:56:10.627;37;63;3716;-126;97;2667;0
51065;2017-10-02 03:56:15.907;37;63;3716;127;97;2667;0
51066;2017-10-02 03:56:20.113;37;63;3716;-127;97;2667;0
51067;2017-10-02 03:56:24.050;37;63;3716;-127;97;2667;0
51068;2017-10-02 03:56:28.033;37;63;3716;127;97;2667;0
51069;2017-10-02 03:56:32.043;37;63;3716;-124;97;2667;0
51070;2017-10-02 03:56:36.043;37;63;3716;-127;97;2667;0
51071;2017-10-02 03:56:40.110;37;63;3716;-124;97;2667;0
51072;2017-10-02 03:56:44.070;37;63;3716;-128;97;2667;0
51073;2017-10-02 03:56:48.067;37;63;3716;-128;97;2667;0
51074;2017-10-02 03:56:52.083;37;63;3716;-124;97;2667;0
51075;2017-10-02 03:56:56.103;37;63;3716;-125;97;2667;0
51076;2017-10-02 03:57:00.110;37;63;3716;-123;97;2667;0
51077;2017-10-02 03:57:04.130;37;63;3716;-124;97;2667;0
51078;2017-10-02 03:57:08.087;37;63;3716;-128;97;2667;0
51079;2017-10-02 03:57:12.087;37;63;3716;-124;97;2667;0
51080;2017-10-02 03:57:16.130;37;63;3716;-126;97;2667;0
51081;2017-10-02 03:57:20.093;37;63;3716;-125;97;2667;0
51082;2017-10-02 03:57:24.127;37;63;3716;-124;97;2667;0
51083;2017-10-02 03:57:28.120;37;63;3716;-125;97;2667;0
51084;2017-10-02 03:57:32.110;37;63;3716;-124;97;2667;0
51085;2017-10-02 03:57:36.107;37;63;3716;-126;97;2667;0
51086;2017-10-02 03:57:40.120;37;63;3716;-127;97;2667;0
51087;2017-10-02 03:57:44.150;37;63;3716;-126;97;2667;0
51088;2017-10-02 03:57:48.173;37;63;3716;-127;97;2667;0
51089;2017-10-02 03:57:52.130;37;63;3716;-126;97;2667;0
51090;2017-10-02 03:57:57.113;37;63;3716;-127;97;2667;0
51091;2017-10-02 03:58:01.163;37;63;3716;-128;97;2667;0
51092;2017-10-02 03:58:05.147;37;63;3716;-124;97;2667;0
51093;2017-10-02 03:58:09.143;37;63;3716;-125;97;2667;0
51094;2017-10-02 03:58:13.163;37;63;3716;-127;97;2667;0
51095;2017-10-02 03:58:17.150;37;63;3716;-126;97;2667;0
51096;2017-10-02 03:58:21.193;37;63;3716;-126;97;2667;0
51097;2017-10-02 03:58:25.190;37;63;3716;-126;97;2667;0
51098;2017-10-02 03:58:30.047;37;63;3716;-126;97;2667;0
51099;2017-10-02 03:58:34.180;37;63;3716;-127;97;2667;0
51100;2017-10-02 03:58:39.227;37;63;3716;126;97;2667;0
51101;2017-10-02 03:58:43.260;37;63;3716;-127;97;2667;0
51102;2017-10-02 03:58:47.257;37;63;3716;-123;97;2667;0
51103;2017-10-02 03:58:51.250;37;63;3716;-125;97;2667;0
51104;2017-10-02 03:58:55.290;37;63;3716;-127;97;2667;0
51105;2017-10-02 03:58:59.227;37;63;3716;-128;97;2667;0
51106;2017-10-02 03:59:03.297;37;63;3716;-125;97;2667;0
51107;2017-10-02 03:59:08.260;37;63;3716;-124;97;2667;0
51108;2017-10-02 03:59:12.263;37;63;3716;-126;97;2667;0
51109;2017-10-02 03:59:16.317;37;63;3716;-127;97;2667;0
51110;2017-10-02 03:59:21.417;37;63;3716;-126;97;2667;0
51111;2017-10-02 03:59:25.283;37;63;3716;-127;97;2667;0
51112;2017-10-02 03:59:29.357;37;63;3716;-128;97;2667;0
51113;2017-10-02 03:59:33.327;37;63;3716;-125;97;2667;0
51114;2017-10-02 03:59:38.373;37;63;3716;-127;97;2667;0
51115;2017-10-02 03:59:43.363;37;63;3716;-127;97;2667;0
51116;2017-10-02 03:59:47.310;37;63;3716;-128;97;2667;0
51117;2017-10-02 03:59:51.310;37;63;3716;-127;97;2667;0
51118;2017-10-02 03:59:56.350;37;63;3716;-126;97;2667;0
51119;2017-10-02 04:00:01.403;37;63;3716;-127;97;2667;0
51120;2017-10-02 04:00:05.400;37;63;3716;-124;97;2667;0
51121;2017-10-02 04:00:10.393;37;63;3716;-127;97;2667;0
51122;2017-10-02 04:00:14.440;37;63;3716;-128;97;2667;0
51123;2017-10-02 04:00:19.387;37;63;3716;-124;97;2667;0
51124;2017-10-02 04:00:23.383;37;63;3716;126;97;2667;0
51125;2017-10-02 04:00:27.340;37;63;3716;-123;97;2667;0
51126;2017-10-02 04:00:32.410;37;63;3716;-127;97;2667;0
51127;2017-10-02 04:00:36.380;37;63;3716;-123;97;2667;0
51128;2017-10-02 04:00:41.377;37;63;3716;-127;97;2667;0
51129;2017-10-02 04:00:45.357;37;63;3716;-127;97;2667;0
51130;2017-10-02 04:00:50.217;37;63;3716;-124;97;2667;0
51131;2017-10-02 04:00:54.363;37;63;3716;126;97;2667;0
51132;2017-10-02 04:00:58.367;37;63;3716;-123;97;2667;0
51133;2017-10-02 04:01:02.417;37;63;3716;126;97;2667;0
51134;2017-10-02 04:01:06.363;37;63;3716;-126;97;2667;0
51135;2017-10-02 04:01:10.360;37;63;3716;-124;97;2667;0
51136;2017-10-02 04:01:14.360;37;63;3716;-127;97;2667;0
51137;2017-10-02 04:01:18.373;37;63;3716;-123;97;2667;0
51138;2017-10-02 04:01:23.267;37;63;3716;-125;97;2667;0
51139;2017-10-02 04:01:27.390;37;63;3716;-125;97;2667;0
51140;2017-10-02 04:01:31.413;37;63;3716;-125;97;2667;0
51141;2017-10-02 04:01:35.393;37;63;3716;-126;97;2667;0
51142;2017-10-02 04:01:39.463;37;63;3716;-124;97;2667;0
51143;2017-10-02 04:01:43.440;37;63;3716;-124;97;2667;0
51144;2017-10-02 04:01:47.440;37;63;3716;-126;97;2667;0
51145;2017-10-02 04:01:51.430;37;63;3716;-127;97;2667;0
51146;2017-10-02 04:01:55.457;37;63;3716;-127;97;2667;0
51147;2017-10-02 04:02:00.313;37;63;3716;-125;97;2667;0
51148;2017-10-02 04:02:04.563;37;63;3716;-125;97;2667;0
51149;2017-10-02 04:02:08.517;37;63;3716;-127;97;2667;0
51150;2017-10-02 04:02:12.657;37;63;3716;-128;97;2667;0
51151;2017-10-02 04:02:16.510;37;63;3716;-127;97;2667;0
51152;2017-10-02 04:02:20.510;37;63;3716;-128;97;2667;0
51153;2017-10-02 04:02:24.530;37;63;3716;-123;97;2667;0
51154;2017-10-02 04:02:28.500;37;63;3716;-128;97;2667;0
51155;2017-10-02 04:02:32.520;37;63;3716;127;97;2667;0
51156;2017-10-02 04:02:36.523;37;63;3716;-126;97;2667;0
51157;2017-10-02 04:02:40.597;37;63;3716;127;97;2667;0
51158;2017-10-02 04:02:44.523;37;63;3716;-124;97;2667;0
51159;2017-10-02 04:02:48.537;37;63;3716;-125;97;2667;0
51160;2017-10-02 04:02:52.590;37;63;3716;126;97;2667;0
51161;2017-10-02 04:02:56.570;37;63;3716;-123;97;2667;0
51162;2017-10-02 04:03:00.590;37;63;3716;-128;97;2667;0
51163;2017-10-02 04:03:04.517;37;63;3716;-123;97;2667;0
51164;2017-10-02 04:03:08.570;37;63;3716;-124;97;2667;0
51165;2017-10-02 04:03:12.530;37;63;3716;-127;97;2667;0
51166;2017-10-02 04:03:16.700;37;63;3716;-128;97;2667;0
51167;2017-10-02 04:03:20.553;37;63;3716;-126;97;2667;0
51168;2017-10-02 04:03:24.607;37;63;3716;-127;97;2667;0
51169;2017-10-02 04:03:28.553;37;63;3716;-124;97;2667;0
51170;2017-10-02 04:03:32.733;37;63;3716;-126;97;2667;0
51171;2017-10-02 04:03:36.550;37;63;3716;127;97;2667;0
51172;2017-10-02 04:03:40.600;37;63;3716;-124;97;2667;0
51173;2017-10-02 04:03:44.587;37;63;3716;127;97;2667;0
51174;2017-10-02 04:03:48.580;37;63;3716;-125;97;2667;0
51175;2017-10-02 04:03:52.617;37;63;3716;-126;97;2667;0
51176;2017-10-02 04:03:56.590;37;63;3716;-128;97;2667;0
51177;2017-10-02 04:04:00.597;37;63;3716;-125;97;2667;0
51178;2017-10-02 04:04:04.740;37;63;3716;-127;97;2667;0
51179;2017-10-02 04:04:08.637;37;63;3716;-125;97;2667;0
51180;2017-10-02 04:04:12.583;37;63;3716;-126;97;2667;0
51181;2017-10-02 04:04:17.463;37;63;3716;127;97;2667;0
51182;2017-10-02 04:04:21.670;37;63;3716;-125;97;2667;0
51183;2017-10-02 04:04:25.603;37;63;3716;-126;97;2667;0
51184;2017-10-02 04:04:29.610;37;63;3716;-123;97;2667;0
51185;2017-10-02 04:04:33.640;37;63;3716;-124;97;2667;0
51186;2017-10-02 04:04:37.650;37;63;3716;126;97;2667;0
51187;2017-10-02 04:04:41.653;37;63;3716;-123;97;2667;0
51188;2017-10-02 04:04:45.627;37;63;3716;-126;97;2667;0
51189;2017-10-02 04:04:50.520;37;63;3716;-125;97;2667;0
51190;2017-10-02 04:04:54.667;37;63;3716;-125;97;2667;0
51191;2017-10-02 04:04:58.683;37;63;3716;-127;97;2667;0
51192;2017-10-02 04:05:02.660;37;63;3716;-127;97;2667;0
51193;2017-10-02 04:05:06.657;37;63;3716;-124;97;2667;0
51194;2017-10-02 04:05:10.653;37;63;3716;-126;97;2667;0
51195;2017-10-02 04:05:14.670;37;63;3716;-124;97;2667;0
51196;2017-10-02 04:05:18.667;37;63;3716;127;97;2667;0
51197;2017-10-02 04:05:22.667;37;63;3716;-128;97;2667;0
51198;2017-10-02 04:05:27.667;37;63;3716;-124;97;2667;0
51199;2017-10-02 04:05:32.663;37;63;3716;127;97;2667;0
51200;2017-10-02 04:05:37.767;37;63;3716;-124;97;2667;0
51201;2017-10-02 04:05:41.720;37;63;3716;-127;97;2667;0
51202;2017-10-02 04:05:45.733;37;63;3716;-123;97;2667;0
51203;2017-10-02 04:05:49.680;37;63;3716;-123;97;2667;0
51204;2017-10-02 04:05:53.680;37;63;3716;-127;97;2667;0
51205;2017-10-02 04:05:57.760;37;63;3716;-123;97;2667;0
51206;2017-10-02 04:06:02.737;37;63;3716;-126;97;2667;0
51207;2017-10-02 04:06:06.717;37;63;3716;-124;97;2667;0
51208;2017-10-02 04:06:10.737;37;63;3716;-125;97;2667;0
51209;2017-10-02 04:06:14.737;37;63;3716;127;97;2667;0
51210;2017-10-02 04:06:18.747;37;63;3716;-123;97;2667;0
51211;2017-10-02 04:06:22.753;37;63;3716;127;97;2667;0
51212;2017-10-02 04:06:26.760;37;63;3716;-128;97;2667;0
51213;2017-10-02 04:06:30.850;37;63;3716;-124;97;2667;0
51214;2017-10-02 04:06:34.823;37;63;3716;126;97;2667;0
51215;2017-10-02 04:06:38.797;37;63;3716;-127;97;2667;0
51216;2017-10-02 04:06:43.850;37;63;3716;127;97;2667;0
51217;2017-10-02 04:06:47.793;37;63;3716;-128;97;2667;0
51218;2017-10-02 04:06:52.817;37;63;3716;-124;97;2667;0
51219;2017-10-02 04:06:56.793;37;63;3716;-127;97;2667;0
51220;2017-10-02 04:07:00.813;37;63;3716;-125;97;2667;0
51221;2017-10-02 04:07:04.807;37;63;3716;126;97;2667;0
51222;2017-10-02 04:07:08.843;37;63;3716;-127;97;2667;0
51223;2017-10-02 04:07:12.813;37;63;3716;-125;97;2667;0
51224;2017-10-02 04:07:16.810;37;63;3716;-127;97;2667;0
51225;2017-10-02 04:07:20.803;37;63;3716;-125;97;2667;0
51226;2017-10-02 04:07:24.857;37;63;3716;-128;97;2667;0
51227;2017-10-02 04:07:28.827;37;63;3716;-128;97;2667;0
51228;2017-10-02 04:07:32.820;37;63;3716;-123;97;2667;0
51229;2017-10-02 04:07:36.820;37;63;3716;-125;97;2667;0
51230;2017-10-02 04:07:40.857;37;63;3716;127;97;2667;0
51231;2017-10-02 04:07:45.697;37;63;3716;-125;97;2667;0
51232;2017-10-02 04:07:49.830;37;63;3716;-128;97;2667;0
51233;2017-10-02 04:07:53.860;37;63;3716;-125;97;2667;0
51234;2017-10-02 04:07:57.873;37;63;3716;-125;97;2667;0
51235;2017-10-02 04:08:01.880;37;63;3716;-127;97;2667;0
51236;2017-10-02 04:08:05.863;37;63;3716;-125;97;2667;0
51237;2017-10-02 04:08:09.883;37;63;3716;127;97;2667;0
51238;2017-10-02 04:08:13.900;37;63;3716;-126;97;2667;0
51239;2017-10-02 04:08:18.890;37;63;3716;126;97;2667;0
51240;2017-10-02 04:08:22.910;37;63;3716;-128;97;2667;0
51241;2017-10-02 04:08:26.910;37;63;3716;-124;97;2667;0
51242;2017-10-02 04:08:30.907;37;63;3716;127;97;2667;0
51243;2017-10-02 04:08:34.903;37;63;3716;-127;97;2667;0
51244;2017-10-02 04:08:38.917;37;63;3716;-124;97;2667;0
51245;2017-10-02 04:08:42.890;37;63;3716;-127;97;2667;0
51246;2017-10-02 04:08:46.923;37;63;3716;-124;97;2667;0
51247;2017-10-02 04:08:50.950;37;63;3716;-126;97;2667;0
