IDREGISTRO;FECHA;VEHICULO;INDICE;ESTACION;TEMPERATURA;SOC;TENSION;CONSUMO
52929;2017-10-02 06:03:59.690;37;63;3716;-126;95;2666;0
52930;2017-10-02 06:04:03.650;37;63;3716;-124;95;2665;0
52931;2017-10-02 06:04:07.660;37;63;3716;-124;95;2665;0
52932;2017-10-02 06:04:11.663;37;63;3716;-126;95;2666;0
52933;2017-10-02 06:04:15.673;37;63;3716;-124;95;2665;0
52934;2017-10-02 06:04:19.733;37;63;3716;-128;95;2666;0
52935;2017-10-02 06:04:23.667;37;63;3716;-123;95;2666;0
52936;2017-10-02 06:04:27.677;37;63;3716;-125;95;2666;0
52937;2017-10-02 06:04:31.677;37;63;3716;-128;95;2665;0
52938;2017-10-02 06:04:35.690;37;63;3716;-124;95;2665;0
52939;2017-10-02 06:04:39.700;37;63;3716;-124;95;2666;0
52940;2017-10-02 06:04:43.673;37;63;3716;-127;95;2666;0
52941;2017-10-02 06:04:47.687;37;63;3716;-122;95;2666;0
52942;2017-10-02 06:04:51.857;37;63;3716;-124;95;2665;0
52943;2017-10-02 06:04:55.700;37;63;3716;-127;95;2665;0
52944;2017-10-02 06:05:00.590;37;63;3716;-123;95;2665;0
52945;2017-10-02 06:05:04.737;37;63;3716;-125;95;2665;0
52946;2017-10-02 06:05:09.577;37;63;3716;-122;95;2665;0
52947;2017-10-02 06:05:13.720;37;63;3716;-125;95;2666;0
52948;2017-10-02 06:05:17.753;37;63;3716;-127;95;2665;0
52949;2017-10-02 06:05:21.760;37;63;3716;-126;95;2665;0
52950;2017-10-02 06:05:25.733;37;63;3716;-128;95;2665;0
52951;2017-10-02 06:05:30.763;37;63;3716;-122;95;2665;0
52952;2017-10-02 06:05:35.620;37;63;3716;-124;95;2665;0
52953;2017-10-02 06:05:39.737;37;63;3716;-122;95;2665;0
52954;2017-10-02 06:05:43.760;37;63;3716;-122;95;2666;0
52955;2017-10-02 06:05:47.763;37;63;3716;-127;95;2665;0
52956;2017-10-02 06:05:51.770;37;63;3716;-127;95;2665;0
52957;2017-10-02 06:05:55.797;37;63;3716;-125;95;2665;0
52958;2017-10-02 06:05:59.943;37;63;3716;-127;95;2666;0
52959;2017-10-02 06:06:03.843;37;63;3716;-125;95;2666;0
52960;2017-10-02 06:06:07.787;37;63;3716;-126;95;2666;0
52961;2017-10-02 06:06:11.783;37;63;3716;-126;95;2665;0
52962;2017-10-02 06:06:15.787;37;63;3716;-125;95;2666;0
52963;2017-10-02 06:06:19.827;37;63;3716;-125;95;2665;0
52964;2017-10-02 06:06:23.850;37;63;3716;-123;95;2665;0
52965;2017-10-02 06:06:27.820;37;63;3716;-126;95;2666;0
52966;2017-10-02 06:06:32.843;37;63;3716;-127;95;2665;0
52967;2017-10-02 06:06:36.820;37;63;3716;-127;95;2665;0
52968;2017-10-02 06:06:41.683;37;63;3716;-126;95;2665;0
52969;2017-10-02 06:06:45.973;37;63;3716;-124;95;2665;0
52970;2017-10-02 06:06:49.980;37;63;3716;-126;95;2665;0
52971;2017-10-02 06:06:53.840;37;63;3716;-123;95;2665;0
52972;2017-10-02 06:06:57.863;37;63;3716;-123;95;2666;0
52973;2017-10-02 06:07:01.903;37;63;3716;-128;95;2665;0
52974;2017-10-02 06:07:05.893;37;63;3716;-124;95;2665;0
52975;2017-10-02 06:07:09.857;37;63;3716;-124;95;2666;0
52976;2017-10-02 06:07:13.863;37;63;3716;-126;95;2665;0
52977;2017-10-02 06:07:17.943;37;63;3716;-126;95;2665;0
52978;2017-10-02 06:07:21.887;37;63;3716;-127;95;2665;0
52979;2017-10-02 06:07:25.890;37;63;3716;-127;95;2665;0
52980;2017-10-02 06:07:29.927;37;63;3716;-125;95;2666;0
52981;2017-10-02 06:07:34.880;37;63;3716;-126;95;2665;0
52982;2017-10-02 06:07:39.910;37;63;3716;-125;95;2666;0
52983;2017-10-02 06:07:43.910;37;63;3716;-125;95;2666;0
52984;2017-10-02 06:07:47.897;37;63;3716;-125;95;2665;0
52985;2017-10-02 06:07:51.923;37;63;3716;-126;95;2665;0
52986;2017-10-02 06:07:55.947;37;63;3716;-127;95;2666;0
52987;2017-10-02 06:07:59.933;37;63;3716;-127;95;2665;0
52988;2017-10-02 06:08:03.943;37;63;3716;-123;95;2666;0
52989;2017-10-02 06:08:07.950;37;63;3716;-125;95;2665;0
52990;2017-10-02 06:08:11.963;37;63;3716;-124;95;2665;0
52991;2017-10-02 06:08:15.940;37;63;3716;-123;95;2666;0
52992;2017-10-02 06:08:19.947;37;63;3716;-123;95;2666;0
52993;2017-10-02 06:08:23.950;37;63;3716;-123;95;2666;0
52994;2017-10-02 06:08:29.067;37;63;3716;-126;95;2666;0
52995;2017-10-02 06:08:32.957;37;63;3716;-124;95;2666;0
52996;2017-10-02 06:08:37.007;37;63;3716;-126;95;2666;0
52997;2017-10-02 06:08:40.997;37;63;3716;-122;95;2665;0
52998;2017-10-02 06:08:44.957;37;63;3716;-124;95;2666;0
52999;2017-10-02 06:08:49.073;37;63;3716;-127;95;2665;0
53000;2017-10-02 06:08:54.070;37;63;3716;-124;95;2665;0
53001;2017-10-02 06:08:57.987;37;63;3716;-128;95;2665;0
53002;2017-10-02 06:09:02.017;37;63;3716;-123;95;2666;0
53003;2017-10-02 06:09:06.007;37;63;3716;-124;95;2665;0
53004;2017-10-02 06:09:10.993;37;63;3716;-125;95;2666;0
53005;2017-10-02 06:09:15.860;37;63;3716;-124;95;2666;0
53006;2017-10-02 06:09:19.980;37;63;3716;-125;95;2665;0
53007;2017-10-02 06:09:24.017;37;63;3716;-126;95;2665;0
53008;2017-10-02 06:09:28.140;37;63;3716;-126;95;2665;0
53009;2017-10-02 06:09:32.017;37;63;3716;-126;95;2666;0
53010;2017-10-02 06:09:36.277;37;63;3716;-122;95;2665;0
53011;2017-10-02 06:09:40.017;37;63;3716;-124;95;2665;0
53012;2017-10-02 06:09:45.037;37;63;3716;-126;95;2665;0
53013;2017-10-02 06:09:49.020;37;63;3716;-123;95;2665;0
53014;2017-10-02 06:09:53.023;37;63;3716;-125;95;2665;0
53015;2017-10-02 06:09:57.060;37;63;3716;-123;95;2666;0
53016;2017-10-02 06:10:01.080;37;63;3716;-124;95;2665;0
53017;2017-10-02 06:10:05.043;37;63;3716;-127;95;2665;0
53018;2017-10-02 06:10:09.067;37;63;3716;-124;95;2665;0
53019;2017-10-02 06:10:13.920;37;63;3716;-128;95;2665;0
53020;2017-10-02 06:10:19.067;37;63;3716;-126;95;2665;0
53021;2017-10-02 06:10:24.107;37;63;3716;-127;95;2665;0
53022;2017-10-02 06:10:28.077;37;63;3716;-127;95;2666;0
53023;2017-10-02 06:10:32.083;37;63;3716;-123;95;2665;0
53024;2017-10-02 06:10:36.103;37;63;3716;127;95;2665;0
53025;2017-10-02 06:10:40.120;37;63;3716;-126;95;2665;0
53026;2017-10-02 06:10:44.943;37;63;3716;127;95;2665;0
53027;2017-10-02 06:10:49.103;37;63;3716;-127;95;2665;0
53028;2017-10-02 06:10:53.097;37;63;3716;-124;95;2665;0
53029;2017-10-02 06:10:57.120;37;63;3716;-128;95;2665;0
53030;2017-10-02 06:11:01.963;37;63;3716;-123;95;2665;0
53031;2017-10-02 06:11:06.243;37;63;3716;127;95;2666;0
53032;2017-10-02 06:11:10.167;37;63;3716;-126;95;2665;0
53033;2017-10-02 06:11:14.110;37;63;3716;-123;95;2665;0
53034;2017-10-02 06:11:18.130;37;63;3716;-127;95;2665;0
53035;2017-10-02 06:11:22.657;37;63;3716;-125;95;2665;0
53036;2017-10-02 06:11:26.987;37;63;3716;-125;95;2666;0
53037;2017-10-02 06:11:31.123;37;63;3716;-127;95;2665;0
53038;2017-10-02 06:11:35.177;37;63;3716;-123;95;2665;0
53039;2017-10-02 06:11:39.197;37;63;3716;-127;95;2665;0
53040;2017-10-02 06:11:43.163;37;63;3716;-124;95;2666;0
53041;2017-10-02 06:11:47.153;37;63;3716;-123;95;2666;0
53042;2017-10-02 06:11:52.193;37;63;3716;-127;95;2666;0
53043;2017-10-02 06:11:57.020;37;63;3716;-123;95;2665;0
53044;2017-10-02 06:12:01.207;37;63;3716;-128;95;2665;0
53045;2017-10-02 06:12:05.190;37;63;3716;-124;95;2666;0
53046;2017-10-02 06:12:09.200;37;63;3716;-123;95;2665;0
53047;2017-10-02 06:12:13.167;37;63;3716;-125;95;2665;0
53048;2017-10-02 06:12:17.180;37;63;3716;-122;95;2665;0
53049;2017-10-02 06:12:21.217;37;63;3716;-128;95;2665;0
53050;2017-10-02 06:12:25.237;37;63;3716;-125;95;2665;0
53051;2017-10-02 06:12:29.183;37;63;3716;-123;95;2666;0
53052;2017-10-02 06:12:33.230;37;63;3716;-126;95;2665;0
53053;2017-10-02 06:12:37.217;37;63;3716;-124;95;2665;0
53054;2017-10-02 06:12:41.223;37;63;3716;-123;95;2665;0
53055;2017-10-02 06:12:45.323;37;63;3716;-125;95;2665;0
53056;2017-10-02 06:12:49.220;37;63;3716;-125;95;2665;0
53057;2017-10-02 06:12:53.243;37;63;3716;-125;95;2665;0
53058;2017-10-02 06:12:57.243;37;63;3716;-124;95;2666;0
53059;2017-10-02 06:13:01.257;37;63;3716;-124;95;2665;0
53060;2017-10-02 06:13:06.233;37;63;3716;-126;95;2665;0
53061;2017-10-02 06:13:10.227;37;63;3716;-124;95;2665;0
53062;2017-10-02 06:13:14.270;37;63;3716;-124;95;2665;0
53063;2017-10-02 06:13:18.250;37;63;3716;-124;95;2665;0
53064;2017-10-02 06:13:22.263;37;63;3716;-124;95;2665;0
53065;2017-10-02 06:13:26.263;37;63;3716;127;95;2665;0
53066;2017-10-02 06:13:30.570;37;63;3716;-126;95;2665;0
53067;2017-10-02 06:13:34.310;37;63;3716;-124;95;2665;0
53068;2017-10-02 06:13:39.153;37;63;3716;-126;95;2665;0
53069;2017-10-02 06:13:43.327;37;63;3716;-123;95;2665;0
53070;2017-10-02 06:13:47.353;37;63;3716;-126;95;2665;0
53071;2017-10-02 06:13:51.323;37;63;3716;-126;95;2665;0
53072;2017-10-02 06:13:55.307;37;63;3716;-122;95;2666;0
53073;2017-10-02 06:13:59.380;37;63;3716;-125;95;2665;0
53074;2017-10-02 06:14:03.333;37;63;3716;-124;95;2666;0
53075;2017-10-02 06:14:07.320;37;63;3716;-127;95;2665;0
53076;2017-10-02 06:14:11.320;37;63;3716;-127;95;2666;0
53077;2017-10-02 06:14:15.337;37;63;3716;-123;95;2665;0
53078;2017-10-02 06:14:19.390;37;63;3716;-126;95;2665;0
53079;2017-10-02 06:14:23.380;37;63;3716;-123;95;2665;0
53080;2017-10-02 06:14:27.347;37;63;3716;-125;95;2666;0
53081;2017-10-02 06:14:31.377;37;63;3716;-126;95;2666;0
53082;2017-10-02 06:14:35.400;37;63;3716;-124;95;2665;0
53083;2017-10-02 06:14:39.410;37;63;3716;-123;95;2665;0
53084;2017-10-02 06:14:43.383;37;63;3716;-126;95;2665;0
53085;2017-10-02 06:14:48.227;37;63;3716;-124;95;2665;0
53086;2017-10-02 06:14:52.433;37;63;3716;-127;95;2665;0
53087;2017-10-02 06:14:56.393;37;63;3716;-127;95;2665;0
53088;2017-10-02 06:15:00.413;37;63;3716;-124;95;2665;0
53089;2017-10-02 06:15:05.277;37;63;3716;-127;95;2666;0
53090;2017-10-02 06:15:09.410;37;63;3716;-125;95;2665;0
53091;2017-10-02 06:15:13.397;37;63;3716;-126;95;2665;0
53092;2017-10-02 06:15:17.400;37;63;3716;-126;95;2665;0
53093;2017-10-02 06:15:22.270;37;63;3716;-126;95;2665;0
53094;2017-10-02 06:15:26.417;37;63;3716;-126;95;2665;0
53095;2017-10-02 06:15:30.427;37;63;3716;-126;95;2665;0
53096;2017-10-02 06:15:34.440;37;63;3716;-125;95;2665;0
53097;2017-10-02 06:15:38.473;37;63;3716;-125;95;2665;0
53098;2017-10-02 06:15:42.470;37;63;3716;-124;95;2665;0
53099;2017-10-02 06:15:46.453;37;63;3716;-125;95;2665;0
53100;2017-10-02 06:15:50.480;37;63;3716;-126;95;2665;0
53101;2017-10-02 06:15:54.827;37;63;3716;-123;95;2665;0
53102;2017-10-02 06:15:59.450;37;63;3716;-125;95;2665;0
53103;2017-10-02 06:16:03.490;37;63;3716;-124;95;2665;0
53104;2017-10-02 06:16:07.527;37;63;3716;-126;95;2666;0
53105;2017-10-02 06:16:11.520;37;63;3716;-122;95;2666;0
53106;2017-10-02 06:16:15.490;37;63;3716;-124;95;2666;0
53107;2017-10-02 06:16:19.503;37;63;3716;-122;95;2665;0
53108;2017-10-02 06:16:23.517;37;63;3716;-124;95;2665;0
53109;2017-10-02 06:16:27.543;37;63;3716;-125;95;2665;0
53110;2017-10-02 06:16:32.387;37;63;3716;-124;95;2665;0
53111;2017-10-02 06:16:36.520;37;63;3716;-124;95;2665;0
53112;2017-10-02 06:16:40.573;37;63;3716;-126;95;2665;0
53113;2017-10-02 06:16:44.520;37;63;3716;-123;95;2665;0
53114;2017-10-02 06:16:48.530;37;63;3716;-127;95;2665;0
53115;2017-10-02 06:16:52.543;37;63;3716;-127;95;2665;0
53116;2017-10-02 06:16:56.573;37;63;3716;-124;95;2665;0
53117;2017-10-02 06:17:00.573;37;63;3716;-124;95;2665;0
53118;2017-10-02 06:17:04.563;37;63;3716;-124;95;2665;0
53119;2017-10-02 06:17:09.583;37;63;3716;-124;95;2665;0
53120;2017-10-02 06:17:13.580;37;63;3716;-128;95;2665;0
53121;2017-10-02 06:17:17.553;37;63;3716;-127;95;2665;0
53122;2017-10-02 06:17:21.597;37;63;3716;-126;95;2665;0
53123;2017-10-02 06:17:25.750;37;63;3716;-125;95;2665;0
53124;2017-10-02 06:17:29.590;37;63;3716;-123;95;2665;0
53125;2017-10-02 06:17:33.580;37;63;3716;-127;95;2665;0
53126;2017-10-02 06:17:37.583;37;63;3716;-126;95;2665;0
53127;2017-10-02 06:17:41.703;37;63;3716;-123;95;2665;0
53128;2017-10-02 06:17:46.583;37;63;3716;127;95;2665;0
53129;2017-10-02 06:17:50.597;37;63;3716;-123;95;2665;0
53130;2017-10-02 06:17:54.647;37;63;3716;-126;95;2665;0
53131;2017-10-02 06:17:58.647;37;63;3716;-127;95;2665;0
53132;2017-10-02 06:18:02.670;37;63;3716;-126;95;2666;0
53133;2017-10-02 06:18:06.617;37;63;3716;-126;95;2665;0
53134;2017-10-02 06:18:10.623;37;63;3716;-125;95;2665;0
53135;2017-10-02 06:18:14.690;37;63;3716;-126;95;2665;0
53136;2017-10-02 06:18:18.653;37;63;3716;-128;95;2665;0
53137;2017-10-02 06:18:22.650;37;63;3716;-122;95;2665;0
53138;2017-10-02 06:18:26.660;37;63;3716;-127;95;2665;0
53139;2017-10-02 06:18:30.643;37;63;3716;-123;95;2665;0
53140;2017-10-02 06:18:34.677;37;63;3716;-125;95;2665;0
53141;2017-10-02 06:18:38.690;37;63;3716;-126;95;2665;0
53142;2017-10-02 06:18:42.650;37;63;3716;-123;95;2665;0
53143;2017-10-02 06:18:46.660;37;63;3716;-127;95;2665;0
53144;2017-10-02 06:18:51.583;37;63;3716;-125;95;2665;0
53145;2017-10-02 06:18:55.677;37;63;3716;-124;95;2665;0
53146;2017-10-02 06:18:59.693;37;63;3716;-125;95;2665;0
53147;2017-10-02 06:19:03.707;37;63;3716;-125;95;2665;0
53148;2017-10-02 06:19:07.720;37;63;3716;-126;95;2665;0
53149;2017-10-02 06:19:11.720;37;63;3716;-127;95;2665;0
53150;2017-10-02 06:19:15.690;37;63;3716;-123;95;2665;0
53151;2017-10-02 06:19:19.717;37;63;3716;-126;95;2665;0
53152;2017-10-02 06:19:23.733;37;63;3716;-127;95;2665;0
53153;2017-10-02 06:19:28.690;37;63;3716;-127;95;2665;0
53154;2017-10-02 06:19:32.723;37;63;3716;-128;95;2665;0
53155;2017-10-02 06:19:36.737;37;63;3716;-125;95;2665;0
53156;2017-10-02 06:19:40.767;37;63;3716;-126;95;2665;0
53157;2017-10-02 06:19:44.720;37;63;3716;-127;95;2665;0
53158;2017-10-02 06:19:48.740;37;63;3716;-126;95;2665;0
53159;2017-10-02 06:19:52.747;37;63;3716;127;95;2665;0
53160;2017-10-02 06:19:56.780;37;63;3716;-123;95;2665;0
53161;2017-10-02 06:20:01.640;37;63;3716;-122;95;2665;0
53162;2017-10-02 06:20:05.783;37;63;3716;-121;95;2666;0
53163;2017-10-02 06:20:09.847;37;63;3716;-124;95;2665;0
53164;2017-10-02 06:20:13.763;37;63;3716;127;95;2665;0
53165;2017-10-02 06:20:17.763;37;63;3716;-124;95;2665;0
53166;2017-10-02 06:20:21.787;37;63;3716;-123;95;2665;0
53167;2017-10-02 06:20:25.807;37;63;3716;-126;95;2665;0
53168;2017-10-02 06:20:29.840;37;63;3716;-124;95;2665;0
53169;2017-10-02 06:20:33.810;37;63;3716;-127;95;2665;0
53170;2017-10-02 06:20:37.813;37;63;3716;-123;95;2665;0
53171;2017-10-02 06:20:41.800;37;63;3716;-124;95;2665;0
53172;2017-10-02 06:20:45.817;37;63;3716;-124;95;2665;0
53173;2017-10-02 06:20:49.840;37;63;3716;-124;95;2665;0
53174;2017-10-02 06:20:53.813;37;63;3716;-127;95;2665;0
53175;2017-10-02 06:20:57.813;37;63;3716;-126;95;2665;0
53176;2017-10-02 06:21:01.830;37;63;3716;-124;95;2665;0
53177;2017-10-02 06:21:05.813;37;63;3716;-126;95;2665;0
53178;2017-10-02 06:21:10.683;37;63;3716;-128;95;2665;0
53179;2017-10-02 06:21:14.820;37;63;3716;-126;95;2665;0
53180;2017-10-02 06:21:18.850;37;63;3716;127;95;2665;0
53181;2017-10-02 06:21:22.860;37;63;3716;-124;95;2666;0
53182;2017-10-02 06:21:26.860;37;63;3716;-125;95;2665;0
53183;2017-10-02 06:21:30.870;37;63;3716;-126;95;2665;0
53184;2017-10-02 06:21:34.877;37;63;3716;-126;95;2665;0
53185;2017-10-02 06:21:38.853;37;63;3716;-127;95;2665;0
53186;2017-10-02 06:21:42.850;37;63;3716;-123;95;2665;0
53187;2017-10-02 06:21:47.740;37;63;3716;-122;95;2665;0
53188;2017-10-02 06:21:51.890;37;63;3716;127;95;2665;0
53189;2017-10-02 06:21:55.900;37;63;3716;-124;95;2665;0
53190;2017-10-02 06:21:59.880;37;63;3716;-126;95;2665;0
53191;2017-10-02 06:22:03.960;37;63;3716;-124;95;2665;0
53192;2017-10-02 06:22:07.923;37;63;3716;-123;95;2665;0
53193;2017-10-02 06:22:11.900;37;63;3716;-126;95;2665;0
53194;2017-10-02 06:22:15.897;37;63;3716;-123;95;2665;0
53195;2017-10-02 06:22:20.787;37;63;3716;-126;95;2665;0
53196;2017-10-02 06:22:24.930;37;63;3716;-127;95;2665;0
53197;2017-10-02 06:22:28.927;37;63;3716;-125;95;2666;0
53198;2017-10-02 06:22:32.937;37;63;3716;-126;95;2665;0
53199;2017-10-02 06:22:36.967;37;63;3716;-124;95;2665;0
53200;2017-10-02 06:22:40.970;37;63;3716;-126;95;2665;0
53201;2017-10-02 06:22:44.937;37;63;3716;-128;95;2665;0
53202;2017-10-02 06:22:48.940;37;63;3716;-123;95;2665;0
53203;2017-10-02 06:22:53.980;37;63;3716;-126;95;2665;0
53204;2017-10-02 06:22:57.943;37;63;3716;-124;95;2665;0
53205;2017-10-02 06:23:01.960;37;63;3716;-128;95;2665;0
53206;2017-10-02 06:23:05.957;37;63;3716;-128;95;2665;0
53207;2017-10-02 06:23:10.007;37;63;3716;-125;95;2665;0
53208;2017-10-02 06:23:14.000;37;63;3716;-123;95;2665;0
53209;2017-10-02 06:23:17.990;37;63;3716;-123;95;2665;0
53210;2017-10-02 06:23:22.973;37;63;3716;-122;95;2665;0
53211;2017-10-02 06:23:27.013;37;63;3716;-127;95;2665;0
53212;2017-10-02 06:23:31.000;37;63;3716;-125;95;2665;0
53213;2017-10-02 06:23:34.797;37;63;3716;-125;95;2665;0
53214;2017-10-02 06:23:38.993;37;63;3716;-124;95;2665;0
53215;2017-10-02 06:23:43.060;37;63;3716;-122;95;2665;0
53216;2017-10-02 06:23:47.063;37;63;3716;-127;95;2665;0
53217;2017-10-02 06:23:51.050;37;63;3716;-126;95;2665;0
53218;2017-10-02 06:23:56.070;37;63;3716;-123;95;2665;0
53219;2017-10-02 06:24:00.233;37;63;3716;-126;95;2665;0
53220;2017-10-02 06:24:05.050;37;63;3716;-122;95;2665;0
53221;2017-10-02 06:24:09.077;37;63;3716;-127;95;2665;0
53222;2017-10-02 06:24:13.103;37;63;3716;-123;95;2665;0
53223;2017-10-02 06:24:17.070;37;63;3716;-124;95;2665;0
53224;2017-10-02 06:24:21.093;37;63;3716;-128;95;2665;0
53225;2017-10-02 06:24:25.077;37;63;3716;-123;95;2665;0
53226;2017-10-02 06:24:29.130;37;63;3716;-123;95;2665;0
53227;2017-10-02 06:24:33.127;37;63;3716;-122;95;2665;0
53228;2017-10-02 06:24:37.080;37;63;3716;-125;95;2665;0
53229;2017-10-02 06:24:41.093;37;63;3716;-126;95;2665;0
53230;2017-10-02 06:24:45.210;37;63;3716;-124;95;2665;0
53231;2017-10-02 06:24:49.113;37;63;3716;-124;95;2665;0
53232;2017-10-02 06:24:53.143;37;63;3716;-125;95;2665;0
53233;2017-10-02 06:24:57.110;37;63;3716;-124;95;2665;0
53234;2017-10-02 06:25:01.113;37;63;3716;-125;95;2665;0
53235;2017-10-02 06:25:05.143;37;63;3716;-123;95;2665;0
53236;2017-10-02 06:25:09.633;37;63;3716;-122;95;2665;0
53237;2017-10-02 06:25:16.740;37;63;3716;-127;95;2665;0
53238;2017-10-02 06:25:21.183;37;63;3716;-126;95;2665;0
53239;2017-10-02 06:25:25.420;37;63;3716;-127;95;2665;0
53240;2017-10-02 06:25:30.043;37;63;3716;-124;95;2665;0
53241;2017-10-02 06:25:34.147;37;63;3716;-126;95;2665;0
53242;2017-10-02 06:25:38.283;37;63;3716;-126;95;2665;0
53243;2017-10-02 06:25:42.470;37;63;3716;-126;95;2665;0
53244;2017-10-02 06:25:46.777;37;63;3716;-128;95;2665;0
53245;2017-10-02 06:25:51.227;37;63;3716;-124;95;2665;0
53246;2017-10-02 06:25:55.553;37;63;3716;-128;95;2665;0
53247;2017-10-02 06:25:59.973;37;63;3716;-124;95;2665;0
53248;2017-10-02 06:26:04.163;37;63;3716;-126;95;2665;0
53249;2017-10-02 06:26:08.960;37;63;3716;-124;95;2665;0
53250;2017-10-02 06:26:13.247;37;63;3716;-127;95;2665;0
53251;2017-10-02 06:26:17.740;37;63;3716;-126;95;2665;0
53252;2017-10-02 06:26:22.357;37;63;3716;-125;95;2665;0
53253;2017-10-02 06:26:27.720;37;63;3716;-127;95;2665;0
53254;2017-10-02 06:26:31.840;37;63;3716;-126;95;2665;0
53255;2017-10-02 06:26:36.883;37;63;3716;-128;95;2665;0
53256;2017-10-02 06:26:41.043;37;63;3716;-126;95;2665;0
53257;2017-10-02 06:26:45.727;37;63;3716;-123;95;2665;0
53258;2017-10-02 06:26:49.697;37;63;3716;-127;95;2665;0
53259;2017-10-02 06:26:53.723;37;63;3716;-122;95;2665;0
53260;2017-10-02 06:26:58.757;37;63;3716;-126;95;2665;0
53261;2017-10-02 06:27:02.823;37;63;3716;-127;95;2665;0
53262;2017-10-02 06:27:07.770;37;63;3716;-126;95;2665;0
53263;2017-10-02 06:27:11.720;37;63;3716;-128;95;2665;0
53264;2017-10-02 06:27:15.760;37;63;3716;-122;95;2665;0
53265;2017-10-02 06:27:21.310;37;63;3716;-127;95;2665;0
53266;2017-10-02 06:27:26.187;37;63;3716;-123;95;2665;0
53267;2017-10-02 06:27:30.800;37;63;3716;-128;95;2665;0
53268;2017-10-02 06:27:35.880;37;63;3716;-123;95;2665;0
53269;2017-10-02 06:27:40.850;37;63;3716;-122;95;2665;0
53270;2017-10-02 06:27:44.877;37;63;3716;-123;95;2665;0
53271;2017-10-02 06:27:48.890;37;63;3716;-123;95;2665;0
53272;2017-10-02 06:27:52.913;37;63;3716;-125;95;2665;0
53273;2017-10-02 06:27:56.877;37;63;3716;-124;95;2665;0
53274;2017-10-02 06:28:00.833;37;63;3716;-122;95;2665;0
53275;2017-10-02 06:28:05.727;37;63;3716;-126;95;2665;0
53276;2017-10-02 06:28:09.880;37;63;3716;-122;95;2665;0
53277;2017-10-02 06:28:15.130;37;63;3716;-126;95;2665;0
53278;2017-10-02 06:28:19.843;37;63;3716;-123;95;2665;0
53279;2017-10-02 06:28:24.860;37;63;3716;-125;95;2665;0
53280;2017-10-02 06:28:28.860;37;63;3716;-125;95;2665;0
53281;2017-10-02 06:28:32.900;37;63;3716;-123;95;2665;0
53282;2017-10-02 06:28:36.867;37;63;3716;-126;95;2665;0
53283;2017-10-02 06:28:41.933;37;63;3716;-124;95;2665;0
53284;2017-10-02 06:28:46.897;37;63;3716;-126;95;2665;0
53285;2017-10-02 06:28:50.933;37;63;3716;-125;95;2665;0
53286;2017-10-02 06:28:54.930;37;63;3716;-126;95;2665;0
53287;2017-10-02 06:28:58.910;37;63;3716;-126;95;2665;0
53288;2017-10-02 06:29:02.957;37;63;3716;-124;95;2665;0
53289;2017-10-02 06:29:06.913;37;63;3716;-126;95;2665;0
53290;2017-10-02 06:29:10.930;37;63;3716;-123;95;2665;0
53291;2017-10-02 06:29:14.940;37;63;3716;-125;95;2665;0
53292;2017-10-02 06:29:19.880;37;63;3716;-127;95;2665;0
53293;2017-10-02 06:29:23.980;37;63;3716;-123;95;2665;0
53294;2017-10-02 06:29:27.940;37;63;3716;-128;95;2665;0
53295;2017-10-02 06:29:31.940;37;63;3716;-122;95;2665;0
53296;2017-10-02 06:29:35.930;37;63;3716;-123;95;2665;0
53297;2017-10-02 06:29:39.990;37;63;3716;-128;95;2665;0
53298;2017-10-02 06:29:43.940;37;63;3716;-127;95;2665;0
53299;2017-10-02 06:29:49.000;37;63;3716;126;95;2665;0
53300;2017-10-02 06:29:52.967;37;63;3716;-127;95;2665;0
53301;2017-10-02 06:29:56.987;37;63;3716;-124;95;2665;0
53302;2017-10-02 06:30:01.070;37;63;3716;127;95;2665;0
53303;2017-10-02 06:30:04.980;37;63;3716;-126;95;2665;0
53304;2017-10-02 06:30:08.973;37;63;3716;-127;95;2665;0
53305;2017-10-02 06:30:12.993;37;63;3716;-127;95;2665;0
53306;2017-10-02 06:30:16.960;37;63;3716;-123;95;2665;0
53307;2017-10-02 06:30:20.970;37;63;3716;-127;95;2665;0
53308;2017-10-02 06:30:24.997;37;63;3716;-127;95;2665;0
53309;2017-10-02 06:30:29.017;37;63;3716;-123;95;2665;0
53310;2017-10-02 06:30:33.020;37;63;3716;-128;95;2665;0
53311;2017-10-02 06:30:36.990;37;63;3716;-121;95;2665;0
53312;2017-10-02 06:30:40.993;37;63;3716;-126;95;2665;0
53313;2017-10-02 06:30:45.030;37;63;3716;-126;95;2665;0
53314;2017-10-02 06:30:49.947;37;63;3716;-123;95;2665;0
53315;2017-10-02 06:30:54.093;37;63;3716;-125;95;2665;0
53316;2017-10-02 06:30:58.010;37;63;3716;-127;95;2665;0
53317;2017-10-02 06:31:02.050;37;63;3716;-124;95;2665;0
53318;2017-10-02 06:31:06.070;37;63;3716;-125;95;2665;0
53319;2017-10-02 06:31:10.030;37;63;3716;-126;95;2665;0
53320;2017-10-02 06:31:14.037;37;63;3716;-124;95;2666;0
53321;2017-10-02 06:31:19.143;37;63;3716;-125;95;2665;0
53322;2017-10-02 06:31:23.120;37;63;3716;-123;95;2665;0
53323;2017-10-02 06:31:27.120;37;63;3716;-125;95;2665;0
53324;2017-10-02 06:31:31.053;37;63;3716;-123;95;2665;0
53325;2017-10-02 06:31:36.097;37;63;3716;-126;95;2665;0
53326;2017-10-02 06:31:40.090;37;63;3716;-128;95;2665;0
