vehiculo;soc;Entradas;fecha;Mes;dia_semana;hora
43;0;1;26/09/2018;9;3;9
31;32;1;26/09/2018;9;3;11
31;34;2;26/09/2018;9;3;11
34;34;1;26/09/2018;9;3;11
32;34;1;26/09/2018;9;3;12
42;34;1;26/09/2018;9;3;12
33;34;1;26/09/2018;9;3;14
40;34;1;26/09/2018;9;3;14
39;33;4;26/09/2018;9;3;15
44;34;6;26/09/2018;9;3;15
31;33;1;26/09/2018;9;3;20
38;31;1;26/09/2018;9;3;20
38;32;5;26/09/2018;9;3;20
38;33;2;26/09/2018;9;3;20
44;31;3;26/09/2018;9;3;20
44;54;1;26/09/2018;9;3;21
39;99;1;26/09/2018;9;3;22
37;31;1;26/09/2018;9;3;23
35;33;1;27/09/2018;9;4;4
36;34;1;27/09/2018;9;4;4
32;33;1;27/09/2018;9;4;8
34;34;2;27/09/2018;9;4;8
40;33;1;27/09/2018;9;4;8
43;99;17;27/09/2018;9;4;11
42;33;1;27/09/2018;9;4;12
44;42;1;27/09/2018;9;4;14
33;34;1;27/09/2018;9;4;15
31;34;1;27/09/2018;9;4;16
37;35;1;27/09/2018;9;4;16
39;34;1;27/09/2018;9;4;17
44;33;1;27/09/2018;9;4;17
35;34;1;27/09/2018;9;4;20
42;34;4;27/09/2018;9;4;20
38;33;1;27/09/2018;9;4;21
36;33;2;27/09/2018;9;4;23
40;34;2;27/09/2018;9;4;23
40;61;1;28/09/2018;9;5;0
44;31;1;28/09/2018;9;5;0
32;34;1;28/09/2018;9;5;1
34;33;1;28/09/2018;9;5;1
32;34;1;28/09/2018;9;5;2
44;31;2;28/09/2018;9;5;2
44;75;1;28/09/2018;9;5;4
33;34;1;28/09/2018;9;5;7
37;34;1;28/09/2018;9;5;7
31;34;3;28/09/2018;9;5;10
43;33;1;28/09/2018;9;5;10
31;34;4;28/09/2018;9;5;11
39;34;1;28/09/2018;9;5;12
35;34;1;28/09/2018;9;5;13
44;33;1;28/09/2018;9;5;15
42;34;1;28/09/2018;9;5;16
34;33;1;28/09/2018;9;5;17
40;33;2;28/09/2018;9;5;17
40;33;1;28/09/2018;9;5;18
40;36;1;28/09/2018;9;5;18
32;33;1;28/09/2018;9;5;21
44;33;1;28/09/2018;9;5;22
40;33;2;29/09/2018;9;6;1
37;33;2;29/09/2018;9;6;3
38;33;1;29/09/2018;9;6;4
