vehiculo;soc;Entradas;fecha;Mes;dia_semana;hora
32;33;1;14/08/2018;8;2;1
39;33;1;14/08/2018;8;2;1
36;34;1;14/08/2018;8;2;3
31;30;1;14/08/2018;8;2;6
39;33;1;14/08/2018;8;2;6
37;34;1;14/08/2018;8;2;7
40;34;3;14/08/2018;8;2;7
43;34;1;14/08/2018;8;2;7
33;33;1;14/08/2018;8;2;8
37;60;1;14/08/2018;8;2;9
38;34;1;14/08/2018;8;2;9
39;33;6;14/08/2018;8;2;9
39;32;2;14/08/2018;8;2;12
39;33;2;14/08/2018;8;2;12
41;32;2;14/08/2018;8;2;12
41;45;1;14/08/2018;8;2;12
44;33;1;14/08/2018;8;2;12
35;34;1;14/08/2018;8;2;13
39;32;2;14/08/2018;8;2;13
35;34;15;14/08/2018;8;2;14
36;55;1;14/08/2018;8;2;15
37;34;5;14/08/2018;8;2;17
32;37;1;14/08/2018;8;2;22
36;33;14;15/08/2018;8;3;1
40;31;1;15/08/2018;8;3;1
37;19;1;15/08/2018;8;3;11
33;31;3;15/08/2018;8;3;22
36;33;3;15/08/2018;8;3;22
40;69;1;15/08/2018;8;3;22
37;18;3;16/08/2018;8;4;5
37;19;1;16/08/2018;8;4;5
38;34;1;16/08/2018;8;4;5
40;78;1;16/08/2018;8;4;5
31;34;3;16/08/2018;8;4;6
31;48;2;16/08/2018;8;4;6
33;20;15;16/08/2018;8;4;6
33;21;2;16/08/2018;8;4;6
36;34;8;16/08/2018;8;4;6
37;40;1;16/08/2018;8;4;6
39;34;1;16/08/2018;8;4;6
39;36;1;16/08/2018;8;4;6
43;33;1;16/08/2018;8;4;6
39;34;3;16/08/2018;8;4;8
33;88;2;16/08/2018;8;4;9
31;34;1;16/08/2018;8;4;10
37;33;4;16/08/2018;8;4;10
31;59;1;16/08/2018;8;4;11
35;37;1;16/08/2018;8;4;11
37;77;1;16/08/2018;8;4;11
41;34;2;16/08/2018;8;4;11
41;51;1;16/08/2018;8;4;11
44;33;7;16/08/2018;8;4;11
40;33;1;16/08/2018;8;4;14
32;33;1;16/08/2018;8;4;15
38;33;1;16/08/2018;8;4;15
44;33;1;16/08/2018;8;4;17
36;34;1;16/08/2018;8;4;21
43;34;1;16/08/2018;8;4;21
39;34;1;17/08/2018;8;5;2
33;34;1;17/08/2018;8;5;3
31;34;1;17/08/2018;8;5;5
35;34;1;17/08/2018;8;5;5
43;32;4;17/08/2018;8;5;5
37;34;1;17/08/2018;8;5;8
38;33;1;17/08/2018;8;5;11
44;34;1;17/08/2018;8;5;11
32;33;2;17/08/2018;8;5;17
36;33;4;17/08/2018;8;5;17
41;33;3;17/08/2018;8;5;17
32;33;1;17/08/2018;8;5;18
40;32;1;18/08/2018;8;6;0
33;32;1;18/08/2018;8;6;1
35;32;1;18/08/2018;8;6;1
39;33;1;18/08/2018;8;6;9
31;38;1;18/08/2018;8;6;12
32;56;1;18/08/2018;8;6;14
39;28;2;20/08/2018;8;1;1
39;30;1;20/08/2018;8;1;1
40;16;1;20/08/2018;8;1;1
40;17;3;20/08/2018;8;1;1
37;26;1;20/08/2018;8;1;5
43;32;1;20/08/2018;8;1;5
32;34;2;20/08/2018;8;1;9
38;33;1;20/08/2018;8;1;9
41;34;1;20/08/2018;8;1;11
44;33;1;20/08/2018;8;1;11
36;33;2;20/08/2018;8;1;12
35;34;1;20/08/2018;8;1;15
33;34;1;20/08/2018;8;1;17
39;31;5;20/08/2018;8;1;18
37;34;1;20/08/2018;8;1;19
43;34;1;20/08/2018;8;1;20
40;34;7;20/08/2018;8;1;21
40;34;5;20/08/2018;8;1;22
32;34;1;20/08/2018;8;1;23
31;4;3;21/08/2018;8;2;5
31;6;2;21/08/2018;8;2;5
36;34;2;21/08/2018;8;2;6
38;32;2;21/08/2018;8;2;6
41;33;2;21/08/2018;8;2;7
41;33;1;21/08/2018;8;2;8
35;33;11;21/08/2018;8;2;9
39;33;2;21/08/2018;8;2;10
44;34;1;21/08/2018;8;2;10
33;33;1;21/08/2018;8;2;11
37;33;1;21/08/2018;8;2;12
43;34;2;21/08/2018;8;2;12
37;33;2;21/08/2018;8;2;13
32;33;3;21/08/2018;8;2;14
40;34;1;21/08/2018;8;2;14
38;34;2;21/08/2018;8;2;20
41;32;1;22/08/2018;8;3;1
39;34;2;22/08/2018;8;3;4
44;34;1;22/08/2018;8;3;4
31;34;3;22/08/2018;8;3;7
33;33;3;22/08/2018;8;3;7
32;34;4;22/08/2018;8;3;8
35;34;4;22/08/2018;8;3;8
37;34;1;22/08/2018;8;3;8
36;34;1;22/08/2018;8;3;9
40;33;1;22/08/2018;8;3;9
36;34;1;22/08/2018;8;3;10
40;33;1;22/08/2018;8;3;10
40;34;1;22/08/2018;8;3;10
36;99;1;22/08/2018;8;3;11
43;33;2;22/08/2018;8;3;11
32;34;1;22/08/2018;8;3;12
38;33;1;22/08/2018;8;3;13
41;33;1;22/08/2018;8;3;17
32;32;1;22/08/2018;8;3;19
35;34;1;22/08/2018;8;3;19
44;34;1;22/08/2018;8;3;19
39;33;1;22/08/2018;8;3;20
39;58;1;22/08/2018;8;3;21
33;31;1;23/08/2018;8;4;4
43;31;1;23/08/2018;8;4;4
37;34;1;23/08/2018;8;4;6
36;33;1;23/08/2018;8;4;7
38;33;1;23/08/2018;8;4;7
39;33;1;23/08/2018;8;4;11
44;34;1;23/08/2018;8;4;11
32;34;1;23/08/2018;8;4;12
35;33;1;23/08/2018;8;4;13
31;34;2;23/08/2018;8;4;15
43;34;1;23/08/2018;8;4;15
43;34;1;23/08/2018;8;4;16
33;34;1;23/08/2018;8;4;17
43;34;2;23/08/2018;8;4;17
33;34;2;23/08/2018;8;4;18
36;34;2;23/08/2018;8;4;19
36;34;1;23/08/2018;8;4;20
37;33;3;23/08/2018;8;4;21
37;33;2;23/08/2018;8;4;22
44;33;1;24/08/2018;8;5;1
38;33;1;24/08/2018;8;5;3
32;33;3;24/08/2018;8;5;7
35;34;1;24/08/2018;8;5;7
39;33;1;24/08/2018;8;5;7
39;35;1;24/08/2018;8;5;8
32;84;1;24/08/2018;8;5;9
37;31;3;24/08/2018;8;5;9
39;33;1;24/08/2018;8;5;9
43;33;20;24/08/2018;8;5;9
31;34;1;24/08/2018;8;5;10
33;34;1;24/08/2018;8;5;12
36;33;3;24/08/2018;8;5;14
36;34;3;24/08/2018;8;5;20
36;34;2;24/08/2018;8;5;21
38;33;1;24/08/2018;8;5;21
44;34;1;24/08/2018;8;5;21
43;33;1;25/08/2018;8;6;5
36;80;1;25/08/2018;8;6;6
36;76;3;25/08/2018;8;6;7
35;32;1;25/08/2018;8;6;11
39;31;1;25/08/2018;8;6;14
39;71;1;26/08/2018;8;7;4
31;48;1;26/08/2018;8;7;22
33;33;1;27/08/2018;8;1;4
32;34;1;27/08/2018;8;1;6
34;34;1;27/08/2018;8;1;6
37;34;1;27/08/2018;8;1;7
39;33;2;27/08/2018;8;1;10
43;34;1;27/08/2018;8;1;10
44;34;1;27/08/2018;8;1;10
38;33;1;27/08/2018;8;1;13
35;33;1;27/08/2018;8;1;14
36;33;1;27/08/2018;8;1;15
39;33;2;27/08/2018;8;1;15
34;34;4;27/08/2018;8;1;16
39;29;2;27/08/2018;8;1;16
39;48;2;27/08/2018;8;1;16
33;33;1;27/08/2018;8;1;17
31;33;1;27/08/2018;8;1;20
32;33;5;27/08/2018;8;1;20
37;33;1;27/08/2018;8;1;21
32;33;1;27/08/2018;8;1;22
37;33;2;27/08/2018;8;1;22
32;33;4;27/08/2018;8;1;23
44;34;1;27/08/2018;8;1;23
32;33;1;28/08/2018;8;2;0
43;33;2;28/08/2018;8;2;0
43;86;2;28/08/2018;8;2;4
35;33;1;28/08/2018;8;2;7
36;34;1;28/08/2018;8;2;7
37;31;1;28/08/2018;8;2;7
37;33;1;28/08/2018;8;2;7
38;33;1;28/08/2018;8;2;7
36;33;7;28/08/2018;8;2;8
37;33;4;28/08/2018;8;2;8
37;39;1;28/08/2018;8;2;8
33;33;6;28/08/2018;8;2;10
37;39;1;28/08/2018;8;2;10
39;34;1;28/08/2018;8;2;10
39;99;1;28/08/2018;8;2;12
44;33;1;28/08/2018;8;2;13
34;34;1;28/08/2018;8;2;14
43;33;2;28/08/2018;8;2;14
32;34;1;28/08/2018;8;2;15
31;34;4;28/08/2018;8;2;16
32;34;4;28/08/2018;8;2;16
37;34;1;28/08/2018;8;2;16
31;34;3;28/08/2018;8;2;17
34;33;1;28/08/2018;8;2;17
35;34;1;28/08/2018;8;2;18
31;32;1;28/08/2018;8;2;19
31;30;2;28/08/2018;8;2;20
31;31;1;28/08/2018;8;2;20
34;32;1;28/08/2018;8;2;20
40;34;1;28/08/2018;8;2;20
36;33;1;28/08/2018;8;2;21
36;33;1;28/08/2018;8;2;22
36;33;2;28/08/2018;8;2;23
38;34;1;28/08/2018;8;2;23
38;34;3;29/08/2018;8;3;0
33;33;1;29/08/2018;8;3;5
43;34;3;29/08/2018;8;3;5
32;34;1;29/08/2018;8;3;6
33;33;8;29/08/2018;8;3;6
43;88;2;29/08/2018;8;3;7
31;30;1;29/08/2018;8;3;8
33;33;1;29/08/2018;8;3;8
39;34;2;29/08/2018;8;3;8
44;33;1;29/08/2018;8;3;9
33;88;1;29/08/2018;8;3;10
35;33;2;29/08/2018;8;3;10
37;33;1;29/08/2018;8;3;10
44;33;6;29/08/2018;8;3;10
35;33;2;29/08/2018;8;3;12
35;37;1;29/08/2018;8;3;12
37;99;1;29/08/2018;8;3;12
44;33;2;29/08/2018;8;3;12
35;87;1;29/08/2018;8;3;15
40;33;1;29/08/2018;8;3;16
34;34;4;29/08/2018;8;3;17
36;33;1;29/08/2018;8;3;20
36;34;1;29/08/2018;8;3;20
43;34;1;29/08/2018;8;3;20
36;30;3;29/08/2018;8;3;21
36;33;1;29/08/2018;8;3;21
38;32;1;29/08/2018;8;3;21
33;33;1;29/08/2018;8;3;22
36;30;3;29/08/2018;8;3;22
34;33;2;29/08/2018;8;3;23
32;31;2;30/08/2018;8;4;0
34;65;1;30/08/2018;8;4;0
39;33;1;30/08/2018;8;4;4
35;34;1;30/08/2018;8;4;6
31;34;2;30/08/2018;8;4;8
37;34;1;30/08/2018;8;4;9
40;32;1;30/08/2018;8;4;11
44;34;1;30/08/2018;8;4;11
43;32;1;30/08/2018;8;4;12
38;34;3;30/08/2018;8;4;13
40;33;1;30/08/2018;8;4;13
32;33;4;30/08/2018;8;4;14
33;33;1;30/08/2018;8;4;14
40;33;1;30/08/2018;8;4;14
32;33;1;30/08/2018;8;4;15
36;33;1;30/08/2018;8;4;16
34;34;1;30/08/2018;8;4;20
35;33;1;30/08/2018;8;4;20
37;34;1;30/08/2018;8;4;23
33;34;1;31/08/2018;8;5;3
39;33;1;31/08/2018;8;5;4
43;33;1;31/08/2018;8;5;4
31;32;1;31/08/2018;8;5;5
31;32;4;31/08/2018;8;5;6
32;33;1;31/08/2018;8;5;6
38;34;1;31/08/2018;8;5;6
44;34;3;31/08/2018;8;5;7
31;30;1;31/08/2018;8;5;8
31;31;1;31/08/2018;8;5;8
40;34;1;31/08/2018;8;5;8
34;34;1;31/08/2018;8;5;10
35;33;1;31/08/2018;8;5;11
35;49;1;31/08/2018;8;5;12
36;34;6;31/08/2018;8;5;12
37;31;1;31/08/2018;8;5;14
33;34;1;31/08/2018;8;5;19
43;34;1;31/08/2018;8;5;19
39;33;1;01/09/2018;9;6;1
35;30;1;02/09/2018;9;7;22
39;45;1;02/09/2018;9;7;22
32;31;1;03/09/2018;9;1;2
31;34;1;03/09/2018;9;1;5
38;31;2;03/09/2018;9;1;7
40;34;1;03/09/2018;9;1;7
34;34;1;03/09/2018;9;1;8
36;34;2;03/09/2018;9;1;8
34;34;2;03/09/2018;9;1;9
39;34;2;03/09/2018;9;1;9
34;34;1;03/09/2018;9;1;10
37;33;1;03/09/2018;9;1;10
39;64;1;03/09/2018;9;1;10
33;34;2;03/09/2018;9;1;12
34;34;5;03/09/2018;9;1;12
39;99;1;03/09/2018;9;1;12
31;34;1;03/09/2018;9;1;13
33;54;1;03/09/2018;9;1;13
44;33;2;03/09/2018;9;1;13
43;33;1;03/09/2018;9;1;14
43;88;2;03/09/2018;9;1;15
32;33;1;03/09/2018;9;1;16
34;32;1;03/09/2018;9;1;16
32;33;1;03/09/2018;9;1;18
32;33;1;03/09/2018;9;1;20
40;33;1;03/09/2018;9;1;20
38;32;1;03/09/2018;9;1;22
37;33;1;03/09/2018;9;1;23
36;31;1;04/09/2018;9;2;1
31;53;1;04/09/2018;9;2;2
35;34;1;04/09/2018;9;2;2
44;33;3;04/09/2018;9;2;4
44;33;1;04/09/2018;9;2;5
34;34;1;04/09/2018;9;2;8
34;66;1;04/09/2018;9;2;9
42;25;2;04/09/2018;9;2;9
43;34;1;04/09/2018;9;2;10
43;34;3;04/09/2018;9;2;11
32;34;1;04/09/2018;9;2;12
39;34;3;04/09/2018;9;2;12
43;34;1;04/09/2018;9;2;12
33;33;1;04/09/2018;9;2;13
39;34;2;04/09/2018;9;2;13
40;34;1;04/09/2018;9;2;13
37;33;1;04/09/2018;9;2;16
38;34;1;04/09/2018;9;2;16
35;33;1;04/09/2018;9;2;17
36;34;1;04/09/2018;9;2;19
44;33;1;04/09/2018;9;2;19
44;33;1;04/09/2018;9;2;20
31;33;1;04/09/2018;9;2;22
40;33;1;04/09/2018;9;2;22
35;66;1;05/09/2018;9;3;0
34;33;1;05/09/2018;9;3;3
33;31;1;05/09/2018;9;3;5
32;33;1;05/09/2018;9;3;6
39;32;3;05/09/2018;9;3;6
42;33;1;05/09/2018;9;3;6
43;34;1;05/09/2018;9;3;8
32;33;2;05/09/2018;9;3;9
35;34;1;05/09/2018;9;3;10
38;33;1;05/09/2018;9;3;10
37;33;1;05/09/2018;9;3;11
38;33;1;05/09/2018;9;3;11
38;34;3;05/09/2018;9;3;11
35;34;1;05/09/2018;9;3;13
44;34;1;05/09/2018;9;3;14
31;33;1;05/09/2018;9;3;15
40;34;1;05/09/2018;9;3;15
34;33;1;05/09/2018;9;3;19
34;33;2;05/09/2018;9;3;20
35;33;1;05/09/2018;9;3;21
43;33;1;05/09/2018;9;3;23
39;33;1;06/09/2018;9;4;0
36;32;2;06/09/2018;9;4;2
33;33;1;06/09/2018;9;4;3
42;34;2;06/09/2018;9;4;7
32;33;1;06/09/2018;9;4;8
42;34;6;06/09/2018;9;4;8
38;34;1;06/09/2018;9;4;9
31;34;2;06/09/2018;9;4;10
37;34;1;06/09/2018;9;4;10
40;32;1;06/09/2018;9;4;10
44;33;2;06/09/2018;9;4;10
31;34;1;06/09/2018;9;4;11
40;32;2;06/09/2018;9;4;11
40;50;1;06/09/2018;9;4;11
44;65;1;06/09/2018;9;4;11
34;34;3;06/09/2018;9;4;13
43;34;1;06/09/2018;9;4;13
35;33;1;06/09/2018;9;4;14
41;33;1;06/09/2018;9;4;14
35;33;1;06/09/2018;9;4;15
36;34;1;06/09/2018;9;4;15
35;87;1;06/09/2018;9;4;17
39;34;1;06/09/2018;9;4;20
38;33;1;07/09/2018;9;5;0
38;34;1;07/09/2018;9;5;0
37;34;1;07/09/2018;9;5;1
44;34;1;07/09/2018;9;5;2
40;33;1;07/09/2018;9;5;4
34;33;1;07/09/2018;9;5;6
41;34;1;07/09/2018;9;5;7
32;22;1;07/09/2018;9;5;8
35;33;1;07/09/2018;9;5;8
36;33;2;07/09/2018;9;5;8
38;31;1;07/09/2018;9;5;8
35;41;1;07/09/2018;9;5;9
36;55;1;07/09/2018;9;5;9
35;34;5;07/09/2018;9;5;12
39;33;3;07/09/2018;9;5;12
42;34;1;07/09/2018;9;5;12
32;33;1;07/09/2018;9;5;15
32;34;1;07/09/2018;9;5;15
36;33;1;07/09/2018;9;5;15
38;33;1;07/09/2018;9;5;15
43;34;1;07/09/2018;9;5;15
32;34;1;07/09/2018;9;5;16
44;34;1;07/09/2018;9;5;16
37;33;1;07/09/2018;9;5;17
40;33;1;07/09/2018;9;5;17
40;33;4;07/09/2018;9;5;18
34;33;1;08/09/2018;9;6;1
33;32;1;08/09/2018;9;6;2
36;33;1;08/09/2018;9;6;6
41;0;1;08/09/2018;9;6;7
41;30;1;08/09/2018;9;6;7
32;32;1;08/09/2018;9;6;8
37;44;1;09/09/2018;9;7;0
34;22;2;09/09/2018;9;7;22
38;31;2;09/09/2018;9;7;22
40;48;1;09/09/2018;9;7;22
31;31;1;09/09/2018;9;7;23
31;33;1;09/09/2018;9;7;23
34;18;1;09/09/2018;9;7;23
34;19;1;09/09/2018;9;7;23
34;20;1;09/09/2018;9;7;23
34;22;1;09/09/2018;9;7;23
40;48;1;09/09/2018;9;7;23
40;54;1;09/09/2018;9;7;23
35;34;1;10/09/2018;9;1;1
34;16;1;10/09/2018;9;1;3
44;33;1;10/09/2018;9;1;3
38;34;1;10/09/2018;9;1;6
39;33;1;10/09/2018;9;1;7
40;34;2;10/09/2018;9;1;9
40;34;4;10/09/2018;9;1;10
43;33;2;10/09/2018;9;1;10
42;34;1;10/09/2018;9;1;11
33;33;1;10/09/2018;9;1;12
41;33;1;10/09/2018;9;1;12
37;34;1;10/09/2018;9;1;13
37;34;1;10/09/2018;9;1;14
32;34;2;10/09/2018;9;1;15
31;31;1;10/09/2018;9;1;18
44;33;3;10/09/2018;9;1;18
44;33;2;10/09/2018;9;1;19
35;33;1;10/09/2018;9;1;20
33;34;1;11/09/2018;9;2;3
35;33;1;11/09/2018;9;2;3
38;32;1;11/09/2018;9;2;3
39;30;1;11/09/2018;9;2;3
41;34;1;11/09/2018;9;2;3
39;30;1;11/09/2018;9;2;4
33;34;1;11/09/2018;9;2;6
37;34;1;11/09/2018;9;2;6
42;33;3;11/09/2018;9;2;6
43;34;1;11/09/2018;9;2;6
40;34;1;11/09/2018;9;2;8
36;17;1;11/09/2018;9;2;9
32;33;3;11/09/2018;9;2;10
31;33;1;11/09/2018;9;2;11
44;33;4;11/09/2018;9;2;12
32;33;1;11/09/2018;9;2;15
39;34;1;11/09/2018;9;2;16
41;31;1;11/09/2018;9;2;18
43;33;1;11/09/2018;9;2;20
40;34;1;11/09/2018;9;2;21
43;33;1;11/09/2018;9;2;21
35;33;1;11/09/2018;9;2;22
33;33;1;11/09/2018;9;2;23
38;32;1;12/09/2018;9;3;2
36;33;1;12/09/2018;9;3;4
36;33;1;12/09/2018;9;3;5
38;29;1;12/09/2018;9;3;5
37;32;1;12/09/2018;9;3;6
42;33;1;12/09/2018;9;3;6
31;33;2;12/09/2018;9;3;7
34;33;1;12/09/2018;9;3;7
35;33;2;12/09/2018;9;3;7
44;33;1;12/09/2018;9;3;7
32;34;1;12/09/2018;9;3;9
39;34;1;12/09/2018;9;3;12
41;33;1;12/09/2018;9;3;13
33;34;1;12/09/2018;9;3;14
40;33;12;12/09/2018;9;3;15
42;30;1;12/09/2018;9;3;15
42;33;2;12/09/2018;9;3;15
43;32;2;12/09/2018;9;3;15
37;34;1;12/09/2018;9;3;21
38;34;2;12/09/2018;9;3;21
34;34;1;12/09/2018;9;3;22
38;34;2;12/09/2018;9;3;22
34;34;3;12/09/2018;9;3;23
36;33;1;13/09/2018;9;4;1
42;34;1;13/09/2018;9;4;1
32;33;1;13/09/2018;9;4;2
44;34;1;13/09/2018;9;4;2
42;34;1;13/09/2018;9;4;3
39;33;1;13/09/2018;9;4;4
35;33;2;13/09/2018;9;4;5
41;34;1;13/09/2018;9;4;5
31;34;1;13/09/2018;9;4;7
43;33;1;13/09/2018;9;4;7
34;28;3;13/09/2018;9;4;8
34;29;1;13/09/2018;9;4;8
33;34;1;13/09/2018;9;4;9
33;37;1;13/09/2018;9;4;9
34;26;1;13/09/2018;9;4;9
33;33;1;13/09/2018;9;4;10
40;34;1;13/09/2018;9;4;15
37;31;1;13/09/2018;9;4;16
32;33;1;13/09/2018;9;4;19
41;33;1;13/09/2018;9;4;19
39;33;1;13/09/2018;9;4;20
44;34;1;13/09/2018;9;4;20
35;33;1;13/09/2018;9;4;21
38;34;3;13/09/2018;9;4;21
42;33;1;13/09/2018;9;4;23
42;33;1;14/09/2018;9;5;0
34;28;1;14/09/2018;9;5;5
31;33;1;14/09/2018;9;5;6
36;34;1;14/09/2018;9;5;6
43;34;1;14/09/2018;9;5;7
41;33;1;14/09/2018;9;5;9
39;33;3;14/09/2018;9;5;13
40;34;1;14/09/2018;9;5;15
43;33;5;14/09/2018;9;5;15
32;33;1;14/09/2018;9;5;16
35;33;1;14/09/2018;9;5;18
43;33;3;14/09/2018;9;5;19
44;32;1;14/09/2018;9;5;21
37;31;1;14/09/2018;9;5;22
31;39;2;15/09/2018;9;6;9
33;32;2;15/09/2018;9;6;9
34;51;1;15/09/2018;9;6;9
38;32;2;15/09/2018;9;6;9
42;30;1;15/09/2018;9;6;9
31;39;4;15/09/2018;9;6;10
41;34;1;17/09/2018;9;1;5
35;33;1;17/09/2018;9;1;10
39;33;1;17/09/2018;9;1;10
42;34;3;17/09/2018;9;1;10
35;60;1;17/09/2018;9;1;11
36;33;1;17/09/2018;9;1;11
37;33;1;17/09/2018;9;1;11
40;33;1;17/09/2018;9;1;11
43;34;3;17/09/2018;9;1;11
31;33;1;17/09/2018;9;1;12
32;34;1;17/09/2018;9;1;12
34;34;1;17/09/2018;9;1;12
36;62;1;17/09/2018;9;1;12
38;34;1;17/09/2018;9;1;12
31;42;1;17/09/2018;9;1;13
39;34;4;17/09/2018;9;1;13
33;33;1;18/09/2018;9;2;9
37;58;1;18/09/2018;9;2;9
40;34;1;18/09/2018;9;2;9
36;17;1;18/09/2018;9;2;10
36;26;1;18/09/2018;9;2;10
42;34;1;18/09/2018;9;2;10
32;33;1;18/09/2018;9;2;11
42;34;1;18/09/2018;9;2;11
32;33;1;18/09/2018;9;2;12
35;33;6;18/09/2018;9;2;12
39;33;2;18/09/2018;9;2;12
31;34;2;18/09/2018;9;2;13
34;34;1;18/09/2018;9;2;13
38;34;1;18/09/2018;9;2;13
40;33;4;18/09/2018;9;2;14
41;34;1;18/09/2018;9;2;14
38;93;2;18/09/2018;9;2;15
40;33;3;18/09/2018;9;2;15
41;49;1;18/09/2018;9;2;15
33;33;1;18/09/2018;9;2;16
41;33;1;18/09/2018;9;2;18
37;33;1;18/09/2018;9;2;20
44;34;1;18/09/2018;9;2;23
35;32;1;19/09/2018;9;3;5
39;34;1;19/09/2018;9;3;5
36;33;1;19/09/2018;9;3;6
42;33;2;19/09/2018;9;3;6
32;31;1;19/09/2018;9;3;7
34;34;1;19/09/2018;9;3;8
31;33;1;19/09/2018;9;3;10
38;34;5;19/09/2018;9;3;10
40;34;2;19/09/2018;9;3;10
33;34;1;19/09/2018;9;3;11
38;34;2;19/09/2018;9;3;11
40;52;1;19/09/2018;9;3;11
42;34;4;19/09/2018;9;3;11
38;87;1;19/09/2018;9;3;13
37;34;2;19/09/2018;9;3;14
42;98;1;19/09/2018;9;3;14
39;34;1;19/09/2018;9;3;17
44;33;1;19/09/2018;9;3;19
35;33;1;19/09/2018;9;3;20
32;33;1;19/09/2018;9;3;21
36;33;1;19/09/2018;9;3;21
40;33;1;19/09/2018;9;3;21
34;33;1;20/09/2018;9;4;3
35;33;2;20/09/2018;9;4;3
36;32;1;20/09/2018;9;4;4
35;34;1;20/09/2018;9;4;5
31;34;1;20/09/2018;9;4;6
33;34;1;20/09/2018;9;4;6
36;32;1;20/09/2018;9;4;6
38;34;4;20/09/2018;9;4;6
36;34;1;20/09/2018;9;4;7
36;44;1;20/09/2018;9;4;7
37;33;1;20/09/2018;9;4;9
39;34;1;20/09/2018;9;4;10
36;33;2;20/09/2018;9;4;11
42;33;1;20/09/2018;9;4;11
41;34;1;20/09/2018;9;4;15
32;34;1;20/09/2018;9;4;16
44;33;7;20/09/2018;9;4;16
40;34;1;20/09/2018;9;4;19
34;31;1;20/09/2018;9;4;20
35;33;1;20/09/2018;9;4;20
38;34;1;20/09/2018;9;4;20
37;31;3;21/09/2018;9;5;0
31;33;1;21/09/2018;9;5;1
39;33;2;21/09/2018;9;5;2
36;34;1;21/09/2018;9;5;7
41;34;1;21/09/2018;9;5;7
32;34;1;21/09/2018;9;5;8
34;45;1;21/09/2018;9;5;11
35;44;1;21/09/2018;9;5;11
40;36;1;21/09/2018;9;5;11
42;35;1;21/09/2018;9;5;11
38;34;1;21/09/2018;9;5;12
42;34;2;21/09/2018;9;5;12
44;33;4;21/09/2018;9;5;12
31;34;1;21/09/2018;9;5;16
37;33;1;21/09/2018;9;5;19
39;33;1;21/09/2018;9;5;20
43;33;1;22/09/2018;9;6;2
41;31;1;22/09/2018;9;6;6
40;38;3;22/09/2018;9;6;10
36;32;2;22/09/2018;9;6;11
36;33;1;22/09/2018;9;6;11
44;32;2;22/09/2018;9;6;11
44;33;1;22/09/2018;9;6;11
31;49;1;22/09/2018;9;6;12
31;77;1;22/09/2018;9;6;12
41;79;1;22/09/2018;9;6;12
44;32;1;22/09/2018;9;6;12
32;35;1;22/09/2018;9;6;14
42;49;1;22/09/2018;9;6;14
43;64;1;22/09/2018;9;6;16
35;32;1;22/09/2018;9;6;19
35;32;1;22/09/2018;9;6;20
41;66;1;22/09/2018;9;6;20
43;57;1;22/09/2018;9;6;20
31;32;1;23/09/2018;9;7;22
35;13;2;23/09/2018;9;7;22
36;28;4;23/09/2018;9;7;22
38;16;4;23/09/2018;9;7;22
43;0;1;23/09/2018;9;7;22
35;29;4;23/09/2018;9;7;23
38;16;9;23/09/2018;9;7;23
39;23;1;23/09/2018;9;7;23
34;33;1;24/09/2018;9;1;1
41;34;1;24/09/2018;9;1;1
41;34;3;24/09/2018;9;1;2
31;33;1;24/09/2018;9;1;3
40;33;1;24/09/2018;9;1;6
42;33;2;24/09/2018;9;1;7
32;34;1;24/09/2018;9;1;8
37;33;1;24/09/2018;9;1;8
31;33;2;24/09/2018;9;1;10
44;33;2;24/09/2018;9;1;10
44;34;2;24/09/2018;9;1;10
44;33;5;24/09/2018;9;1;11
35;34;1;24/09/2018;9;1;14
35;34;2;24/09/2018;9;1;15
37;33;1;24/09/2018;9;1;15
44;33;2;24/09/2018;9;1;15
36;33;2;24/09/2018;9;1;18
39;34;1;24/09/2018;9;1;18
38;34;2;24/09/2018;9;1;19
34;33;4;24/09/2018;9;1;20
36;33;1;24/09/2018;9;1;20
38;34;3;24/09/2018;9;1;20
32;34;1;24/09/2018;9;1;21
34;31;3;24/09/2018;9;1;21
36;33;2;24/09/2018;9;1;21
38;34;1;24/09/2018;9;1;21
41;34;1;24/09/2018;9;1;21
42;34;1;24/09/2018;9;1;21
36;33;4;24/09/2018;9;1;22
41;33;1;25/09/2018;9;2;3
40;33;1;25/09/2018;9;2;5
32;33;1;25/09/2018;9;2;6
34;28;1;25/09/2018;9;2;6
38;31;2;25/09/2018;9;2;6
37;34;2;25/09/2018;9;2;9
37;44;1;25/09/2018;9;2;10
38;99;1;25/09/2018;9;2;10
35;34;1;25/09/2018;9;2;11
31;33;2;25/09/2018;9;2;13
42;34;1;25/09/2018;9;2;14
39;34;1;25/09/2018;9;2;15
42;34;1;25/09/2018;9;2;15
39;34;2;25/09/2018;9;2;16
40;33;1;25/09/2018;9;2;18
41;34;1;25/09/2018;9;2;18
44;33;1;25/09/2018;9;2;18
34;33;4;25/09/2018;9;2;19
40;33;1;25/09/2018;9;2;19
41;34;2;25/09/2018;9;2;19
42;34;1;25/09/2018;9;2;20
44;33;1;25/09/2018;9;2;20
32;34;1;25/09/2018;9;2;21
44;33;3;25/09/2018;9;2;21
44;71;1;25/09/2018;9;2;22
38;34;2;26/09/2018;9;3;3
37;33;1;26/09/2018;9;3;4
31;34;1;26/09/2018;9;3;6
31;34;1;26/09/2018;9;3;7
31;34;3;26/09/2018;9;3;9
35;33;1;26/09/2018;9;3;9
36;34;1;26/09/2018;9;3;9
